일자,자치구,총사용수(B),총사용수(S),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-11-25,영등포구,11873,332674,11.5,6.2,15.8,0.0,0.03,0.0134,0.4,0.0024,23.0,14.0
2024-11-25,용산구,2131,0,10.6,4.2,15.8,0.0,0.0296,0.0143,0.43,0.0024,23.0,12.0
2024-11-25,은평구,2874,128853,9.2,-0.7,15.5,0.0,0.0177,0.0205,0.5,0.003,19.0,8.0
2024-11-25,종로구,4572,242044,9.9,4.1,15.0,0.0,0.0269,0.0168,0.45,0.0029,23.0,14.0
2024-11-25,중구,3374,280370,8.8,3.4,13.0,0.0,0.0225,0.0121,0.44,0.0031,20.0,14.0
2024-11-25,중랑구,3528,94373,10.6,4.3,15.0,0.0,0.0197,0.0235,0.34,0.0022,19.0,12.0
2024-11-26,강남구,1050,414263,6.7,2.0,13.4,28.0,0.0129,0.0252,0.29,0.002,10.0,6.0
2024-11-26,강동구,1338,96984,6.4,1.5,12.9,28.5,0.012,0.0292,0.4,0.0026,12.0,7.0
2024-11-26,강북구,363,48877,5.4,0.8,12.4,30.5,0.0075,0.0301,0.27,0.002,10.0,6.0
2024-11-26,강서구,5435,192976,6.2,0.6,13.5,21.0,0.0122,0.0266,0.28,0.0024,12.0,3.0
2024-11-26,관악구,646,159883,5.3,1.0,12.2,30.0,0.0138,0.0256,0.3,0.0022,13.0,5.0
2024-11-26,광진구,1686,64403,6.4,2.1,13.3,25.0,0.0126,0.0299,0.41,0.0022,11.0,4.0
2024-11-26,구로구,1594,129871,6.4,1.9,13.4,24.0,0.0092,0.0255,0.25,0.0019,12.0,6.0
2024-11-26,금천구,744,103504,6.4,1.6,13.2,21.5,0.0129,0.0274,0.24,0.0024,10.0,7.0
2024-11-26,노원구,2043,158043,6.2,0.5,13.1,24.0,0.0105,0.0285,0.27,0.0022,11.0,4.0
2024-11-26,도봉구,667,94408,6.0,1.2,12.2,28.0,0.0086,0.0347,0.42,0.003,8.0,4.0
2024-11-26,동대문구,1087,108172,6.0,0.7,13.2,25.0,0.0106,0.0274,0.32,0.0016,10.0,4.0
2024-11-26,동작구,498,97244,6.7,1.8,13.8,24.0,0.0116,0.0281,0.27,0.0021,10.0,5.0
2024-11-26,마포구,1482,266119,5.2,0.1,12.5,20.5,0.0125,0.0276,0.27,0.0022,9.0,4.0
2024-11-26,서대문구,601,100952,4.8,-0.1,12.4,20.5,0.011,0.0302,0.41,0.0023,9.0,5.0
2024-11-26,서초구,871,157784,6.5,1.8,13.0,28.5,0.011,0.0243,0.25,0.002,11.0,4.0
2024-11-26,성동구,1316,135756,6.1,1.3,13.2,26.5,0.013,0.0242,0.28,0.0019,8.0,4.0
2024-11-26,성북구,740,51775,5.1,0.4,12.4,27.0,0.0111,0.0247,0.37,0.0028,8.0,3.0
2024-11-26,송파구,2618,211029,6.7,2.3,13.5,26.0,0.0145,0.021,0.29,0.0021,11.0,5.0
2024-11-26,양천구,2280,37773,6.3,1.4,13.3,23.0,0.0137,0.0245,0.3,0.0022,9.0,5.0
2024-11-26,영등포구,3379,340965,6.3,1.4,13.3,24.0,0.0127,0.0257,0.28,0.0021,11.0,4.0
2024-11-26,용산구,520,0,6.4,1.8,13.2,24.0,0.0143,0.0217,0.32,0.0018,11.0,4.0
2024-11-26,은평구,689,126734,5.6,0.4,13.1,20.0,0.0095,0.0242,0.48,0.0028,11.0,4.0
2024-11-26,종로구,1299,247757,4.8,0.3,11.9,23.0,0.0119,0.0271,0.3,0.0023,10.0,5.0
2024-11-26,중구,934,289063,4.0,-0.4,11.0,21.5,0.0099,0.028,0.29,0.0026,9.0,4.0
2024-11-26,중랑구,900,93485,6.1,1.1,13.1,26.0,0.0133,0.0286,0.3,0.002,11.0,6.0
2024-11-27,강남구,557,427806,0.1,-0.8,3.0,21.5,0.0148,0.0238,0.3,0.0018,8.0,6.0
2024-11-27,강동구,758,103797,0.2,-1.3,2.1,17.0,0.0162,0.0253,0.46,0.0025,13.0,9.0
2024-11-27,강북구,285,52173,-0.8,-2.7,1.6,17.0,0.0094,0.0304,0.28,0.0016,11.0,6.0
2024-11-27,강서구,2424,204997,0.0,-1.0,2.2,13.5,0.0166,0.0248,0.29,0.0025,11.0,4.0
2024-11-27,관악구,261,165378,-0.9,-2.3,2.2,25.0,0.0175,0.023,0.31,0.0017,12.0,6.0
2024-11-27,광진구,1115,69081,0.1,-0.8,2.6,11.0,0.0148,0.0283,0.49,0.002,9.0,5.0
2024-11-27,구로구,826,135824,-0.3,-1.2,3.3,16.5,0.012,0.0231,0.26,0.0019,13.0,7.0
2024-11-27,금천구,367,111790,-0.2,-1.3,3.3,24.0,0.0177,0.0238,0.29,0.002,7.0,6.0
2024-11-27,노원구,1856,166534,-0.3,-2.2,1.6,10.0,0.0132,0.0267,0.29,0.002,10.0,6.0
2024-11-27,도봉구,664,98265,-0.6,-2.8,1.6,16.5,0.0102,0.0347,0.48,0.0026,10.0,6.0
2024-11-27,동대문구,752,112151,0.0,-1.3,1.8,12.5,0.0125,0.0264,0.33,0.0012,10.0,5.0
2024-11-27,동작구,222,101705,0.1,-1.6,3.6,13.0,0.015,0.0245,0.29,0.0017,9.0,6.0
2024-11-27,마포구,737,281860,-0.8,-2.1,1.1,12.5,0.0159,0.0257,0.28,0.002,8.0,5.0
2024-11-27,서대문구,323,105780,-1.0,-2.4,0.4,20.5,0.0145,0.028,0.52,0.0024,10.0,7.0
2024-11-27,서초구,426,165305,-0.1,-1.2,2.9,22.0,0.0136,0.0222,0.24,0.002,12.0,6.0
2024-11-27,성동구,912,142384,0.0,-1.0,2.3,15.0,0.0157,0.023,0.29,0.0015,8.0,5.0
2024-11-27,성북구,480,56393,-0.8,-1.8,1.0,19.5,0.014,0.0226,0.42,0.0029,9.0,5.0
2024-11-27,송파구,1484,224585,0.4,-0.4,3.0,16.0,0.0184,0.0201,0.3,0.0018,10.0,6.0
2024-11-27,양천구,1497,39258,0.1,-0.9,2.9,17.5,0.0178,0.0239,0.31,0.0022,9.0,7.0
2024-11-27,영등포구,2060,364264,0.1,-1.0,2.9,16.0,0.0163,0.0245,0.28,0.0024,10.0,6.0
2024-11-27,용산구,300,0,0.0,-0.8,2.6,3.5,0.0181,0.02,0.32,0.0014,10.0,6.0
2024-11-27,은평구,401,132228,-1.0,-3.4,0.9,15.5,0.0125,0.0226,0.48,0.0028,10.0,5.0
2024-11-27,종로구,645,262253,-2.1,-2.9,1.1,0.5,0.0142,0.0254,0.32,0.0018,9.0,6.0
2024-11-27,중구,465,301866,-1.9,-3.5,-0.1,19.0,0.0115,0.0273,0.29,0.0026,8.0,6.0
2024-11-27,중랑구,723,96827,0.0,-1.1,2.1,2.0,0.0182,0.0248,0.33,0.0018,10.0,7.0
2024-11-28,강남구,949,401125,1.5,-0.2,5.0,10.5,0.0157,0.0217,0.37,0.0018,15.0,11.0
2024-11-28,강동구,1846,101598,1.3,-0.9,4.4,4.5,0.0181,0.0221,0.55,0.0027,18.0,14.0
2024-11-28,강북구,672,50465,0.4,-2.7,3.5,1.0,0.0115,0.0249,0.34,0.0016,18.0,12.0
2024-11-28,강서구,5372,200818,1.6,-0.9,5.1,2.0,0.0173,0.0235,0.36,0.0025,19.0,11.0
2024-11-28,관악구,557,157481,0.4,-2.8,3.8,11.0,0.0201,0.0203,0.38,0.002,18.0,11.0
2024-11-28,광진구,2321,66351,1.5,-0.2,3.9,3.0,0.016,0.0266,0.59,0.0021,15.0,11.0
2024-11-28,구로구,1448,134606,1.2,-1.0,4.5,6.0,0.0131,0.0214,0.31,0.0021,22.0,13.0
2024-11-28,금천구,547,105844,1.3,-0.1,4.3,11.0,0.0194,0.0217,0.36,0.0022,15.0,13.0
2024-11-28,노원구,3575,161302,0.7,-4.3,4.1,0.5,0.0168,0.022,0.35,0.002,19.0,13.0
2024-11-28,도봉구,1338,96797,0.8,-2.0,5.2,,0.0133,0.0307,0.6,0.0028,18.0,13.0
2024-11-28,동대문구,1649,110886,1.6,-0.3,5.1,2.0,0.0149,0.023,0.4,0.0014,19.0,11.0
2024-11-28,동작구,462,99066,1.2,-3.1,4.6,3.0,0.0178,0.0217,0.35,0.0018,16.0,11.0
2024-11-28,마포구,1807,276913,0.6,-1.5,2.9,4.0,0.0179,0.0233,0.35,0.0021,17.0,12.0
2024-11-28,서대문구,719,102991,0.0,-2.8,2.8,8.0,0.016,0.0263,0.61,0.0027,18.0,13.0
2024-11-28,서초구,749,160229,,,,6.5,0.0129,0.0222,0.29,0.002,19.0,12.0
2024-11-28,성동구,1776,139051,1.5,-0.2,4.3,5.0,0.0163,0.0222,0.35,0.0016,15.0,11.0
2024-11-28,성북구,1021,53707,0.5,-2.5,3.3,3.0,0.0156,0.0207,0.44,0.0032,16.0,12.0
2024-11-28,송파구,2906,222166,1.8,-0.1,4.1,5.0,0.0198,0.0181,0.36,0.0019,17.0,11.0
2024-11-28,양천구,2792,39079,1.7,-0.1,5.0,7.5,0.0198,0.0219,0.38,0.0024,16.0,14.0
2024-11-28,영등포구,3720,350467,1.7,0.0,4.6,6.0,0.0177,0.0227,0.35,0.0026,18.0,12.0
2024-11-28,용산구,671,0,,,,,,,,,,
2024-11-28,은평구,1130,129620,-0.1,-3.7,3.6,1.5,0.015,0.0195,0.51,0.0029,19.0,11.0
2024-11-28,종로구,1553,247321,-0.6,-2.6,2.4,,0.0153,0.0233,0.38,0.0022,17.0,13.0
2024-11-28,중구,1149,290743,-0.8,-2.8,1.2,6.5,0.0115,0.027,0.35,0.0027,15.0,12.0
2024-11-28,중랑구,1497,94606,1.6,-0.3,4.7,,0.0174,0.0231,0.37,0.0018,17.0,13.0
2024-11-29,강남구,1975,426504,1.3,-3.0,4.9,0.0,0.0265,0.0129,0.45,0.0023,29.0,18.0
2024-11-29,강동구,3138,100991,0.8,-2.8,4.1,0.0,0.0297,0.0116,0.69,0.0032,36.0,22.0
2024-11-29,강북구,947,50197,-0.1,-5.1,3.8,0.0,0.0204,0.0153,0.44,0.0018,28.0,16.0
2024-11-29,강서구,10112,202609,1.2,-3.0,4.3,0.0,0.0293,0.0133,0.43,0.0035,34.0,17.0
2024-11-29,관악구,1175,173169,-0.6,-5.6,3.4,0.0,0.0297,0.0128,0.47,0.0024,36.0,19.0
2024-11-29,광진구,3609,70773,1.5,-2.0,4.5,0.0,0.0271,0.015,0.7,0.0024,29.0,16.0
2024-11-29,구로구,2951,137125,1.0,-3.5,5.0,0.0,0.0198,0.0134,0.38,0.0026,38.0,20.0
2024-11-29,금천구,1184,103630,1.1,-2.1,4.2,0.0,0.0298,0.013,0.46,0.0026,30.0,21.0
2024-11-29,노원구,5076,163205,-1.6,-6.8,4.6,0.0,0.0283,0.0111,0.52,0.0023,33.0,19.0
2024-11-29,도봉구,1711,99155,-0.3,-4.9,4.9,0.0,0.0245,0.0175,0.71,0.0029,29.0,17.0
2024-11-29,동대문구,2425,113919,1.4,-2.6,4.5,0.0,0.0254,0.0139,0.47,0.002,33.0,17.0
2024-11-29,동작구,1019,105179,-0.1,-6.2,5.0,0.0,0.0287,0.0125,0.44,0.0022,30.0,18.0
2024-11-29,마포구,3098,296240,0.4,-3.2,2.9,0.0,0.029,0.0127,0.42,0.0026,29.0,18.0
2024-11-29,서대문구,1299,106145,-0.7,-4.6,3.6,0.0,0.0284,0.013,0.91,0.0046,32.0,19.0
2024-11-29,서초구,1504,175833,,,,0.0,0.0239,0.0109,0.37,0.0024,38.0,20.0
2024-11-29,성동구,2791,146785,1.5,-1.6,4.3,0.0,0.0287,0.0117,0.45,0.0018,30.0,16.0
2024-11-29,성북구,1545,53525,0.1,-4.3,3.3,0.0,0.0245,0.012,0.53,0.0037,29.0,16.0
2024-11-29,송파구,5467,221560,1.7,-1.6,4.3,0.0,0.0289,0.0115,0.44,0.0024,31.0,18.0
2024-11-29,양천구,4933,38637,1.7,-1.6,5.2,0.0,0.0315,0.0119,0.46,0.0028,31.0,20.0
2024-11-29,영등포구,7001,362789,1.7,-1.3,4.7,0.0,0.0274,0.0133,0.42,0.0028,30.0,17.0
2024-11-29,용산구,1246,0,,-0.4,4.0,0.0,0.0302,0.011,0.5,0.0021,33.0,18.0
2024-11-29,은평구,1684,132055,-1.7,-6.6,4.1,0.0,0.0231,0.0121,0.46,0.0032,30.0,15.0
2024-11-29,종로구,2666,259502,-0.5,-4.4,3.6,0.0,0.0254,0.0135,0.48,0.0028,31.0,18.0
2024-11-29,중구,1882,300626,-0.9,-4.1,2.8,0.0,0.0195,0.0139,0.46,0.003,27.0,18.0
2024-11-29,중랑구,2193,97147,1.2,-2.1,4.6,0.0,0.0259,0.0133,0.45,0.0022,30.0,17.0
2024-11-30,강남구,1634,257867,3.2,-1.1,6.1,0.0,0.0303,0.0087,0.47,0.0023,22.0,14.0
2024-11-30,강동구,2618,68449,2.8,-1.0,6.3,0.5,0.0303,0.0096,0.72,0.003,29.0,21.0
2024-11-30,강북구,806,39299,2.1,-1.6,6.0,1.5,0.0272,0.0128,0.53,0.0022,23.0,15.0
2024-11-30,강서구,7070,141411,3.6,-1.2,6.7,0.0,0.0368,0.0085,0.67,0.0034,28.0,15.0
2024-11-30,관악구,1290,140273,2.0,-1.9,5.1,0.0,0.0386,0.0075,0.62,0.0025,26.0,15.0
2024-11-30,광진구,2664,61453,3.6,0.6,6.1,0.0,0.0297,0.0106,0.74,0.0022,22.0,14.0
2024-11-30,구로구,2295,95035,3.4,-1.3,6.0,0.0,0.0236,0.0095,0.49,0.0026,30.0,16.0
2024-11-30,금천구,851,43371,3.8,0.1,6.1,0.0,0.0375,0.0077,0.6,0.0028,21.0,15.0
2024-11-30,노원구,3823,120002,1.1,-4.2,5.6,0.5,0.0296,0.0107,0.51,0.0024,26.0,16.0
2024-11-30,도봉구,1388,76178,2.1,-1.8,6.0,1.5,0.0296,0.0153,0.8,0.0032,26.0,17.0
2024-11-30,동대문구,1804,86317,3.5,0.4,6.5,0.5,0.0311,0.0094,0.56,0.0021,28.0,16.0
2024-11-30,동작구,996,81673,1.8,-3.5,6.9,0.0,0.0356,0.008,0.55,0.0024,23.0,14.0
2024-11-30,마포구,2556,254011,3.5,0.2,5.7,0.0,0.0372,0.0071,0.61,0.0027,26.0,18.0
2024-11-30,서대문구,974,83476,2.2,-1.7,5.7,0.0,0.0338,0.0089,1.02,0.0047,29.0,18.0
2024-11-30,서초구,1509,149707,3.1,-1.2,6.2,0.0,0.0254,0.0083,0.43,0.0023,31.0,17.0
2024-11-30,성동구,2017,112352,3.7,1.2,6.2,0.0,0.0319,0.0086,0.48,0.0019,23.0,14.0
2024-11-30,성북구,1221,37175,2.6,-0.9,6.1,0.5,0.032,0.0066,0.66,0.0036,26.0,16.0
2024-11-30,송파구,4880,141949,4.2,1.0,6.2,0.0,0.0336,0.0078,0.48,0.0027,23.0,14.0
2024-11-30,양천구,4206,25888,4.4,0.8,6.7,0.0,0.0401,0.0068,0.62,0.0029,26.0,17.0
2024-11-30,영등포구,4885,247188,4.7,1.7,7.0,0.0,0.0331,0.0086,0.55,0.0028,25.0,16.0
2024-11-30,용산구,1101,0,3.3,-1.1,6.8,0.0,0.0369,0.0065,0.58,0.0024,26.0,15.0
2024-11-30,은평구,1398,98714,0.4,-4.0,6.1,0.5,0.0284,0.0083,0.56,0.0032,25.0,13.0
2024-11-30,종로구,1680,206181,2.3,-2.1,5.7,0.0,0.0339,0.0075,0.58,0.0034,25.0,16.0
2024-11-30,중구,1093,201982,2.3,-0.7,5.5,0.0,0.0214,0.0063,0.58,0.0032,24.0,16.0
2024-11-30,중랑구,1736,71897,3.5,0.1,6.1,1.0,0.03,0.01,0.49,0.0021,24.0,15.0
2024-12-01,강남구,1659,154423,5.5,0.8,9.8,0.5,0.0248,0.007,0.45,0.0021,30.0,22.0
2024-12-01,강동구,2700,49686,5.2,1.0,8.4,0.5,0.0255,0.0087,0.76,0.0027,37.0,29.0
2024-12-01,강북구,878,31456,4.5,0.1,8.6,0.0,0.0225,0.01,0.55,0.0021,24.0,17.0
2024-12-01,강서구,6660,108782,5.8,0.6,9.7,0.0,0.0338,0.0059,0.7,0.003,36.0,22.0
2024-12-01,관악구,1325,100646,4.8,0.0,8.8,0.5,0.0351,0.0051,0.67,0.0024,39.0,26.0
2024-12-01,광진구,2746,45856,5.7,2.3,8.9,0.0,0.0206,0.0141,0.68,0.0021,26.0,18.0
2024-12-01,구로구,2374,69613,6.2,1.2,10.3,0.0,0.0221,0.0057,0.52,0.0022,41.0,29.0
2024-12-01,금천구,767,31413,6.2,2.3,9.8,0.5,0.0343,0.0063,0.76,0.003,34.0,28.0
2024-12-01,노원구,4078,90391,3.7,-2.0,8.4,0.0,0.0287,0.0088,0.68,0.0025,33.0,20.0
2024-12-01,도봉구,1399,60743,4.9,0.3,9.9,0.5,0.0266,0.0127,0.86,0.003,30.0,25.0
2024-12-01,동대문구,1854,66321,5.7,1.8,8.7,0.0,0.0261,0.0086,0.59,0.0019,33.0,21.0
2024-12-01,동작구,1025,56497,4.4,-1.0,10.2,0.5,0.0334,0.0059,0.63,0.0025,37.0,24.0
2024-12-01,마포구,2589,188599,5.9,2.8,8.6,0.0,0.0307,0.008,0.6,0.0026,29.0,25.0
2024-12-01,서대문구,1085,63357,5.5,1.6,8.6,0.0,0.0247,0.0147,0.91,0.0032,34.0,24.0
2024-12-01,서초구,1532,123390,5.1,0.3,9.3,0.5,0.0223,0.0059,0.47,0.0021,40.0,27.0
2024-12-01,성동구,2021,83997,6.0,1.9,8.9,0.5,0.0263,0.008,0.53,0.002,33.0,22.0
2024-12-01,성북구,1316,27708,4.8,1.3,8.2,0.5,0.0246,0.009,0.71,0.0034,30.0,22.0
2024-12-01,송파구,5230,101176,6.1,2.6,9.3,0.5,0.0279,0.0073,0.53,0.0029,30.0,19.0
2024-12-01,양천구,4427,19112,6.5,2.8,9.7,0.0,0.0351,0.005,0.65,0.0025,35.0,27.0
2024-12-01,영등포구,4923,185281,6.7,3.3,9.7,0.5,0.0296,0.0064,0.59,0.0025,33.0,24.0
2024-12-01,용산구,1166,0,5.9,1.9,9.6,0.5,0.0317,0.0061,0.62,0.0023,29.0,21.0
2024-12-01,은평구,1458,73026,5.1,-1.5,10.4,0.0,0.0191,0.0136,0.63,0.003,31.0,19.0
2024-12-01,종로구,1664,136216,4.6,0.9,8.1,0.0,0.027,0.0097,0.59,0.0032,30.0,20.0
2024-12-01,중구,1091,144695,4.2,1.5,6.6,0.5,0.0188,0.0086,0.56,0.0031,29.0,23.0
2024-12-01,중랑구,1807,52894,5.6,2.0,8.1,0.5,0.0213,0.0119,0.48,0.0021,28.0,20.0
2024-12-02,강남구,3131,402367,7.5,2.1,14.1,0.0,0.0276,0.0157,0.52,0.0026,42.0,27.0
2024-12-02,강동구,4101,97531,7.0,1.9,13.3,0.0,0.0268,0.017,0.79,0.003,50.0,36.0
2024-12-02,강북구,1180,49058,6.5,1.0,13.3,0.0,0.0195,0.0209,0.53,0.0025,41.0,25.0
2024-12-02,강서구,13746,192321,7.9,1.4,14.5,0.0,0.0301,0.0164,0.6,0.0032,42.0,22.0
2024-12-02,관악구,1830,157182,7.2,0.7,12.0,0.0,0.0336,0.0165,0.63,0.0029,46.0,27.0
2024-12-02,광진구,4327,63447,7.6,2.5,13.8,0.0,0.0276,0.0193,0.76,0.0026,38.0,24.0
2024-12-02,구로구,4354,131482,7.0,1.1,14.2,0.0,0.0206,0.0167,0.48,0.0027,49.0,31.0
2024-12-02,금천구,2063,104254,7.8,1.8,13.2,0.0,0.0227,0.0268,0.44,0.0031,40.0,27.0
2024-12-02,노원구,6074,158297,6.2,-1.4,14.2,0.0,0.0289,0.0171,0.66,0.003,44.0,26.0
2024-12-02,도봉구,2117,96027,6.6,1.2,13.7,0.0,0.0258,0.0238,0.81,0.0035,46.0,33.0
2024-12-02,동대문구,2955,110250,7.4,2.3,13.6,0.0,0.027,0.0172,0.64,0.0023,49.0,29.0
2024-12-02,동작구,1542,96209,6.7,1.9,14.0,0.0,0.0331,0.0138,0.63,0.0027,41.0,25.0
2024-12-02,마포구,4170,264474,7.2,0.5,13.0,0.0,0.031,0.0169,0.54,0.0029,39.0,28.0
2024-12-02,서대문구,1733,100004,7.1,0.2,13.6,0.0,0.0302,0.0193,0.89,0.0031,48.0,31.0
2024-12-02,서초구,2722,154237,6.8,2.0,14.0,0.0,0.0247,0.014,0.49,0.0024,54.0,35.0
2024-12-02,성동구,3760,133400,7.4,1.9,13.7,0.0,0.0308,0.014,0.58,0.0024,45.0,27.0
2024-12-02,성북구,2104,51883,6.5,0.3,12.6,0.0,0.0266,0.0152,0.75,0.0038,47.0,28.0
2024-12-02,송파구,8473,206904,8.0,2.4,13.9,0.0,0.032,0.0129,0.53,0.0035,40.0,22.0
2024-12-02,양천구,6365,37192,7.5,1.7,13.9,0.0,0.0323,0.0162,0.59,0.0027,41.0,27.0
2024-12-02,영등포구,9199,333733,7.9,2.0,13.9,0.0,0.0292,0.0169,0.58,0.003,40.0,26.0
2024-12-02,용산구,1579,0,7.5,2.0,13.9,0.0,0.0335,0.0129,0.66,0.0029,41.0,26.0
2024-12-02,은평구,2287,128114,7.9,-2.4,13.6,0.0,0.0197,0.0231,0.6,0.0033,49.0,28.0
2024-12-02,종로구,3634,239766,6.1,-0.2,12.8,0.0,0.0284,0.0176,0.7,0.0038,46.0,27.0
2024-12-02,중구,2716,281233,6.2,-1.0,11.6,0.0,0.0182,0.0168,0.62,0.0036,41.0,30.0
2024-12-02,중랑구,2655,93441,7.3,2.5,13.2,0.0,0.0279,0.0167,0.57,0.0025,42.0,27.0
2024-12-03,강남구,2845,416287,2.4,-0.6,5.8,0.0,0.0156,0.0252,0.31,0.0023,15.0,7.0
2024-12-03,강동구,3912,98701,2.0,-1.5,5.7,0.0,0.0145,0.0284,0.57,0.0031,21.0,8.0
2024-12-03,강북구,1139,49730,0.6,-2.9,4.1,0.0,0.0107,0.0282,0.28,0.0021,15.0,7.0
2024-12-03,강서구,13217,193918,1.8,-1.4,5.4,0.0,0.0165,0.0256,0.28,0.003,18.0,5.0
2024-12-03,관악구,1732,162100,0.3,-2.9,4.3,0.0,0.0175,0.0236,0.3,0.0024,18.0,6.0
2024-12-03,광진구,4345,64417,2.3,-0.7,4.9,0.0,0.014,0.031,0.55,0.0021,15.0,7.0
2024-12-03,구로구,4089,132239,1.4,-2.3,5.4,0.0,0.0113,0.0244,0.26,0.0027,20.0,7.0
2024-12-03,금천구,2040,105379,1.8,-1.1,4.5,0.0,0.0199,0.0223,0.27,0.0027,16.0,9.0
2024-12-03,노원구,5955,159883,1.2,-3.9,5.5,0.0,0.0115,0.0291,0.28,0.0024,17.0,6.0
2024-12-03,도봉구,1939,97032,0.8,-2.9,6.5,0.0,0.013,0.0324,0.44,0.0031,16.0,7.0
2024-12-03,동대문구,2998,110345,2.0,-1.3,5.2,0.0,0.0148,0.0249,0.33,0.002,18.0,7.0
2024-12-03,동작구,1475,99013,2.0,-1.3,5.8,0.0,0.0171,0.0252,0.3,0.0023,17.0,9.0
2024-12-03,마포구,3861,269226,0.7,-2.5,3.5,0.0,0.0168,0.0253,0.29,0.0025,16.0,6.0
2024-12-03,서대문구,1642,101480,0.5,-3.6,4.6,0.0,0.0168,0.0253,0.51,0.0033,19.0,8.0
2024-12-03,서초구,2489,158109,2.2,-0.7,4.9,0.0,0.0126,0.0242,0.24,0.0024,21.0,7.0
2024-12-03,성동구,3479,134893,2.1,-0.7,5.3,0.0,0.0174,0.0218,0.31,0.0019,16.0,6.0
2024-12-03,성북구,1969,52677,1.1,-2.3,4.8,0.0,0.0139,0.0236,0.4,0.0036,16.0,6.0
2024-12-03,송파구,7847,211171,,,,0.0,0.0184,0.022,0.31,0.0026,18.0,9.0
2024-12-03,양천구,5837,37896,1.9,-1.1,5.0,0.0,0.0176,0.0245,0.31,0.0027,17.0,7.0
2024-12-03,영등포구,8629,345018,2.0,-0.9,5.1,0.0,0.0165,0.0251,0.29,0.0027,16.0,7.0
2024-12-03,용산구,1519,0,2.2,-0.6,5.0,0.0,0.0155,0.0224,0.35,0.002,17.0,6.0
2024-12-03,은평구,2079,128887,-0.9,-5.1,4.8,0.0,0.0142,0.0209,0.37,0.0033,18.0,7.0
2024-12-03,종로구,3285,247032,0.1,-3.4,3.7,0.0,0.0144,0.0262,0.32,0.0029,16.0,7.0
2024-12-03,중구,2339,287083,-0.6,-3.8,2.9,0.0,0.0109,0.0257,0.29,0.0032,12.0,7.0
2024-12-03,중랑구,2598,94637,2.0,-1.2,5.2,0.0,0.0155,0.0261,0.32,0.0023,17.0,7.0
2024-12-04,강남구,2890,406003,3.6,-0.3,6.9,0.0,0.0215,0.0215,0.36,0.0025,22.0,12.0
2024-12-04,강동구,4061,98110,2.8,-1.1,7.3,0.0,0.0252,0.0187,0.7,0.0035,29.0,14.0
2024-12-04,강북구,1219,49634,1.4,-3.0,5.4,0.0,0.0147,0.0257,0.35,0.0023,19.0,10.0
2024-12-04,강서구,13669,191711,2.4,-1.8,7.1,0.0,0.0285,0.017,0.38,0.0039,26.0,10.0
2024-12-04,관악구,1895,161179,1.0,-3.1,6.1,0.0,0.0265,0.0178,0.38,0.0026,23.0,10.0
2024-12-04,광진구,4445,64639,3.4,0.3,6.2,0.0,0.0207,0.0251,0.63,0.0023,21.0,10.0
2024-12-04,구로구,4189,133584,3.1,-1.4,7.7,0.0,0.0159,0.0207,0.31,0.003,26.0,11.0
2024-12-04,금천구,1988,103499,3.4,0.3,6.7,0.0,0.0292,0.0157,0.4,0.0028,20.0,13.0
2024-12-04,노원구,5952,159034,0.4,-5.2,7.0,0.0,0.0206,0.0227,0.4,0.0029,23.0,11.0
2024-12-04,도봉구,2015,96180,1.7,-3.5,7.9,0.0,0.0204,0.0269,0.42,0.0032,20.0,11.0
2024-12-04,동대문구,2992,109689,3.2,-0.2,6.4,0.0,0.0199,0.0225,0.4,0.0024,23.0,10.0
2024-12-04,동작구,1528,98318,1.9,-3.1,7.5,0.0,0.0243,0.021,0.36,0.0026,21.0,12.0
2024-12-04,마포구,3949,263914,2.2,-0.5,5.1,0.0,0.0228,0.022,0.34,0.0027,20.0,10.0
2024-12-04,서대문구,1704,100579,1.3,-2.3,5.8,0.0,0.0204,0.0241,0.5,0.004,23.0,12.0
2024-12-04,서초구,2444,153541,3.3,-0.9,6.3,0.0,0.018,0.0202,0.29,0.0026,28.0,10.0
2024-12-04,성동구,3529,132985,3.5,0.6,6.6,0.0,0.0204,0.021,0.34,0.0021,22.0,10.0
2024-12-04,성북구,2046,52446,2.4,-1.6,5.6,0.0,0.0195,0.0199,0.47,0.004,22.0,10.0
2024-12-04,송파구,8096,209667,,,,0.0,0.0236,0.0185,0.35,0.0031,24.0,11.0
2024-12-04,양천구,6251,36943,3.4,0.9,6.7,0.0,0.0275,0.0179,0.39,0.003,22.0,12.0
2024-12-04,영등포구,9035,350531,3.5,1.1,6.8,0.0,0.0241,0.0202,0.34,0.003,20.0,10.0
2024-12-04,용산구,1520,0,3.4,-0.6,6.4,0.0,0.0246,0.0182,0.4,0.0025,21.0,10.0
2024-12-04,은평구,2087,128529,-0.6,-5.3,5.9,0.0,0.0185,0.0189,0.46,0.0034,25.0,9.0
2024-12-04,종로구,3363,244793,1.8,-2.0,5.6,0.0,0.0203,0.0227,0.4,0.0032,21.0,11.0
2024-12-04,중구,2479,288985,1.3,-0.9,4.7,0.0,0.0142,0.0237,0.34,0.0033,16.0,9.0
2024-12-04,중랑구,2555,94004,3.1,-0.1,6.3,0.0,0.0218,0.0214,0.37,0.0024,23.0,11.0
