일자,자치구,총사용수(B),총사용수(S),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-03-15,서초구,3901,175300,9.1,2.9,15.0,0.0,0.0214,0.0372,0.35,0.0024,61.0,35.0
2024-03-15,성동구,5244,141286,9.4,5.2,14.5,0.0,0.0282,0.0385,0.41,0.0029,47.0,28.0
2024-03-15,성북구,2829,54352,8.3,4.0,13.0,0.0,0.0237,0.0343,0.47,0.0032,53.0,33.0
2024-03-15,송파구,12219,216374,10.1,5.5,15.5,0.0,0.0265,0.0409,0.37,0.0027,45.0,25.0
2024-03-15,양천구,7424,39446,9.2,5.3,14.4,0.0,0.0242,0.0417,0.43,0.0028,46.0,29.0
2024-03-15,영등포구,11246,351997,9.4,6.1,14.7,0.0,0.0216,0.0411,0.36,0.0028,41.0,29.0
2024-03-15,용산구,2624,0,9.1,3.2,15.0,0.0,0.0293,0.035,0.42,0.0029,42.0,25.0
2024-03-15,은평구,3232,137832,6.5,-0.7,14.1,0.0,0.0231,0.0367,0.45,0.0031,54.0,35.0
2024-03-15,종로구,4988,267189,7.9,3.3,14.0,0.0,0.027,0.0398,0.46,0.0032,50.0,34.0
2024-03-15,중구,3635,297301,7.8,3.7,14.1,0.0,0.0253,0.0435,0.38,0.0031,42.0,35.0
2024-03-15,중랑구,3640,100040,9.8,5.7,15.1,0.0,0.0281,0.0359,0.44,0.0026,42.0,30.0
2024-03-16,강남구,3888,263768,11.3,3.9,19.1,0.0,0.0308,0.0386,0.44,0.0033,51.0,31.0
2024-03-16,강동구,5256,71473,10.9,3.9,18.0,0.0,0.0343,0.0413,0.71,0.0025,63.0,42.0
2024-03-16,강북구,1624,42755,10.5,2.9,18.3,0.0,0.0177,0.0439,0.43,0.0026,53.0,32.0
2024-03-16,강서구,11909,143918,10.4,3.2,19.6,0.0,0.0316,0.0346,0.5,0.0038,49.0,27.0
2024-03-16,관악구,2828,143065,9.7,2.4,17.3,0.0,0.0322,0.034,0.47,0.0031,51.0,29.0
2024-03-16,광진구,6345,64503,11.7,5.3,19.0,0.0,0.0329,0.0357,0.71,0.0031,54.0,37.0
2024-03-16,구로구,4084,94474,10.7,3.4,18.9,0.0,0.019,0.0296,0.42,0.0028,53.0,28.0
2024-03-16,금천구,1513,44282,11.2,5.4,18.9,0.0,0.0303,0.0365,0.47,0.0033,41.0,23.0
2024-03-16,노원구,7585,138384,10.4,-0.3,18.9,0.0,0.0286,0.035,0.48,0.003,58.0,38.0
2024-03-16,도봉구,2725,82071,10.6,2.4,19.0,0.0,0.0204,0.0462,0.59,0.0035,58.0,40.0
2024-03-16,동대문구,3749,90106,11.3,5.2,18.6,0.0,0.0273,0.0394,0.51,0.0031,55.0,33.0
2024-03-16,동작구,2666,79181,10.7,1.7,19.8,0.0,0.0296,0.0395,0.42,0.0027,45.0,29.0
2024-03-16,마포구,7255,259457,11.5,5.9,19.7,0.0,0.0326,0.0396,0.46,0.0032,44.0,29.0
2024-03-16,서대문구,2606,86659,10.7,4.9,18.9,0.0,0.0241,0.0375,0.47,0.0032,53.0,36.0
2024-03-16,서초구,3813,147355,11.3,3.3,19.1,0.0,0.0247,0.0331,0.4,0.0024,63.0,37.0
2024-03-16,성동구,5062,105896,11.7,5.5,18.6,0.0,0.0297,0.0377,0.46,0.0032,54.0,33.0
2024-03-16,성북구,2598,38148,10.4,4.1,17.4,0.0,0.021,0.0354,0.49,0.0031,55.0,39.0
2024-03-16,송파구,11852,149814,12.1,5.9,19.1,0.0,0.0296,0.0376,0.42,0.0028,48.0,25.0
2024-03-16,양천구,7138,27249,11.4,6.2,18.6,0.0,0.0307,0.0375,0.5,0.0031,47.0,27.0
2024-03-16,영등포구,10016,243572,11.7,6.7,19.1,0.0,0.0279,0.0366,0.42,0.0031,44.0,31.0
2024-03-16,용산구,3423,0,11.1,4.4,18.9,0.0,0.0311,0.0332,0.5,0.0031,46.0,27.0
2024-03-16,은평구,3171,103594,8.8,-0.1,18.2,0.0,0.0199,0.0395,0.44,0.003,49.0,30.0
2024-03-16,종로구,3725,219294,10.3,3.7,18.1,0.0,0.0248,0.0406,0.46,0.0033,51.0,33.0
2024-03-16,중구,2281,193337,9.9,4.3,18.1,0.0,0.027,0.0402,0.43,0.0032,43.0,35.0
2024-03-16,중랑구,3414,76355,11.6,5.4,18.5,0.0,0.0266,0.0362,0.46,0.0026,48.0,36.0
2024-03-17,강남구,2730,161306,9.8,6.6,13.2,0.0,0.0124,0.0461,0.31,0.0025,89.0,20.0
2024-03-17,강동구,4210,50186,9.9,5.9,14.3,0.0,0.0122,0.053,0.52,0.0022,108.0,18.0
2024-03-17,강북구,1354,31604,8.9,4.9,12.6,0.0,0.0076,0.0492,0.28,0.0022,91.0,17.0
2024-03-17,강서구,8466,105520,9.1,4.0,12.9,0.0,0.0113,0.0421,0.31,0.0025,96.0,17.0
2024-03-17,관악구,2294,101400,7.8,4.2,11.2,0.5,0.0134,0.043,0.32,0.0027,101.0,20.0
2024-03-17,광진구,4924,48190,9.8,6.7,13.1,0.0,0.013,0.0433,0.54,0.0026,91.0,20.0
2024-03-17,구로구,3268,68981,8.6,4.8,11.8,0.0,0.0064,0.0361,0.33,0.0024,130.0,19.0
2024-03-17,금천구,1079,31562,8.8,5.7,11.7,0.0,0.0127,0.0456,0.34,0.0027,91.0,20.0
2024-03-17,노원구,5924,100268,10.1,5.8,14.6,0.0,0.0117,0.042,0.3,0.0025,93.0,20.0
2024-03-17,도봉구,2029,61737,9.6,5.2,14.0,0.0,0.0087,0.0505,0.44,0.0031,112.0,20.0
2024-03-17,동대문구,3097,70021,9.5,6.2,13.2,0.0,0.0108,0.0447,0.36,0.0026,94.0,19.0
2024-03-17,동작구,1770,54174,9.1,4.2,12.9,0.0,0.0114,0.0474,0.3,0.0023,89.0,21.0
2024-03-17,마포구,4714,189509,,,,0.0,0.0148,0.0469,0.32,0.0024,97.0,19.0
2024-03-17,서대문구,2020,61541,8.4,3.2,12.7,0.0,0.0113,0.042,0.23,0.0022,119.0,24.0
2024-03-17,서초구,2419,118091,9.0,5.7,12.0,0.0,0.0073,0.0434,0.27,0.0021,144.0,23.0
2024-03-17,성동구,3583,76450,9.3,6.4,12.8,0.0,0.0112,0.0456,0.32,0.0024,89.0,20.0
2024-03-17,성북구,2203,28022,8.4,5.3,11.6,0.0,0.0067,0.0406,0.32,0.0029,108.0,
2024-03-17,송파구,9592,135054,9.6,6.7,12.5,0.0,0.0128,0.0453,0.31,0.0024,101.0,20.0
2024-03-17,양천구,5236,19150,9.0,5.9,12.0,0.0,0.013,0.0443,0.37,0.0024,97.0,18.0
2024-03-17,영등포구,6842,175822,9.1,6.0,12.5,0.0,0.01,0.0438,0.29,0.0023,83.0,19.0
2024-03-17,용산구,2058,0,9.3,6.1,12.3,0.0,0.0114,0.043,0.34,0.0024,109.0,21.0
2024-03-17,은평구,2389,75375,7.7,-0.3,12.5,0.0,0.0109,0.0421,0.36,0.0028,123.0,23.0
2024-03-17,종로구,2690,150757,7.6,3.9,10.6,0.0,0.0098,0.046,0.32,0.0025,96.0,21.0
2024-03-17,중구,1788,146390,6.9,3.8,11.0,0.0,0.01,0.0473,0.29,0.0027,80.0,21.0
2024-03-17,중랑구,2791,54228,9.7,6.5,12.9,0.0,0.0129,0.0404,0.33,0.0022,69.0,20.0
2024-03-18,강남구,4060,403998,8.3,2.0,14.9,0.0,0.0235,0.0311,0.33,0.0027,21.0,9.0
2024-03-18,강동구,5339,99081,8.0,2.3,14.4,0.0,0.0212,0.0371,0.44,0.0026,19.0,3.0
2024-03-18,강북구,1538,48959,7.0,-0.3,12.8,0.0,0.0118,0.0397,0.28,0.0023,17.0,6.0
2024-03-18,강서구,15155,190347,7.3,1.1,14.5,0.0,0.0219,0.0284,0.33,0.003,22.0,6.0
2024-03-18,관악구,2546,154557,5.4,-1.5,12.4,0.0,0.025,0.0286,0.35,0.0026,24.0,9.0
2024-03-18,광진구,6080,65648,8.4,3.3,13.9,0.0,0.026,0.0307,0.5,0.0025,22.0,7.0
2024-03-18,구로구,5009,133894,7.1,0.7,13.4,0.0,0.0153,0.0241,0.32,0.0026,27.0,4.0
2024-03-18,금천구,2434,105438,7.6,3.2,12.9,0.0,0.0236,0.0318,0.35,0.0029,19.0,7.0
2024-03-18,노원구,7608,174310,6.5,-3.1,14.2,0.0,0.0146,0.0348,0.29,0.0025,21.0,8.0
2024-03-18,도봉구,2891,100278,7.0,-1.1,14.2,0.0,0.0139,0.0401,0.41,0.0028,21.0,7.0
2024-03-18,동대문구,4151,111287,7.9,2.4,13.7,0.0,0.019,0.0351,0.35,0.0025,19.0,7.0
2024-03-18,동작구,2341,95285,6.8,-1.1,14.4,0.0,0.0226,0.0318,0.32,0.0023,19.0,8.0
2024-03-18,마포구,5710,265505,,,,0.0,0.0225,0.0308,0.31,0.0025,22.0,8.0
2024-03-18,서대문구,2533,103949,,,,0.0,0.0182,0.0277,0.36,0.0041,24.0,12.0
2024-03-18,서초구,3596,148520,8.2,1.7,14.3,0.0,0.0212,0.0261,0.27,0.0023,37.0,8.0
2024-03-18,성동구,4821,133583,8.2,3.6,13.7,0.0,0.0228,0.0325,0.32,0.0028,21.0,7.0
2024-03-18,성북구,2983,55403,6.7,1.5,12.2,0.0,0.0111,0.033,0.3,0.0031,18.0,4.0
2024-03-18,송파구,10919,202570,8.4,4.1,13.9,0.0,0.0216,0.0322,0.31,0.0025,26.0,9.0
2024-03-18,양천구,7235,37709,7.9,3.2,13.3,0.0,0.025,0.0292,0.41,0.0029,23.0,8.0
2024-03-18,영등포구,11070,325051,8.0,3.7,14.0,0.0,0.0233,0.0307,0.31,0.0026,20.0,10.0
2024-03-18,용산구,2320,0,7.8,1.9,13.6,0.0,0.023,0.0295,0.35,0.0027,24.0,8.0
2024-03-18,은평구,2888,128226,4.5,-3.3,13.2,0.0,0.0158,0.0326,0.27,0.0028,22.0,7.0
2024-03-18,종로구,4911,245333,6.6,0.7,13.0,0.0,0.0175,0.0361,0.33,0.0027,18.0,7.0
2024-03-18,중구,3331,285371,6.1,1.7,13.1,0.0,0.0197,0.0335,0.29,0.0028,15.0,8.0
2024-03-18,중랑구,3434,95029,8.0,3.2,13.4,0.0,0.018,0.0333,0.31,0.0022,17.0,7.0
2024-03-19,강남구,3163,415132,7.4,5.0,11.9,0.0,0.0211,0.0377,0.39,0.0025,48.0,25.0
2024-03-19,강동구,4505,99896,7.1,4.1,11.4,0.0,0.0232,0.0419,0.44,0.0026,50.0,23.0
2024-03-19,강북구,1219,49753,6.5,3.6,10.1,0.0,0.0151,0.0425,0.35,0.0022,43.0,23.0
2024-03-19,강서구,13414,191139,7.4,4.8,11.7,0.0,0.0177,0.0376,0.37,0.0027,50.0,24.0
2024-03-19,관악구,2153,159558,5.3,3.1,8.9,0.0,0.0172,0.0402,0.37,0.0025,51.0,24.0
2024-03-19,광진구,5155,66911,7.3,4.8,11.2,0.0,0.0251,0.035,0.64,0.0025,47.0,24.0
2024-03-19,구로구,4159,133587,6.4,4.2,10.3,0.5,0.0122,0.0307,0.34,0.0023,57.0,25.0
2024-03-19,금천구,2098,105592,6.7,4.6,10.0,0.0,0.0199,0.0395,0.36,0.0029,47.0,25.0
2024-03-19,노원구,6454,172646,7.1,2.0,11.5,0.0,0.0198,0.0353,0.38,0.0026,52.0,27.0
2024-03-19,도봉구,2152,96999,7.0,3.3,10.9,0.0,0.0149,0.045,0.49,0.0028,55.0,27.0
2024-03-19,동대문구,3505,111174,6.9,4.1,10.4,0.0,0.0183,0.0364,0.42,0.0022,45.0,22.0
2024-03-19,동작구,1810,96597,7.6,4.4,11.6,0.0,0.0172,0.0439,0.36,0.0024,45.0,26.0
2024-03-19,마포구,4588,270195,6.3,,,0.0,0.0198,0.0373,0.37,0.0025,47.0,24.0
2024-03-19,서대문구,2170,106218,6.3,3.4,10.5,0.0,0.0096,0.0526,0.42,0.0022,103.0,43.0
2024-03-19,서초구,2757,156433,7.1,4.8,11.9,0.5,0.0158,0.034,0.31,0.0021,74.0,29.0
2024-03-19,성동구,4006,136490,7.0,4.5,10.3,0.0,0.0205,0.0384,0.39,0.0022,47.0,23.0
2024-03-19,성북구,2436,53528,6.1,3.1,9.4,0.0,0.013,0.0357,0.38,0.003,51.0,25.0
2024-03-19,송파구,9015,208725,7.4,4.8,11.6,0.0,0.021,0.037,0.37,0.0024,50.0,24.0
2024-03-19,양천구,6426,38481,7.0,4.9,10.6,0.0,0.0192,0.0396,0.44,0.0026,50.0,25.0
2024-03-19,영등포구,8957,333408,7.2,5.0,10.6,0.0,0.0185,0.0402,0.39,0.0026,44.0,26.0
2024-03-19,용산구,1712,0,7.3,4.8,11.2,0.0,0.0189,0.0377,0.39,0.0025,50.0,24.0
2024-03-19,은평구,2478,128184,6.2,1.5,10.0,0.0,0.0159,0.0392,0.41,0.0029,57.0,27.0
2024-03-19,종로구,4074,250639,5.6,3.0,10.0,0.5,0.0175,0.0406,0.39,0.0026,49.0,26.0
2024-03-19,중구,2708,290310,4.9,2.0,9.6,0.0,0.0198,0.0419,0.38,0.0027,41.0,27.0
2024-03-19,중랑구,2704,94676,7.1,4.5,10.5,0.0,0.0203,0.0333,0.38,0.0022,41.0,24.0
2024-03-20,강남구,3495,413597,5.5,2.6,9.8,0.0,0.0125,0.0404,0.34,0.0021,37.0,23.0
2024-03-20,강동구,4883,100680,5.3,2.1,9.8,0.0,0.012,0.0469,0.39,0.0024,34.0,18.0
2024-03-20,강북구,1423,51167,4.3,1.6,8.5,0.0,0.0062,0.0478,0.3,0.002,37.0,25.0
2024-03-20,강서구,14430,192530,5.3,2.3,9.9,0.0,0.0128,0.0377,0.33,0.0024,40.0,21.0
2024-03-20,관악구,2396,161095,3.3,-0.1,7.1,0.0,0.013,0.0395,0.33,0.002,41.0,23.0
2024-03-20,광진구,5639,67303,5.2,2.8,8.9,0.0,0.0144,0.0391,0.56,0.0024,37.0,23.0
2024-03-20,구로구,4580,135795,4.6,1.4,8.6,0.0,0.009,0.0316,0.31,0.0022,43.0,19.0
2024-03-20,금천구,2147,104589,4.9,2.6,8.2,0.0,0.0152,0.0406,0.33,0.0024,38.0,23.0
2024-03-20,노원구,7096,177049,4.9,-2.3,9.5,0.0,0.0111,0.0387,0.32,0.0023,40.0,26.0
2024-03-20,도봉구,2424,98767,4.8,1.5,9.4,0.0,0.0073,0.0469,0.39,0.0028,41.0,24.0
2024-03-20,동대문구,3870,114458,5.0,2.2,8.8,0.0,0.0108,0.036,0.37,0.0019,38.0,23.0
2024-03-20,동작구,2038,98121,5.5,2.5,9.6,0.0,0.0129,0.0437,0.32,0.0021,38.0,25.0
2024-03-20,마포구,5040,274495,4.5,1.0,10.3,0.0,0.014,0.0378,0.33,0.0021,38.0,23.0
2024-03-20,서대문구,2359,107406,4.0,0.6,9.6,0.0,0.0108,0.0408,0.33,0.0023,46.0,26.0
2024-03-20,서초구,3076,156382,5.3,2.7,9.2,0.0,0.01,0.0368,0.27,0.002,52.0,23.0
2024-03-20,성동구,4332,136971,5.0,2.3,9.2,0.0,0.0121,0.041,0.34,0.0022,37.0,22.0
2024-03-20,성북구,2610,54511,4.0,1.2,8.5,0.0,0.0061,0.037,0.43,0.0029,38.0,24.0
2024-03-20,송파구,9939,205621,5.1,2.8,8.7,0.0,0.0147,0.0395,0.33,0.002,40.0,24.0
2024-03-20,양천구,6684,38570,5.1,2.7,8.9,0.0,0.017,0.0382,0.4,0.0024,39.0,23.0
2024-03-20,영등포구,9678,338907,5.2,2.8,9.0,0.0,0.0133,0.0421,0.34,0.0022,35.0,24.0
2024-03-20,용산구,1916,0,5.2,2.3,8.7,0.0,0.0131,0.0382,0.37,0.002,41.0,24.0
2024-03-20,은평구,2657,130962,2.7,-2.9,8.6,0.0,0.0112,0.0391,0.37,0.0028,41.0,22.0
2024-03-20,종로구,4403,260129,3.4,0.8,7.3,0.0,0.0122,0.0408,0.36,0.0023,39.0,27.0
2024-03-20,중구,2980,295400,2.7,-0.2,7.9,0.0,0.0124,0.0433,0.32,0.0026,31.0,25.0
2024-03-20,중랑구,3126,96272,5.1,2.7,8.7,0.0,0.0132,0.037,0.36,0.002,33.0,23.0
2024-03-21,강남구,4024,424316,5.9,-0.5,12.2,0.0,0.0191,0.0411,0.35,0.0027,33.0,20.0
2024-03-21,강동구,5304,101663,5.9,-0.5,12.1,0.0,0.0257,0.0404,0.46,0.003,35.0,18.0
2024-03-21,강북구,1478,51579,4.2,-2.0,11.3,0.0,0.0156,0.0426,0.37,0.0023,35.0,21.0
2024-03-21,강서구,15017,196271,5.1,-1.1,11.9,0.0,0.0224,0.0361,0.36,0.0034,35.0,17.0
2024-03-21,관악구,2597,165917,3.0,-2.6,10.0,0.0,0.0247,0.0369,0.38,0.003,38.0,21.0
2024-03-21,광진구,6110,68504,6.4,1.2,11.9,0.0,0.0278,0.0342,0.56,0.0026,34.0,20.0
2024-03-21,구로구,4941,136974,5.0,-1.2,11.2,0.0,0.0171,0.0288,0.35,0.0028,40.0,19.0
2024-03-21,금천구,2343,105462,5.5,0.5,10.1,0.0,0.0279,0.0353,0.46,0.003,35.0,20.0
2024-03-21,노원구,7534,176778,3.6,-4.8,12.5,0.0,0.0249,0.0326,0.42,0.0029,37.0,24.0
2024-03-21,도봉구,2595,100573,4.7,-3.0,12.7,0.0,0.0189,0.0426,0.35,0.0031,37.0,22.0
2024-03-21,동대문구,4153,116444,6.1,1.2,11.6,0.0,0.021,0.0343,0.42,0.0025,35.0,20.0
2024-03-21,동작구,2237,98538,4.5,-2.4,12.1,0.0,0.0229,0.0414,0.37,0.0026,32.0,21.0
2024-03-21,마포구,6444,296065,5.8,,,0.0,0.0242,0.0347,0.38,0.0028,34.0,20.0
2024-03-21,서대문구,2614,109982,4.6,-1.2,11.4,0.0,0.02,0.0375,0.49,0.0042,39.0,25.0
2024-03-21,서초구,3442,162223,5.4,-0.8,11.8,0.0,0.019,0.0341,0.3,0.0023,44.0,21.0
2024-03-21,성동구,4898,139697,6.0,1.4,11.3,0.0,0.0248,0.0371,0.38,0.0025,33.0,19.0
2024-03-21,성북구,2838,55148,5.0,-0.9,10.2,0.0,0.0157,0.0347,0.49,0.0036,35.0,22.0
2024-03-21,송파구,10987,210971,6.5,1.9,11.7,0.0,0.0234,0.0369,0.36,0.0025,39.0,21.0
2024-03-21,양천구,6885,38609,5.9,1.4,11.2,0.0,0.0252,0.0363,0.44,0.0029,34.0,20.0
2024-03-21,영등포구,10488,342559,6.2,2.0,11.8,0.0,0.0222,0.0407,0.43,0.0028,30.0,20.0
2024-03-21,용산구,2198,0,5.7,1.0,11.2,0.0,0.0247,0.0337,0.4,0.0026,37.0,21.0
2024-03-21,은평구,2993,132628,2.9,-5.0,11.1,0.0,0.0191,0.037,0.39,0.0032,36.0,20.0
2024-03-21,종로구,4788,262576,4.1,-1.8,10.1,0.0,0.0209,0.0377,0.42,0.0028,33.0,23.0
2024-03-21,중구,3200,297716,4.5,-0.8,11.6,0.0,0.022,0.0403,0.36,0.003,28.0,23.0
2024-03-21,중랑구,3302,97429,6.3,1.0,11.5,0.0,0.025,0.0321,0.43,0.0024,31.0,22.0
2024-03-22,강남구,2638,431844,10.6,3.4,17.1,13.0,0.0293,0.032,0.4,0.0027,37.0,19.0
2024-03-22,강동구,3429,101644,10.3,3.9,15.4,8.0,0.0279,0.0401,0.49,0.0027,39.0,17.0
2024-03-22,강북구,927,50536,9.8,1.6,15.3,7.0,0.0224,0.0372,0.41,0.0023,39.0,18.0
2024-03-22,강서구,10757,196560,11.0,3.8,15.9,2.0,0.0259,0.0368,0.41,0.003,44.0,16.0
2024-03-22,관악구,1821,168965,9.4,1.6,14.6,2.5,0.024,0.0388,0.41,0.0031,43.0,19.0
2024-03-22,광진구,4077,70571,10.7,4.8,16.0,9.5,0.0299,0.0331,0.46,0.0025,39.0,18.0
2024-03-22,구로구,3500,134635,10.9,3.5,15.9,1.5,0.0166,0.0318,0.35,0.0027,50.0,15.0
2024-03-22,금천구,1593,103440,11.1,5.1,15.8,1.0,0.0273,0.0389,0.43,0.0028,38.0,16.0
2024-03-22,노원구,4779,176353,9.2,-1.2,15.6,13.0,0.0289,0.03,0.43,0.003,42.0,20.0
2024-03-22,도봉구,1753,99548,9.9,0.8,15.4,7.5,0.0248,0.0373,0.41,0.0032,41.0,21.0
2024-03-22,동대문구,2706,115536,10.4,4.1,15.7,10.0,0.0291,0.0297,0.44,0.0025,43.0,18.0
2024-03-22,동작구,1493,101335,,1.2,17.0,4.5,0.0241,0.041,0.37,0.0027,38.0,18.0
2024-03-22,마포구,3657,287291,10.6,4.5,16.5,4.5,0.0273,0.0356,0.41,0.0027,43.0,18.0
2024-03-22,서대문구,1778,109290,9.9,3.3,15.1,5.0,0.0192,0.0446,0.39,0.0027,50.0,22.0
2024-03-22,서초구,2281,173012,10.6,3.5,16.8,8.5,0.0224,0.0322,0.34,0.0023,56.0,20.0
2024-03-22,성동구,2996,140721,10.5,4.8,15.7,8.5,0.0277,0.0361,0.4,0.0028,41.0,18.0
2024-03-22,성북구,1784,54066,9.7,3.5,14.7,6.5,0.0228,0.0302,0.46,0.0033,43.0,20.0
2024-03-22,송파구,7053,211595,10.9,5.0,16.4,11.0,0.0292,0.0303,0.39,0.0026,39.0,17.0
2024-03-22,양천구,5322,38589,11.1,5.5,15.7,3.0,0.0264,0.0395,0.45,0.003,42.0,16.0
2024-03-22,영등포구,7185,350411,11.3,5.7,15.9,3.0,0.0264,0.0391,0.44,0.0028,39.0,19.0
2024-03-22,용산구,1413,0,10.9,4.7,16.0,4.0,0.0293,0.0334,0.41,0.0027,44.0,18.0
2024-03-22,은평구,1934,130603,10.1,-0.3,15.1,4.0,0.017,0.0423,0.42,0.0032,46.0,18.0
2024-03-22,종로구,3244,266013,9.9,2.8,15.5,3.0,0.0263,0.0356,0.43,0.0028,41.0,20.0
2024-03-22,중구,2123,296891,8.7,2.6,14.8,6.5,0.0309,0.0357,0.43,0.0032,37.0,21.0
2024-03-22,중랑구,2174,98271,10.5,4.7,15.5,9.5,0.0228,0.0343,0.38,0.0024,34.0,19.0
2024-03-23,강남구,4239,265088,13.6,9.9,18.5,0.0,0.0184,0.0537,0.38,0.0022,59.0,29.0
2024-03-23,강동구,5536,70400,13.3,9.6,18.0,0.5,0.0193,0.0604,0.53,0.002,62.0,28.0
2024-03-23,강북구,1675,42199,12.5,7.5,18.7,0.0,0.0096,0.0534,0.36,0.002,48.0,20.0
2024-03-23,강서구,12042,140343,12.5,8.6,18.4,0.0,0.0164,0.0449,0.37,0.0024,55.0,22.0
2024-03-23,관악구,2779,140047,11.5,7.4,17.4,0.0,0.0184,0.0475,0.43,0.0024,63.0,26.0
2024-03-23,광진구,6651,64141,13.7,10.0,19.0,0.0,0.0172,0.0499,0.5,0.0027,57.0,24.0
2024-03-23,구로구,4441,92873,12.4,8.6,17.6,0.0,0.0102,0.0409,0.34,0.0021,67.0,27.0
2024-03-23,금천구,1665,43629,13.2,9.4,17.8,0.5,0.0186,0.0508,0.43,0.0024,58.0,22.0
2024-03-23,노원구,7717,137465,12.2,5.5,19.4,0.5,0.0155,0.0444,0.36,0.0023,50.0,21.0
2024-03-23,도봉구,2842,80611,13.3,7.6,22.1,0.0,0.012,0.0564,0.39,0.0034,51.0,25.0
2024-03-23,동대문구,3880,89121,13.6,9.4,18.2,0.5,0.0147,0.0448,0.4,0.0023,59.0,24.0
2024-03-23,동작구,2875,80886,12.7,,,0.0,0.016,0.0552,0.37,0.002,58.0,27.0
2024-03-23,마포구,7571,250783,13.6,,,0.0,0.019,0.0452,0.37,0.0022,54.0,21.0
2024-03-23,서대문구,2673,85858,12.2,8.2,18.0,0.0,0.013,0.0514,0.47,0.0024,59.0,31.0
2024-03-23,서초구,3920,146940,13.3,9.5,18.2,0.5,0.0157,0.0436,0.33,0.0018,72.0,32.0
2024-03-23,성동구,5664,108124,13.6,9.5,17.7,0.0,0.0194,0.048,0.38,0.0024,60.0,24.0
2024-03-23,성북구,2646,38059,12.5,8.6,18.2,0.5,0.0108,0.048,0.35,0.0027,57.0,27.0
2024-03-23,송파구,12970,158414,14.0,10.4,18.3,0.5,0.0181,0.0481,0.39,0.0029,60.0,25.0
2024-03-23,양천구,7197,26462,12.9,9.0,17.4,0.0,0.019,0.0483,0.44,0.0023,58.0,21.0
2024-03-23,영등포구,10987,241196,13.4,9.5,18.3,0.0,0.0161,0.0503,0.4,0.0022,52.0,23.0
2024-03-23,용산구,3773,0,13.4,9.9,18.4,0.5,0.0167,0.0481,0.42,0.0021,60.0,25.0
2024-03-23,은평구,3280,102312,11.2,6.5,18.2,0.5,0.0117,0.048,0.5,0.0027,62.0,28.0
2024-03-23,종로구,3668,212310,12.3,8.5,18.0,0.0,0.0128,0.0517,0.38,0.0022,59.0,25.0
2024-03-23,중구,2417,190116,11.9,7.5,18.0,0.0,0.0136,0.0552,0.34,0.0024,48.0,24.0
2024-03-23,중랑구,3534,75851,13.7,9.8,18.7,0.5,0.0172,0.043,0.39,0.002,46.0,24.0
2024-03-24,강남구,4771,156817,15.8,8.0,23.5,0.0,0.0164,0.044,0.36,0.0022,30.0,16.0
2024-03-24,강동구,5949,51055,16.4,10.4,22.6,0.0,0.0202,0.0432,0.53,0.002,26.0,9.0
2024-03-24,강북구,1845,32466,14.3,7.5,22.8,0.0,0.0124,0.0393,0.35,0.002,24.0,11.0
2024-03-24,강서구,12320,106030,14.3,6.9,23.3,0.0,0.025,0.032,0.5,0.0029,39.0,18.0
2024-03-24,관악구,3471,101694,14.7,8.5,22.9,0.0,0.0243,0.0352,0.5,0.0025,38.0,17.0
2024-03-24,광진구,8232,48077,16.8,10.7,23.5,0.0,0.0164,0.0414,0.41,0.0026,29.0,12.0
2024-03-24,구로구,4914,68193,15.7,7.8,23.5,0.0,0.0144,0.0321,0.37,0.0022,38.0,14.0
2024-03-24,금천구,1771,32340,17.1,11.7,23.5,0.0,0.0242,0.0371,0.47,0.0026,33.0,14.0
2024-03-24,노원구,7704,102469,12.7,4.2,23.2,0.0,0.0203,0.0293,0.45,0.0027,30.0,14.0
2024-03-24,도봉구,3012,64644,14.5,6.6,25.0,0.0,0.0127,0.045,0.37,0.0033,28.0,14.0
2024-03-24,동대문구,4296,66792,15.8,10.0,23.2,0.0,0.0215,0.0326,0.43,0.0025,33.0,14.0
2024-03-24,동작구,3520,55368,14.8,6.8,24.5,0.0,0.0246,0.036,0.44,0.0021,31.0,15.0
2024-03-24,마포구,9656,186544,17.0,12.0,23.8,0.0,0.027,0.0328,0.44,0.0025,37.0,18.0
2024-03-24,서대문구,3019,61014,16.1,10.2,23.6,0.0,0.013,0.0467,0.43,0.0031,31.0,17.0
2024-03-24,서초구,5495,123046,16.0,8.5,23.1,0.0,0.0189,0.0335,0.37,0.0018,38.0,16.0
2024-03-24,성동구,7175,82905,16.5,11.0,23.4,0.0,0.0191,0.0409,0.37,0.0026,31.0,14.0
2024-03-24,성북구,3075,28282,15.9,10.1,22.0,0.0,0.0164,0.0328,0.36,0.0028,28.0,13.0
2024-03-24,송파구,15070,114461,16.7,11.1,23.8,0.0,0.0226,0.0321,0.42,0.0023,35.0,14.0
2024-03-24,양천구,7441,19594,16.4,10.0,22.6,0.0,0.0312,0.0318,0.64,0.0027,39.0,18.0
2024-03-24,영등포구,13657,178202,16.9,11.1,23.4,0.0,0.0252,0.0364,0.48,0.0023,34.0,18.0
2024-03-24,용산구,5045,0,16.4,9.5,23.8,0.0,0.0187,0.0393,0.4,0.0022,35.0,16.0
