일자,자치구,총사용수(B),총사용수(S)
2024-02-27,성북구,2264,48897
2024-02-27,송파구,9428,201826
2024-02-27,양천구,6110,37627
2024-02-27,영등포구,9301,335849
2024-02-27,용산구,2097,0
2024-02-27,은평구,2465,127099
2024-02-27,종로구,4085,250155
2024-02-27,중구,2808,273421
2024-02-27,중랑구,2991,93042
2024-02-28,강남구,3689,425616
2024-02-28,강동구,4766,98273
2024-02-28,강북구,1514,48471
2024-02-28,강서구,13843,193199
2024-02-28,관악구,2437,160107
2024-02-28,광진구,5035,65194
2024-02-28,구로구,4269,133067
2024-02-28,금천구,2162,104744
2024-02-28,노원구,6301,169964
2024-02-28,도봉구,2314,95867
2024-02-28,동대문구,3447,106803
2024-02-28,동작구,2058,93819
2024-02-28,마포구,5043,274422
2024-02-28,서대문구,2181,95833
2024-02-28,서초구,3085,158557
2024-02-28,성동구,4330,129336
2024-02-28,성북구,2431,49360
2024-02-28,송파구,9791,205530
2024-02-28,양천구,6603,37770
2024-02-28,영등포구,9757,341009
2024-02-28,용산구,2106,0
2024-02-28,은평구,2546,129020
2024-02-28,종로구,4390,254562
2024-02-28,중구,3098,277737
2024-02-28,중랑구,2970,93796
2024-02-29,강남구,3486,426305
2024-02-29,강동구,4452,98576
2024-02-29,강북구,1317,48481
2024-02-29,강서구,12903,194479
2024-02-29,관악구,2218,165831
2024-02-29,광진구,4676,67985
2024-02-29,구로구,4159,134155
2024-02-29,금천구,2099,103388
2024-02-29,노원구,6411,170405
2024-02-29,도봉구,2182,96105
2024-02-29,동대문구,3343,110462
2024-02-29,동작구,1750,95667
2024-02-29,마포구,4573,286217
2024-02-29,서대문구,2065,99440
2024-02-29,서초구,2907,169259
2024-02-29,성동구,4006,128650
2024-02-29,성북구,2283,49789
2024-02-29,송파구,9138,205388
2024-02-29,양천구,6069,38122
2024-02-29,영등포구,9081,342899
2024-02-29,용산구,1845,0
2024-02-29,은평구,2633,129612
2024-02-29,종로구,4074,258140
2024-02-29,중구,2685,276923
2024-02-29,중랑구,2728,94368
2024-03-01,강남구,1303,182077
2024-03-01,강동구,2227,56241
2024-03-01,강북구,710,34038
2024-03-01,강서구,5138,119001
2024-03-01,관악구,1239,109932
2024-03-01,광진구,2256,53061
2024-03-01,구로구,1691,74221
2024-03-01,금천구,631,34979
2024-03-01,노원구,3112,107348
2024-03-01,도봉구,1187,63247
2024-03-01,동대문구,1568,69450
2024-03-01,동작구,889,61654
2024-03-01,마포구,2093,210185
2024-03-01,서대문구,1019,76019
2024-03-01,서초구,1151,117310
2024-03-01,성동구,1543,79361
2024-03-01,성북구,1189,29985
2024-03-01,송파구,4256,111948
2024-03-01,양천구,2845,20966
2024-03-01,영등포구,3486,193735
2024-03-01,용산구,888,0
2024-03-01,은평구,1297,83477
2024-03-01,종로구,1369,188327
2024-03-01,중구,968,167775
2024-03-01,중랑구,1544,60402
2024-03-02,강남구,1593,217143
2024-03-02,강동구,2700,59591
2024-03-02,강북구,881,34530
2024-03-02,강서구,6298,121187
2024-03-02,관악구,1441,113830
2024-03-02,광진구,2662,53393
2024-03-02,구로구,2098,78523
2024-03-02,금천구,726,34119
2024-03-02,노원구,3865,114319
2024-03-02,도봉구,1451,65517
2024-03-02,동대문구,1736,71703
2024-03-02,동작구,1101,64721
2024-03-02,마포구,2550,216638
2024-03-02,서대문구,1195,73816
2024-03-02,서초구,1460,125067
2024-03-02,성동구,1850,79082
2024-03-02,성북구,1269,31205
2024-03-02,송파구,5181,117488
2024-03-02,양천구,3935,21928
2024-03-02,영등포구,4172,197037
2024-03-02,용산구,1012,0
2024-03-02,은평구,1614,87158
2024-03-02,종로구,1669,171726
2024-03-02,중구,1118,153113
2024-03-02,중랑구,1761,62839
2024-03-03,강남구,1995,141252
2024-03-03,강동구,3137,46985
2024-03-03,강북구,1070,29526
2024-03-03,강서구,6908,98606
2024-03-03,관악구,1798,92469
2024-03-03,광진구,3414,42346
2024-03-03,구로구,2555,62792
2024-03-03,금천구,848,27746
2024-03-03,노원구,4756,94472
2024-03-03,도봉구,1672,57724
2024-03-03,동대문구,2195,60865
2024-03-03,동작구,1392,49982
2024-03-03,마포구,3115,167501
2024-03-03,서대문구,1565,56054
2024-03-03,서초구,1750,114970
2024-03-03,성동구,2415,61710
2024-03-03,성북구,1596,27557
2024-03-03,송파구,6449,92640
2024-03-03,양천구,4345,17560
2024-03-03,영등포구,5233,165431
2024-03-03,용산구,1397,0
2024-03-03,은평구,1730,70574
2024-03-03,종로구,1955,123862
2024-03-03,중구,1127,115993
2024-03-03,중랑구,2075,50134
2024-03-04,강남구,3593,390205
2024-03-04,강동구,4624,97274
2024-03-04,강북구,1481,49296
2024-03-04,강서구,13397,187693
2024-03-04,관악구,2382,150906
2024-03-04,광진구,5174,65277
2024-03-04,구로구,4341,130640
2024-03-04,금천구,2215,100868
2024-03-04,노원구,6704,170025
2024-03-04,도봉구,2399,95941
2024-03-04,동대문구,3627,109408
2024-03-04,동작구,1977,92557
2024-03-04,마포구,4854,253248
2024-03-04,서대문구,2194,102108
2024-03-04,서초구,3106,148352
2024-03-04,성동구,4335,125938
2024-03-04,성북구,2522,52233
2024-03-04,송파구,9576,198499
2024-03-04,양천구,6365,37114
2024-03-04,영등포구,9518,316776
2024-03-04,용산구,2001,0
2024-03-04,은평구,2625,126229
2024-03-04,종로구,4268,232915
2024-03-04,중구,2886,258863
2024-03-04,중랑구,3106,93622
2024-03-05,강남구,3734,408975
2024-03-05,강동구,4657,98796
2024-03-05,강북구,1448,50191
2024-03-05,강서구,14030,189407
2024-03-05,관악구,2357,156525
2024-03-05,광진구,5422,66525
2024-03-05,구로구,4455,132863
2024-03-05,금천구,2118,105324
2024-03-05,노원구,6798,172571
2024-03-05,도봉구,2401,96699
2024-03-05,동대문구,3732,110825
2024-03-05,동작구,2013,94370
2024-03-05,마포구,5003,260690
2024-03-05,서대문구,2388,104476
2024-03-05,서초구,3243,151210
2024-03-05,성동구,4298,131039
2024-03-05,성북구,2635,53572
2024-03-05,송파구,9931,204615
2024-03-05,양천구,6538,38213
2024-03-05,영등포구,9527,328193
2024-03-05,용산구,1998,0
2024-03-05,은평구,2525,127904
2024-03-05,종로구,4471,240538
2024-03-05,중구,3011,276202
2024-03-05,중랑구,3095,95081
2024-03-06,강남구,3887,413618
2024-03-06,강동구,4718,100393
2024-03-06,강북구,1503,51061
2024-03-06,강서구,14781,191649
2024-03-06,관악구,2537,159714
2024-03-06,광진구,5607,67293
2024-03-06,구로구,4817,134685
2024-03-06,금천구,2327,105445
2024-03-06,노원구,7382,175829
2024-03-06,도봉구,2589,98811
2024-03-06,동대문구,4017,114080
2024-03-06,동작구,2147,96075
2024-03-06,마포구,5256,267265
2024-03-06,서대문구,2455,105744
2024-03-06,서초구,3423,153753
2024-03-06,성동구,4617,132979
2024-03-06,성북구,2748,54431
2024-03-06,송파구,10374,205125
2024-03-06,양천구,6917,38470
2024-03-06,영등포구,10027,334823
2024-03-06,용산구,2140,0
2024-03-06,은평구,2782,130052
2024-03-06,종로구,4532,251500
2024-03-06,중구,3197,285981
2024-03-06,중랑구,3233,96774
2024-03-07,강남구,3149,421509
2024-03-07,강동구,4026,100270
2024-03-07,강북구,1104,50686
2024-03-07,강서구,13225,192883
2024-03-07,관악구,2377,161506
2024-03-07,광진구,4560,67543
2024-03-07,구로구,4394,134351
2024-03-07,금천구,2213,104884
2024-03-07,노원구,5417,174602
2024-03-07,도봉구,1837,97312
2024-03-07,동대문구,3372,114309
2024-03-07,동작구,1838,95911
2024-03-07,마포구,4116,274096
2024-03-07,서대문구,1978,108295
2024-03-07,서초구,2983,159301
2024-03-07,성동구,3558,133665
2024-03-07,성북구,2228,54001
2024-03-07,송파구,8287,207154
2024-03-07,양천구,6453,38527
2024-03-07,영등포구,9165,336907
2024-03-07,용산구,1636,0
2024-03-07,은평구,2267,129436
2024-03-07,종로구,3645,254535
2024-03-07,중구,2460,293303
2024-03-07,중랑구,2773,96288
2024-03-08,강남구,3128,433476
2024-03-08,강동구,4283,102838
2024-03-08,강북구,1239,51250
2024-03-08,강서구,12948,197578
2024-03-08,관악구,2094,169738
2024-03-08,광진구,4523,70264
2024-03-08,구로구,4036,136925
2024-03-08,금천구,2025,104578
2024-03-08,노원구,6228,177759
2024-03-08,도봉구,2241,101321
2024-03-08,동대문구,3356,116061
2024-03-08,동작구,1726,100205
2024-03-08,마포구,4400,288814
2024-03-08,서대문구,2040,109611
2024-03-08,서초구,2842,171488
2024-03-08,성동구,3854,137117
2024-03-08,성북구,2256,54157
2024-03-08,송파구,9031,211107
2024-03-08,양천구,6175,39056
2024-03-08,영등포구,8614,352266
2024-03-08,용산구,1811,0
2024-03-08,은평구,2414,132900
2024-03-08,종로구,3986,266625
2024-03-08,중구,2646,295893
2024-03-08,중랑구,2802,98987
2024-03-09,강남구,2536,256300
2024-03-09,강동구,3704,70098
2024-03-09,강북구,1155,40738
2024-03-09,강서구,8729,138063
2024-03-09,관악구,1952,140215
2024-03-09,광진구,3751,61195
2024-03-09,구로구,3022,91717
2024-03-09,금천구,1115,42173
2024-03-09,노원구,5491,134258
2024-03-09,도봉구,1979,79166
2024-03-09,동대문구,2677,85243
2024-03-09,동작구,1612,75770
2024-03-09,마포구,3752,246234
2024-03-09,서대문구,1586,84071
2024-03-09,서초구,2285,140962
2024-03-09,성동구,2820,93832
2024-03-09,성북구,1721,36402
2024-03-09,송파구,7791,138437
2024-03-09,양천구,5277,26109
2024-03-09,영등포구,6109,238815
2024-03-09,용산구,1608,0
2024-03-09,은평구,2178,100110
2024-03-09,종로구,2415,203861
2024-03-09,중구,1496,182200
2024-03-09,중랑구,2399,73173
2024-03-10,강남구,2686,154998
2024-03-10,강동구,3737,49796
2024-03-10,강북구,1237,31729
2024-03-10,강서구,7937,103223
2024-03-10,관악구,2107,99733
2024-03-10,광진구,4133,45846
2024-03-10,구로구,3044,67337
2024-03-10,금천구,1061,30471
2024-03-10,노원구,5404,100737
2024-03-10,도봉구,1992,62598
2024-03-10,동대문구,2658,65138
2024-03-10,동작구,1711,53223
2024-03-10,마포구,5073,197368
2024-03-10,서대문구,1935,60090
2024-03-10,서초구,2461,113209
2024-03-10,성동구,3097,68667
2024-03-10,성북구,1969,27911
2024-03-10,송파구,8135,95942
2024-03-10,양천구,5169,18813
2024-03-10,영등포구,6652,171971
2024-03-10,용산구,2056,0
2024-03-10,은평구,2158,76205
2024-03-10,종로구,2365,142440
2024-03-10,중구,1509,138136
2024-03-10,중랑구,2304,53556
2024-03-11,강남구,3847,400625
2024-03-11,강동구,4881,98777
2024-03-11,강북구,1466,49865
2024-03-11,강서구,14708,189375
2024-03-11,관악구,2460,154098
2024-03-11,광진구,5406,65128
2024-03-11,구로구,4772,131958
2024-03-11,금천구,2329,105103
2024-03-11,노원구,7068,171088
2024-03-11,도봉구,2493,96095
2024-03-11,동대문구,3790,111258
2024-03-11,동작구,2183,93610
2024-03-11,마포구,5323,261944
2024-03-11,서대문구,2291,103019
2024-03-11,서초구,3253,151739
2024-03-11,성동구,4558,128861
2024-03-11,성북구,2623,54053
2024-03-11,송파구,10213,200500
2024-03-11,양천구,6679,37898
2024-03-11,영등포구,10088,325321
2024-03-11,용산구,2057,0
2024-03-11,은평구,2624,127100
2024-03-11,종로구,4547,241700
2024-03-11,중구,3029,276396
2024-03-11,중랑구,3188,94705
2024-03-12,강남구,2408,413790
2024-03-12,강동구,3519,98904
2024-03-12,강북구,1150,50040
2024-03-12,강서구,11668,190326
2024-03-12,관악구,1610,158103
2024-03-12,광진구,4148,66175
2024-03-12,구로구,3034,132897
2024-03-12,금천구,1282,105738
2024-03-12,노원구,5606,172518
2024-03-12,도봉구,2115,95766
2024-03-12,동대문구,3098,110496
2024-03-12,동작구,1239,95067
2024-03-12,마포구,3199,266260
2024-03-12,서대문구,1504,105049
2024-03-12,서초구,1740,154883
2024-03-12,성동구,3283,133442
2024-03-12,성북구,2071,53470
2024-03-12,송파구,7267,203868
2024-03-12,양천구,5203,38157
2024-03-12,영등포구,5907,332279
2024-03-12,용산구,1041,0
2024-03-12,은평구,1740,127938
2024-03-12,종로구,2691,248352
2024-03-12,중구,1886,285108
2024-03-12,중랑구,2294,93963
2024-03-13,강남구,4133,415032
2024-03-13,강동구,5135,101318
2024-03-13,강북구,1539,51866
2024-03-13,강서구,15243,193732
2024-03-13,관악구,2525,162258
2024-03-13,광진구,6095,68092
2024-03-13,구로구,4691,135870
2024-03-13,금천구,2358,106064
2024-03-13,노원구,7554,177680
2024-03-13,도봉구,2725,100086
2024-03-13,동대문구,4132,115343
2024-03-13,동작구,2177,98088
2024-03-13,마포구,5713,274040
2024-03-13,서대문구,2445,107796
2024-03-13,서초구,3368,158329
2024-03-13,성동구,4733,136510
2024-03-13,성북구,2908,54602
2024-03-13,송파구,10941,209032
2024-03-13,양천구,6881,38862
2024-03-13,영등포구,10397,341794
2024-03-13,용산구,2322,0
2024-03-13,은평구,2942,132009
2024-03-13,종로구,4677,259785
2024-03-13,중구,3262,294433
2024-03-13,중랑구,3370,97185
2024-03-14,강남구,4192,422002
2024-03-14,강동구,5500,101029
2024-03-14,강북구,1631,51504
2024-03-14,강서구,15406,194515
2024-03-14,관악구,2640,165211
2024-03-14,광진구,6322,69362
2024-03-14,구로구,5024,136545
2024-03-14,금천구,2529,106472
2024-03-14,노원구,7993,178447
2024-03-14,도봉구,2807,100716
2024-03-14,동대문구,4266,116290
2024-03-14,동작구,2282,98419
2024-03-14,마포구,5925,280063
2024-03-14,서대문구,2610,108203
2024-03-14,서초구,3707,163302
2024-03-14,성동구,5005,138955
2024-03-14,성북구,3028,55149
2024-03-14,송파구,11640,212268
2024-03-14,양천구,7287,38974
2024-03-14,영등포구,11166,340361
2024-03-14,용산구,2411,0
2024-03-14,은평구,3028,131876
2024-03-14,종로구,5144,261618
2024-03-14,중구,3442,295089
2024-03-14,중랑구,3481,97749
2024-03-15,강남구,4511,432946
2024-03-15,강동구,5626,102971
2024-03-15,강북구,1668,52079
2024-03-15,강서구,15904,200050
2024-03-15,관악구,2774,171856
2024-03-15,광진구,6386,71743
2024-03-15,구로구,5241,137856
2024-03-15,금천구,2525,105101
2024-03-15,노원구,8272,179600
2024-03-15,도봉구,2900,102123
2024-03-15,동대문구,4255,117654
2024-03-15,동작구,2464,101868
2024-03-15,마포구,6234,294435
2024-03-15,서대문구,2686,108159
2024-03-15,서초구,3901,175300
2024-03-15,성동구,5244,141286
2024-03-15,성북구,2829,54352
2024-03-15,송파구,12219,216374
2024-03-15,양천구,7424,39446
2024-03-15,영등포구,11246,351997
2024-03-15,용산구,2624,0
2024-03-15,은평구,3232,137832
2024-03-15,종로구,4988,267189
2024-03-15,중구,3635,297301
2024-03-15,중랑구,3640,100040
2024-03-16,강남구,3888,263768
2024-03-16,강동구,5256,71473
2024-03-16,강북구,1624,42755
2024-03-16,강서구,11909,143918
2024-03-16,관악구,2828,143065
2024-03-16,광진구,6345,64503
2024-03-16,구로구,4084,94474
2024-03-16,금천구,1513,44282
2024-03-16,노원구,7585,138384
2024-03-16,도봉구,2725,82071
2024-03-16,동대문구,3749,90106
2024-03-16,동작구,2666,79181
2024-03-16,마포구,7255,259457
2024-03-16,서대문구,2606,86659
2024-03-16,서초구,3813,147355
2024-03-16,성동구,5062,105896
2024-03-16,성북구,2598,38148
2024-03-16,송파구,11852,149814
2024-03-16,양천구,7138,27249
2024-03-16,영등포구,10016,243572
2024-03-16,용산구,3423,0
2024-03-16,은평구,3171,103594
2024-03-16,종로구,3725,219294
2024-03-16,중구,2281,193337
2024-03-16,중랑구,3414,76355
2024-03-17,강남구,2730,161306
2024-03-17,강동구,4210,50186
2024-03-17,강북구,1354,31604
2024-03-17,강서구,8466,105520
2024-03-17,관악구,2294,101400
2024-03-17,광진구,4924,48190
2024-03-17,구로구,3268,68981
2024-03-17,금천구,1079,31562
2024-03-17,노원구,5924,100268
2024-03-17,도봉구,2029,61737
2024-03-17,동대문구,3097,70021
2024-03-17,동작구,1770,54174
2024-03-17,마포구,4714,189509
2024-03-17,서대문구,2020,61541
2024-03-17,서초구,2419,118091
2024-03-17,성동구,3583,76450
2024-03-17,성북구,2203,28022
2024-03-17,송파구,9592,135054
2024-03-17,양천구,5236,19150
2024-03-17,영등포구,6842,175822
2024-03-17,용산구,2058,0
2024-03-17,은평구,2389,75375
2024-03-17,종로구,2690,150757
2024-03-17,중구,1788,146390
2024-03-17,중랑구,2791,54228
2024-03-18,강남구,4060,403998
2024-03-18,강동구,5339,99081
2024-03-18,강북구,1538,48959
2024-03-18,강서구,15155,190347
2024-03-18,관악구,2546,154557
2024-03-18,광진구,6080,65648
2024-03-18,구로구,5009,133894
2024-03-18,금천구,2434,105438
2024-03-18,노원구,7608,174310
2024-03-18,도봉구,2891,100278
2024-03-18,동대문구,4151,111287
2024-03-18,동작구,2341,95285
2024-03-18,마포구,5710,265505
2024-03-18,서대문구,2533,103949
2024-03-18,서초구,3596,148520
2024-03-18,성동구,4821,133583
2024-03-18,성북구,2983,55403
2024-03-18,송파구,10919,202570
2024-03-18,양천구,7235,37709
2024-03-18,영등포구,11070,325051
2024-03-18,용산구,2320,0
2024-03-18,은평구,2888,128226
2024-03-18,종로구,4911,245333
2024-03-18,중구,3331,285371
2024-03-18,중랑구,3434,95029
2024-03-19,강남구,3163,415132
2024-03-19,강동구,4505,99896
2024-03-19,강북구,1219,49753
2024-03-19,강서구,13414,191139
2024-03-19,관악구,2153,159558
2024-03-19,광진구,5155,66911
2024-03-19,구로구,4159,133587
2024-03-19,금천구,2098,105592
2024-03-19,노원구,6454,172646
2024-03-19,도봉구,2152,96999
2024-03-19,동대문구,3505,111174
2024-03-19,동작구,1810,96597
2024-03-19,마포구,4588,270195
2024-03-19,서대문구,2170,106218
2024-03-19,서초구,2757,156433
2024-03-19,성동구,4006,136490
2024-03-19,성북구,2436,53528
2024-03-19,송파구,9015,208725
2024-03-19,양천구,6426,38481
2024-03-19,영등포구,8957,333408
2024-03-19,용산구,1712,0
2024-03-19,은평구,2478,128184
2024-03-19,종로구,4074,250639
2024-03-19,중구,2708,290310
2024-03-19,중랑구,2704,94676
2024-03-20,강남구,3495,413597
2024-03-20,강동구,4883,100680
2024-03-20,강북구,1423,51167
2024-03-20,강서구,14430,192530
2024-03-20,관악구,2396,161095
2024-03-20,광진구,5639,67303
2024-03-20,구로구,4580,135795
2024-03-20,금천구,2147,104589
2024-03-20,노원구,7096,177049
2024-03-20,도봉구,2424,98767
2024-03-20,동대문구,3870,114458
2024-03-20,동작구,2038,98121
2024-03-20,마포구,5040,274495
2024-03-20,서대문구,2359,107406
2024-03-20,서초구,3076,156382
2024-03-20,성동구,4332,136971
2024-03-20,성북구,2610,54511
2024-03-20,송파구,9939,205621
2024-03-20,양천구,6684,38570
2024-03-20,영등포구,9678,338907
2024-03-20,용산구,1916,0
2024-03-20,은평구,2657,130962
2024-03-20,종로구,4403,260129
2024-03-20,중구,2980,295400
2024-03-20,중랑구,3126,96272
2024-03-21,강남구,4024,424316
2024-03-21,강동구,5304,101663
2024-03-21,강북구,1478,51579
2024-03-21,강서구,15017,196271
2024-03-21,관악구,2597,165917
2024-03-21,광진구,6110,68504
2024-03-21,구로구,4941,136974
2024-03-21,금천구,2343,105462
2024-03-21,노원구,7534,176778
2024-03-21,도봉구,2595,100573
2024-03-21,동대문구,4153,116444
2024-03-21,동작구,2237,98538
2024-03-21,마포구,6444,296065
2024-03-21,서대문구,2614,109982
2024-03-21,서초구,3442,162223
2024-03-21,성동구,4898,139697
2024-03-21,성북구,2838,55148
2024-03-21,송파구,10987,210971
2024-03-21,양천구,6885,38609
2024-03-21,영등포구,10488,342559
2024-03-21,용산구,2198,0
2024-03-21,은평구,2993,132628
2024-03-21,종로구,4788,262576
2024-03-21,중구,3200,297716
2024-03-21,중랑구,3302,97429
2024-03-22,강남구,2638,431844
2024-03-22,강동구,3429,101644
2024-03-22,강북구,927,50536
2024-03-22,강서구,10757,196560
2024-03-22,관악구,1821,168965
2024-03-22,광진구,4077,70571
2024-03-22,구로구,3500,134635
2024-03-22,금천구,1593,103440
2024-03-22,노원구,4779,176353
2024-03-22,도봉구,1753,99548
2024-03-22,동대문구,2706,115536
2024-03-22,동작구,1493,101335
2024-03-22,마포구,3657,287291
2024-03-22,서대문구,1778,109290
2024-03-22,서초구,2281,173012
2024-03-22,성동구,2996,140721
2024-03-22,성북구,1784,54066
2024-03-22,송파구,7053,211595
2024-03-22,양천구,5322,38589
2024-03-22,영등포구,7185,350411
2024-03-22,용산구,1413,0
2024-03-22,은평구,1934,130603
2024-03-22,종로구,3244,266013
2024-03-22,중구,2123,296891
2024-03-22,중랑구,2174,98271
2024-03-23,강남구,4239,265088
2024-03-23,강동구,5536,70400
2024-03-23,강북구,1675,42199
2024-03-23,강서구,12042,140343
2024-03-23,관악구,2779,140047
2024-03-23,광진구,6651,64141
2024-03-23,구로구,4441,92873
2024-03-23,금천구,1665,43629
2024-03-23,노원구,7717,137465
2024-03-23,도봉구,2842,80611
2024-03-23,동대문구,3880,89121
2024-03-23,동작구,2875,80886
2024-03-23,마포구,7571,250783
2024-03-23,서대문구,2673,85858
2024-03-23,서초구,3920,146940
2024-03-23,성동구,5664,108124
2024-03-23,성북구,2646,38059
2024-03-23,송파구,12970,158414
2024-03-23,양천구,7197,26462
2024-03-23,영등포구,10987,241196
2024-03-23,용산구,3773,0
2024-03-23,은평구,3280,102312
2024-03-23,종로구,3668,212310
2024-03-23,중구,2417,190116
2024-03-23,중랑구,3534,75851
2024-03-24,강남구,4771,156817
2024-03-24,강동구,5949,51055
2024-03-24,강북구,1845,32466
2024-03-24,강서구,12320,106030
2024-03-24,관악구,3471,101694
2024-03-24,광진구,8232,48077
2024-03-24,구로구,4914,68193
2024-03-24,금천구,1771,32340
2024-03-24,노원구,7704,102469
2024-03-24,도봉구,3012,64644
2024-03-24,동대문구,4296,66792
2024-03-24,동작구,3520,55368
2024-03-24,마포구,9656,186544
2024-03-24,서대문구,3019,61014
2024-03-24,서초구,5495,123046
2024-03-24,성동구,7175,82905
2024-03-24,성북구,3075,28282
2024-03-24,송파구,15070,114461
2024-03-24,양천구,7441,19594
2024-03-24,영등포구,13657,178202
2024-03-24,용산구,5045,0
2024-03-24,은평구,3699,76236
2024-03-24,종로구,4107,152313
2024-03-24,중구,2668,144300
2024-03-24,중랑구,3972,55517
2024-03-25,강남구,1790,402817
2024-03-25,강동구,2566,98370
2024-03-25,강북구,746,48304
2024-03-25,강서구,7532,189237
2024-03-25,관악구,1125,152024
2024-03-25,광진구,3411,63873
2024-03-25,구로구,2375,130551
2024-03-25,금천구,1113,103780
2024-03-25,노원구,3511,168145
2024-03-25,도봉구,1221,93775
2024-03-25,동대문구,1948,108767
2024-03-25,동작구,1069,94203
2024-03-25,마포구,2589,261510
2024-03-25,서대문구,1332,101235
2024-03-25,서초구,1682,154210
2024-03-25,성동구,2211,131235
2024-03-25,성북구,1339,53289
2024-03-25,송파구,5405,202121
2024-03-25,양천구,3358,37239
2024-03-25,영등포구,5147,327117
2024-03-25,용산구,1037,0
2024-03-25,은평구,1374,126103
2024-03-25,종로구,2198,245328
2024-03-25,중구,1516,285230
2024-03-25,중랑구,1638,93606
2024-03-26,강남구,3185,413607
2024-03-26,강동구,3767,100139
2024-03-26,강북구,1117,50503
2024-03-26,강서구,10348,192137
2024-03-26,관악구,1702,159138
2024-03-26,광진구,4498,66965
2024-03-26,구로구,3351,133108
2024-03-26,금천구,1633,105157
2024-03-26,노원구,5569,172798
2024-03-26,도봉구,1830,97171
2024-03-26,동대문구,2910,112710
2024-03-26,동작구,1531,96420
2024-03-26,마포구,4372,272192
2024-03-26,서대문구,1739,106461
2024-03-26,서초구,2707,154813
2024-03-26,성동구,3865,136874
2024-03-26,성북구,1894,53543
2024-03-26,송파구,7998,213457
2024-03-26,양천구,5005,38497
2024-03-26,영등포구,7960,332987
2024-03-26,용산구,1798,0
2024-03-26,은평구,1984,129198
2024-03-26,종로구,3394,252810
2024-03-26,중구,2450,298488
2024-03-26,중랑구,2481,95649
2024-03-27,강남구,5185,421423
2024-03-27,강동구,5968,101126
2024-03-27,강북구,1737,51996
2024-03-27,강서구,16993,196974
2024-03-27,관악구,2800,164637
2024-03-27,광진구,7395,69351
2024-03-27,구로구,5413,137186
2024-03-27,금천구,2705,106435
2024-03-27,노원구,8250,179835
2024-03-27,도봉구,3097,101959
2024-03-27,동대문구,4784,119177
2024-03-27,동작구,2670,99203
2024-03-27,마포구,6810,280006
2024-03-27,서대문구,2852,108837
2024-03-27,서초구,4312,157943
2024-03-27,성동구,6017,141993
2024-03-27,성북구,3092,55282
2024-03-27,송파구,12749,220038
2024-03-27,양천구,7936,39079
2024-03-27,영등포구,12914,342133
2024-03-27,용산구,2887,0
2024-03-27,은평구,3375,133927
2024-03-27,종로구,5658,270926
2024-03-27,중구,3997,303481
2024-03-27,중랑구,4005,98783
2024-03-28,강남구,3157,440891
2024-03-28,강동구,3264,106327
2024-03-28,강북구,1287,63512
2024-03-28,강서구,10373,209368
2024-03-28,관악구,2118,170317
2024-03-28,광진구,4304,73213
2024-03-28,구로구,3350,144879
2024-03-28,금천구,1668,112983
2024-03-28,노원구,5792,182870
2024-03-28,도봉구,1949,106189
2024-03-28,동대문구,3539,129440
2024-03-28,동작구,1740,105918
2024-03-28,마포구,4081,301546
2024-03-28,서대문구,2357,129937
2024-03-28,서초구,2519,167958
2024-03-28,성동구,3390,145968
2024-03-28,성북구,2256,66974
2024-03-28,송파구,6932,232406
2024-03-28,양천구,5670,45740
2024-03-28,영등포구,6936,353936
2024-03-28,용산구,1804,0
2024-03-28,은평구,2532,147085
2024-03-28,종로구,3636,276503
2024-03-28,중구,2243,314527
2024-03-28,중랑구,2538,106893
2024-03-29,강남구,3248,432392
2024-03-29,강동구,4064,100911
2024-03-29,강북구,1151,50364
2024-03-29,강서구,12043,197562
2024-03-29,관악구,1890,168751
2024-03-29,광진구,4729,72408
2024-03-29,구로구,3696,135284
2024-03-29,금천구,1716,103148
2024-03-29,노원구,5724,173963
2024-03-29,도봉구,1986,97778
2024-03-29,동대문구,3210,115127
2024-03-29,동작구,1659,101234
2024-03-29,마포구,3906,295667
2024-03-29,서대문구,1820,108829
2024-03-29,서초구,2722,171461
2024-03-29,성동구,3638,145778
2024-03-29,성북구,2025,54100
2024-03-29,송파구,7933,225171
2024-03-29,양천구,6060,38401
2024-03-29,영등포구,7796,351108
2024-03-29,용산구,1686,0
2024-03-29,은평구,2255,129888
2024-03-29,종로구,3386,265803
2024-03-29,중구,2403,303380
2024-03-29,중랑구,2786,98382
2024-03-30,강남구,3883,256969
2024-03-30,강동구,5302,69622
2024-03-30,강북구,1589,41731
2024-03-30,강서구,11451,142586
2024-03-30,관악구,2526,136573
2024-03-30,광진구,5890,63652
2024-03-30,구로구,4105,92594
2024-03-30,금천구,1431,43241
2024-03-30,노원구,7389,134291
2024-03-30,도봉구,2759,79060
2024-03-30,동대문구,3770,86398
2024-03-30,동작구,2380,78010
2024-03-30,마포구,6246,253971
2024-03-30,서대문구,2557,86718
2024-03-30,서초구,3427,144244
2024-03-30,성동구,4456,110089
2024-03-30,성북구,2461,37596
2024-03-30,송파구,10711,155262
2024-03-30,양천구,7002,27021
2024-03-30,영등포구,9429,246032
2024-03-30,용산구,2794,0
2024-03-30,은평구,3095,100651
2024-03-30,종로구,3702,218125
2024-03-30,중구,2224,201746
2024-03-30,중랑구,3420,74327
2024-03-31,강남구,4734,157703
2024-03-31,강동구,5777,51823
2024-03-31,강북구,1751,32482
2024-03-31,강서구,11693,108029
2024-03-31,관악구,3038,101189
2024-03-31,광진구,7149,48211
2024-03-31,구로구,4560,69570
2024-03-31,금천구,1699,32008
