일자,자치구,총사용수(B),총사용수(S)
2024-07-04,구로구,6806,131583
2024-07-04,금천구,3187,102675
2024-07-04,노원구,9553,169426
2024-07-04,도봉구,3487,95985
2024-07-04,동대문구,4823,106394
2024-07-04,동작구,2758,92999
2024-07-04,마포구,6539,273898
2024-07-04,서대문구,2813,98250
2024-07-04,서초구,4728,154263
2024-07-04,성동구,5988,129287
2024-07-04,성북구,3229,50309
2024-07-04,송파구,14434,219840
2024-07-04,양천구,9856,37394
2024-07-04,영등포구,13654,338144
2024-07-04,용산구,2721,0
2024-07-04,은평구,3751,129818
2024-07-04,종로구,5350,252692
2024-07-04,중구,3938,278185
2024-07-04,중랑구,4482,92709
2024-07-05,강남구,5767,429922
2024-07-05,강동구,7264,102262
2024-07-05,강북구,2136,50633
2024-07-05,강서구,21717,198109
2024-07-05,관악구,3453,167549
2024-07-05,광진구,7915,67624
2024-07-05,구로구,6892,133859
2024-07-05,금천구,3029,101671
2024-07-05,노원구,10451,174596
2024-07-05,도봉구,3864,99052
2024-07-05,동대문구,5034,109137
2024-07-05,동작구,3034,96591
2024-07-05,마포구,7462,290186
2024-07-05,서대문구,3058,101450
2024-07-05,서초구,5345,165449
2024-07-05,성동구,6420,133681
2024-07-05,성북구,3305,51437
2024-07-05,송파구,15661,206840
2024-07-05,양천구,10820,38214
2024-07-05,영등포구,14638,344936
2024-07-05,용산구,3203,0
2024-07-05,은평구,3964,131707
2024-07-05,종로구,5679,255753
2024-07-05,중구,4204,281040
2024-07-05,중랑구,4677,96453
2024-07-06,강남구,2938,245848
2024-07-06,강동구,4321,64790
2024-07-06,강북구,1312,37743
2024-07-06,강서구,11068,128664
2024-07-06,관악구,2492,126290
2024-07-06,광진구,4727,55465
2024-07-06,구로구,3730,85847
2024-07-06,금천구,1391,38691
2024-07-06,노원구,6186,121023
2024-07-06,도봉구,2353,69811
2024-07-06,동대문구,2746,74984
2024-07-06,동작구,1921,69087
2024-07-06,마포구,4410,225874
2024-07-06,서대문구,1944,76742
2024-07-06,서초구,2695,131095
2024-07-06,성동구,3182,81913
2024-07-06,성북구,1922,33183
2024-07-06,송파구,8991,131516
2024-07-06,양천구,6610,23702
2024-07-06,영등포구,7588,221538
2024-07-06,용산구,1880,0
2024-07-06,은평구,2704,91862
2024-07-06,종로구,2640,178333
2024-07-06,중구,1686,166730
2024-07-06,중랑구,2744,66288
2024-07-07,강남구,2483,148910
2024-07-07,강동구,3734,49079
2024-07-07,강북구,1227,31308
2024-07-07,강서구,8855,101421
2024-07-07,관악구,1952,93905
2024-07-07,광진구,3876,41745
2024-07-07,구로구,3057,64118
2024-07-07,금천구,1017,28444
2024-07-07,노원구,5799,95307
2024-07-07,도봉구,2208,60040
2024-07-07,동대문구,2621,58795
2024-07-07,동작구,1637,50827
2024-07-07,마포구,3987,178961
2024-07-07,서대문구,1729,58222
2024-07-07,서초구,2304,112290
2024-07-07,성동구,2960,65079
2024-07-07,성북구,1878,27481
2024-07-07,송파구,7670,97415
2024-07-07,양천구,5325,17766
2024-07-07,영등포구,6674,169622
2024-07-07,용산구,1820,0
2024-07-07,은평구,2354,71770
2024-07-07,종로구,2356,128212
2024-07-07,중구,1480,128045
2024-07-07,중랑구,2535,51945
2024-07-08,강남구,1428,393451
2024-07-08,강동구,1895,92974
2024-07-08,강북구,741,44720
2024-07-08,강서구,7242,180854
2024-07-08,관악구,880,145097
2024-07-08,광진구,2359,57940
2024-07-08,구로구,1624,124024
2024-07-08,금천구,703,99759
2024-07-08,노원구,3659,156261
2024-07-08,도봉구,1305,87187
2024-07-08,동대문구,1860,97449
2024-07-08,동작구,668,86858
2024-07-08,마포구,1944,250358
2024-07-08,서대문구,994,90460
2024-07-08,서초구,1124,143342
2024-07-08,성동구,1935,117898
2024-07-08,성북구,1126,46421
2024-07-08,송파구,3765,192770
2024-07-08,양천구,2772,35368
2024-07-08,영등포구,3852,315056
2024-07-08,용산구,671,0
2024-07-08,은평구,1267,119025
2024-07-08,종로구,1856,225819
2024-07-08,중구,1218,253122
2024-07-08,중랑구,1527,87352
2024-07-09,강남구,4503,414832
2024-07-09,강동구,5692,97332
2024-07-09,강북구,1645,47831
2024-07-09,강서구,16876,189637
2024-07-09,관악구,2473,155200
2024-07-09,광진구,5515,61503
2024-07-09,구로구,5492,130848
2024-07-09,금천구,2610,102710
2024-07-09,노원구,8588,164632
2024-07-09,도봉구,3049,93484
2024-07-09,동대문구,3963,103598
2024-07-09,동작구,2019,91468
2024-07-09,마포구,5329,265195
2024-07-09,서대문구,2393,95528
2024-07-09,서초구,3724,147992
2024-07-09,성동구,4817,125980
2024-07-09,성북구,2806,48771
2024-07-09,송파구,11812,215930
2024-07-09,양천구,7570,37428
2024-07-09,영등포구,11449,331077
2024-07-09,용산구,2094,0
2024-07-09,은평구,3218,125120
2024-07-09,종로구,4687,239914
2024-07-09,중구,3405,270038
2024-07-09,중랑구,3819,91574
2024-07-10,강남구,5041,417050
2024-07-10,강동구,5757,99010
2024-07-10,강북구,1948,48942
2024-07-10,강서구,20281,192173
2024-07-10,관악구,2764,159399
2024-07-10,광진구,7258,64007
2024-07-10,구로구,6477,133520
2024-07-10,금천구,3140,102636
2024-07-10,노원구,10227,168920
2024-07-10,도봉구,3700,95817
2024-07-10,동대문구,4577,104979
2024-07-10,동작구,2608,92561
2024-07-10,마포구,7226,270671
2024-07-10,서대문구,2999,96716
2024-07-10,서초구,4057,152505
2024-07-10,성동구,6110,129271
2024-07-10,성북구,3098,49757
2024-07-10,송파구,13915,218218
2024-07-10,양천구,9278,37455
2024-07-10,영등포구,13920,340450
2024-07-10,용산구,2868,0
2024-07-10,은평구,3822,128362
2024-07-10,종로구,5646,248906
2024-07-10,중구,4228,275281
2024-07-10,중랑구,4241,92873
2024-07-11,강남구,6073,421039
2024-07-11,강동구,7325,98619
2024-07-11,강북구,2204,49266
2024-07-11,강서구,21941,194092
2024-07-11,관악구,3627,161453
2024-07-11,광진구,8140,63850
2024-07-11,구로구,7525,132709
2024-07-11,금천구,3513,102938
2024-07-11,노원구,10713,169598
2024-07-11,도봉구,3746,96220
2024-07-11,동대문구,5363,106942
2024-07-11,동작구,3058,93124
2024-07-11,마포구,7598,276171
2024-07-11,서대문구,3106,98613
2024-07-11,서초구,5414,154681
2024-07-11,성동구,6629,130980
2024-07-11,성북구,3732,50453
2024-07-11,송파구,15843,218699
2024-07-11,양천구,10603,37173
2024-07-11,영등포구,15748,338989
2024-07-11,용산구,3138,0
2024-07-11,은평구,4108,128936
2024-07-11,종로구,6291,251722
2024-07-11,중구,4518,276477
2024-07-11,중랑구,4789,93360
2024-07-12,강남구,6060,428195
2024-07-12,강동구,7710,102390
2024-07-12,강북구,2219,50718
2024-07-12,강서구,21943,198390
2024-07-12,관악구,3677,167720
2024-07-12,광진구,8014,67502
2024-07-12,구로구,7423,134461
2024-07-12,금천구,3427,101162
2024-07-12,노원구,11054,173514
2024-07-12,도봉구,3968,98937
2024-07-12,동대문구,5428,111329
2024-07-12,동작구,3089,97587
2024-07-12,마포구,7776,285746
2024-07-12,서대문구,3144,101559
2024-07-12,서초구,5480,168323
2024-07-12,성동구,6711,134333
2024-07-12,성북구,3604,51184
2024-07-12,송파구,16477,224042
2024-07-12,양천구,10758,38318
2024-07-12,영등포구,15504,348265
2024-07-12,용산구,3232,0
2024-07-12,은평구,4211,131158
2024-07-12,종로구,6106,255469
2024-07-12,중구,4487,280811
2024-07-12,중랑구,4910,95954
2024-07-13,강남구,4143,252251
2024-07-13,강동구,6222,68228
2024-07-13,강북구,1881,40679
2024-07-13,강서구,14592,136701
2024-07-13,관악구,3334,136085
2024-07-13,광진구,6652,58120
2024-07-13,구로구,4980,89872
2024-07-13,금천구,1751,41402
2024-07-13,노원구,8802,132475
2024-07-13,도봉구,3251,77212
2024-07-13,동대문구,4014,81362
2024-07-13,동작구,2519,73854
2024-07-13,마포구,6202,247271
2024-07-13,서대문구,2487,81491
2024-07-13,서초구,3811,140772
2024-07-13,성동구,4615,93068
2024-07-13,성북구,2846,36007
2024-07-13,송파구,12693,156956
2024-07-13,양천구,8755,26034
2024-07-13,영등포구,10752,232426
2024-07-13,용산구,2612,0
2024-07-13,은평구,3400,99738
2024-07-13,종로구,3527,196332
2024-07-13,중구,2551,179659
2024-07-13,중랑구,4126,72002
2024-07-14,강남구,3603,156832
2024-07-14,강동구,5552,48690
2024-07-14,강북구,1721,31189
2024-07-14,강서구,11724,102406
2024-07-14,관악구,2914,97541
2024-07-14,광진구,6215,41868
2024-07-14,구로구,4428,65921
2024-07-14,금천구,1530,29361
2024-07-14,노원구,7903,97700
2024-07-14,도봉구,2908,59187
2024-07-14,동대문구,3583,60116
2024-07-14,동작구,2415,50670
2024-07-14,마포구,5493,186534
2024-07-14,서대문구,2225,58470
2024-07-14,서초구,3476,117528
2024-07-14,성동구,4015,70017
2024-07-14,성북구,2597,27531
2024-07-14,송파구,11210,117244
2024-07-14,양천구,7825,18910
2024-07-14,영등포구,9544,167974
2024-07-14,용산구,2659,0
2024-07-14,은평구,3164,72186
2024-07-14,종로구,3138,131902
2024-07-14,중구,2031,135514
2024-07-14,중랑구,3562,51126
2024-07-15,강남구,5724,406788
2024-07-15,강동구,7070,97065
2024-07-15,강북구,2148,47858
2024-07-15,강서구,19972,188535
2024-07-15,관악구,3410,152042
2024-07-15,광진구,8006,60703
2024-07-15,구로구,7117,128630
2024-07-15,금천구,3396,101816
2024-07-15,노원구,10323,164402
2024-07-15,도봉구,3697,93079
2024-07-15,동대문구,5166,102726
2024-07-15,동작구,2852,90965
2024-07-15,마포구,7020,266714
2024-07-15,서대문구,2900,94704
2024-07-15,서초구,5189,149435
2024-07-15,성동구,6308,125035
2024-07-15,성북구,3431,48686
2024-07-15,송파구,15436,198303
2024-07-15,양천구,9746,35908
2024-07-15,영등포구,14516,320254
2024-07-15,용산구,2799,0
2024-07-15,은평구,3894,125218
2024-07-15,종로구,5794,236974
2024-07-15,중구,4103,268417
2024-07-15,중랑구,4585,90890
2024-07-16,강남구,3126,417808
2024-07-16,강동구,4057,96432
2024-07-16,강북구,1148,47223
2024-07-16,강서구,12754,189537
2024-07-16,관악구,1894,154649
2024-07-16,광진구,4378,60425
2024-07-16,구로구,4032,128804
2024-07-16,금천구,2111,102069
2024-07-16,노원구,5695,163359
2024-07-16,도봉구,1977,92538
2024-07-16,동대문구,2956,100967
2024-07-16,동작구,1575,91396
2024-07-16,마포구,3621,264809
2024-07-16,서대문구,1654,95214
2024-07-16,서초구,2764,149659
2024-07-16,성동구,3335,125124
2024-07-16,성북구,1949,48243
2024-07-16,송파구,8632,202512
2024-07-16,양천구,5467,36396
2024-07-16,영등포구,8059,333284
2024-07-16,용산구,1435,0
2024-07-16,은평구,2144,124376
2024-07-16,종로구,3330,243723
2024-07-16,중구,2422,274204
2024-07-16,중랑구,2378,90116
2024-07-17,강남구,2659,402244
2024-07-17,강동구,3525,93165
2024-07-17,강북구,446,44524
2024-07-17,강서구,4540,182138
2024-07-17,관악구,1160,151737
2024-07-17,광진구,3016,59045
2024-07-17,구로구,1951,124877
2024-07-17,금천구,1267,99581
2024-07-17,노원구,2646,157770
2024-07-17,도봉구,694,88599
2024-07-17,동대문구,1597,96328
2024-07-17,동작구,994,88564
2024-07-17,마포구,1477,255135
2024-07-17,서대문구,636,89515
2024-07-17,서초구,2202,145462
2024-07-17,성동구,1907,119941
2024-07-17,성북구,897,46552
2024-07-17,송파구,7746,202274
2024-07-17,양천구,2237,34843
2024-07-17,영등포구,3994,323793
2024-07-17,용산구,833,0
2024-07-17,은평구,698,117505
2024-07-17,종로구,1684,230281
2024-07-17,중구,1280,262942
2024-07-17,중랑구,1326,86645
2024-07-18,강남구,1171,393042
2024-07-18,강동구,1849,91856
2024-07-18,강북구,617,44370
2024-07-18,강서구,6144,178250
2024-07-18,관악구,805,145361
2024-07-18,광진구,1977,57769
2024-07-18,구로구,1638,120301
2024-07-18,금천구,901,95722
2024-07-18,노원구,2872,160034
2024-07-18,도봉구,1010,92293
2024-07-18,동대문구,1384,95443
2024-07-18,동작구,683,84739
2024-07-18,마포구,1856,251361
2024-07-18,서대문구,693,87031
2024-07-18,서초구,1028,142378
2024-07-18,성동구,1503,117508
2024-07-18,성북구,846,46736
2024-07-18,송파구,3258,193539
2024-07-18,양천구,2692,34451
2024-07-18,영등포구,3563,315257
2024-07-18,용산구,669,0
2024-07-18,은평구,1139,116045
2024-07-18,종로구,1536,219114
2024-07-18,중구,1175,258605
2024-07-18,중랑구,1339,86181
2024-07-19,강남구,5292,424450
2024-07-19,강동구,6907,101666
2024-07-19,강북구,1951,51339
2024-07-19,강서구,19994,198285
2024-07-19,관악구,3091,167774
2024-07-19,광진구,7376,67386
2024-07-19,구로구,6458,133757
2024-07-19,금천구,3017,101387
2024-07-19,노원구,9952,175350
2024-07-19,도봉구,3511,99324
2024-07-19,동대문구,4931,108436
2024-07-19,동작구,2645,97419
2024-07-19,마포구,7052,288658
2024-07-19,서대문구,2735,101727
2024-07-19,서초구,4695,165469
2024-07-19,성동구,5858,133151
2024-07-19,성북구,3137,50914
2024-07-19,송파구,14514,223162
2024-07-19,양천구,9658,37935
2024-07-19,영등포구,13850,349484
2024-07-19,용산구,2682,0
2024-07-19,은평구,3558,133185
2024-07-19,종로구,5638,256917
2024-07-19,중구,4074,283619
2024-07-19,중랑구,4336,96606
2024-07-20,강남구,2714,232686
2024-07-20,강동구,4010,63408
2024-07-20,강북구,1218,37469
2024-07-20,강서구,9680,128849
2024-07-20,관악구,2020,128245
2024-07-20,광진구,3919,51942
2024-07-20,구로구,3246,83492
2024-07-20,금천구,1155,38150
2024-07-20,노원구,5947,122255
2024-07-20,도봉구,2228,70938
2024-07-20,동대문구,2700,75427
2024-07-20,동작구,1636,70484
2024-07-20,마포구,3791,225721
2024-07-20,서대문구,1618,74927
2024-07-20,서초구,2337,128279
2024-07-20,성동구,2705,83462
2024-07-20,성북구,1886,33209
2024-07-20,송파구,8165,137338
2024-07-20,양천구,5712,23702
2024-07-20,영등포구,6548,209617
2024-07-20,용산구,1643,0
2024-07-20,은평구,2280,91660
2024-07-20,종로구,2417,176553
2024-07-20,중구,1505,164939
2024-07-20,중랑구,2521,67569
2024-07-21,강남구,2982,143757
2024-07-21,강동구,4558,45125
2024-07-21,강북구,1327,29440
2024-07-21,강서구,10663,97973
2024-07-21,관악구,2363,95035
2024-07-21,광진구,4947,39768
2024-07-21,구로구,3806,61891
2024-07-21,금천구,1243,27323
2024-07-21,노원구,6158,89717
2024-07-21,도봉구,2280,54737
2024-07-21,동대문구,2770,55686
2024-07-21,동작구,1992,48661
2024-07-21,마포구,5139,176975
2024-07-21,서대문구,1976,56432
2024-07-21,서초구,2814,108454
2024-07-21,성동구,3421,63826
2024-07-21,성북구,2051,26351
2024-07-21,송파구,9519,100865
2024-07-21,양천구,6612,16839
2024-07-21,영등포구,7994,157234
2024-07-21,용산구,2124,0
2024-07-21,은평구,2650,67508
2024-07-21,종로구,2546,122125
2024-07-21,중구,1827,127364
2024-07-21,중랑구,2733,48590
2024-07-22,강남구,3225,397928
2024-07-22,강동구,4080,92733
2024-07-22,강북구,938,44637
2024-07-22,강서구,10685,179708
2024-07-22,관악구,1661,146861
2024-07-22,광진구,4562,57865
2024-07-22,구로구,3418,123411
2024-07-22,금천구,1866,99596
2024-07-22,노원구,4747,154769
2024-07-22,도봉구,1596,86606
2024-07-22,동대문구,2572,96992
2024-07-22,동작구,1440,87004
2024-07-22,마포구,3162,257717
2024-07-22,서대문구,1462,88879
2024-07-22,서초구,2885,144929
2024-07-22,성동구,3240,120935
2024-07-22,성북구,1563,47038
2024-07-22,송파구,8937,190198
2024-07-22,양천구,4985,34497
2024-07-22,영등포구,7557,315572
2024-07-22,용산구,1311,0
2024-07-22,은평구,1604,117305
2024-07-22,종로구,2850,225724
2024-07-22,중구,2177,262300
2024-07-22,중랑구,2249,86308
2024-07-23,강남구,3875,412144
2024-07-23,강동구,4746,94583
2024-07-23,강북구,1412,45912
2024-07-23,강서구,15542,185248
2024-07-23,관악구,2369,152078
2024-07-23,광진구,4951,60328
2024-07-23,구로구,4660,129586
2024-07-23,금천구,2373,101805
2024-07-23,노원구,6605,159486
2024-07-23,도봉구,2381,90291
2024-07-23,동대문구,3376,99221
2024-07-23,동작구,2002,89563
2024-07-23,마포구,4930,266803
2024-07-23,서대문구,2083,91720
2024-07-23,서초구,3491,147294
2024-07-23,성동구,4262,124835
2024-07-23,성북구,2194,47493
2024-07-23,송파구,9832,200555
2024-07-23,양천구,6822,35555
2024-07-23,영등포구,10002,327718
2024-07-23,용산구,1828,0
2024-07-23,은평구,2708,121612
2024-07-23,종로구,3896,236972
2024-07-23,중구,2835,269428
2024-07-23,중랑구,2887,88795
2024-07-24,강남구,4022,418345
2024-07-24,강동구,4978,96357
2024-07-24,강북구,1632,47717
2024-07-24,강서구,16512,190067
2024-07-24,관악구,2583,156968
2024-07-24,광진구,6295,61293
2024-07-24,구로구,5166,132542
2024-07-24,금천구,2345,102301
2024-07-24,노원구,8335,164993
2024-07-24,도봉구,2882,93259
2024-07-24,동대문구,3909,102966
2024-07-24,동작구,2082,90824
2024-07-24,마포구,5737,274283
2024-07-24,서대문구,2281,94580
2024-07-24,서초구,3522,151655
2024-07-24,성동구,4692,129114
2024-07-24,성북구,2600,49176
2024-07-24,송파구,10440,204096
2024-07-24,양천구,7978,36308
2024-07-24,영등포구,10521,336879
2024-07-24,용산구,2212,0
2024-07-24,은평구,3135,126501
2024-07-24,종로구,4501,248091
2024-07-24,중구,3265,276901
2024-07-24,중랑구,3683,91359
2024-07-25,강남구,4218,426470
2024-07-25,강동구,5355,97684
2024-07-25,강북구,1714,47773
2024-07-25,강서구,17480,189863
2024-07-25,관악구,2790,159629
2024-07-25,광진구,6166,61747
2024-07-25,구로구,5526,129822
2024-07-25,금천구,2740,101175
2024-07-25,노원구,7511,164656
2024-07-25,도봉구,2813,93799
2024-07-25,동대문구,4006,103616
2024-07-25,동작구,2251,91764
2024-07-25,마포구,5887,276549
2024-07-25,서대문구,2412,94481
2024-07-25,서초구,3980,154742
2024-07-25,성동구,4883,128282
2024-07-25,성북구,2428,49021
2024-07-25,송파구,11117,213285
2024-07-25,양천구,7840,36262
2024-07-25,영등포구,11732,336832
2024-07-25,용산구,2264,0
2024-07-25,은평구,3315,127161
2024-07-25,종로구,4692,251633
2024-07-25,중구,3365,278161
2024-07-25,중랑구,3309,91069
2024-07-26,강남구,3678,419923
2024-07-26,강동구,4757,95573
2024-07-26,강북구,1259,47184
2024-07-26,강서구,15703,187714
2024-07-26,관악구,2723,161653
2024-07-26,광진구,5338,63487
2024-07-26,구로구,4939,128865
2024-07-26,금천구,2529,98412
2024-07-26,노원구,6900,163066
2024-07-26,도봉구,2279,92461
2024-07-26,동대문구,3539,103071
2024-07-26,동작구,2085,93234
2024-07-26,마포구,4998,279631
2024-07-26,서대문구,2104,94082
2024-07-26,서초구,3491,163743
2024-07-26,성동구,4266,128600
2024-07-26,성북구,2209,48483
2024-07-26,송파구,10015,199561
2024-07-26,양천구,7353,36074
2024-07-26,영등포구,10757,338020
2024-07-26,용산구,2019,0
2024-07-26,은평구,2682,126120
2024-07-26,종로구,4200,246371
2024-07-26,중구,3107,272066
2024-07-26,중랑구,3150,91446
2024-07-27,강남구,2368,225004
2024-07-27,강동구,3792,61077
2024-07-27,강북구,1102,36105
2024-07-27,강서구,9845,122602
2024-07-27,관악구,2075,120054
2024-07-27,광진구,3880,51162
2024-07-27,구로구,2982,81064
2024-07-27,금천구,1154,36665
2024-07-27,노원구,4789,118411
2024-07-27,도봉구,1802,68198
2024-07-27,동대문구,2261,71584
2024-07-27,동작구,1487,67209
2024-07-27,마포구,3193,210806
2024-07-27,서대문구,1469,71232
2024-07-27,서초구,2290,125411
2024-07-27,성동구,2490,77923
2024-07-27,성북구,1510,31557
2024-07-27,송파구,7439,127526
2024-07-27,양천구,5004,23186
2024-07-27,영등포구,5865,202253
2024-07-27,용산구,1279,0
2024-07-27,은평구,2057,90603
2024-07-27,종로구,1965,171649
2024-07-27,중구,1290,152884
2024-07-27,중랑구,2191,64741
2024-07-28,강남구,3021,137518
2024-07-28,강동구,4713,45748
2024-07-28,강북구,1505,29731
2024-07-28,강서구,10658,95778
2024-07-28,관악구,2646,90151
2024-07-28,광진구,5279,39594
2024-07-28,구로구,3769,60590
2024-07-28,금천구,1285,27042
2024-07-28,노원구,7088,90940
2024-07-28,도봉구,2538,56124
2024-07-28,동대문구,3090,55137
2024-07-28,동작구,2141,48367
2024-07-28,마포구,5157,169514
2024-07-28,서대문구,1982,53484
2024-07-28,서초구,2868,109885
2024-07-28,성동구,3512,63475
2024-07-28,성북구,2233,26079
2024-07-28,송파구,9503,100453
2024-07-28,양천구,6641,17219
2024-07-28,영등포구,8593,157797
2024-07-28,용산구,2256,0
2024-07-28,은평구,2722,68984
2024-07-28,종로구,2839,124367
2024-07-28,중구,1853,124929
2024-07-28,중랑구,3066,48502
2024-07-29,강남구,4615,383982
2024-07-29,강동구,5791,89323
2024-07-29,강북구,1600,44446
2024-07-29,강서구,17719,175221
2024-07-29,관악구,3058,144722
2024-07-29,광진구,6620,57560
2024-07-29,구로구,5651,120957
2024-07-29,금천구,2885,94984
2024-07-29,노원구,7849,151109
2024-07-29,도봉구,2706,86367
2024-07-29,동대문구,4247,94402
2024-07-29,동작구,2422,84816
2024-07-29,마포구,6242,252640
2024-07-29,서대문구,2522,84723
2024-07-29,서초구,4171,145222
2024-07-29,성동구,5167,116814
2024-07-29,성북구,2810,44383
2024-07-29,송파구,12021,180899
2024-07-29,양천구,8454,32947
2024-07-29,영등포구,12540,309755
2024-07-29,용산구,2500,0
2024-07-29,은평구,3246,116541
2024-07-29,종로구,4929,229077
2024-07-29,중구,3708,255475
2024-07-29,중랑구,3787,84751
2024-07-30,강남구,4844,397041
2024-07-30,강동구,6240,91629
2024-07-30,강북구,1950,45608
2024-07-30,강서구,19198,179915
2024-07-30,관악구,3309,151202
2024-07-30,광진구,6746,59217
2024-07-30,구로구,6002,123167
2024-07-30,금천구,3070,95881
2024-07-30,노원구,9144,156802
2024-07-30,도봉구,3150,89979
2024-07-30,동대문구,4663,97478
2024-07-30,동작구,2691,87183
2024-07-30,마포구,6758,265348
2024-07-30,서대문구,2767,90132
2024-07-30,서초구,4605,148909
2024-07-30,성동구,5819,121581
2024-07-30,성북구,3190,45954
2024-07-30,송파구,13091,201008
2024-07-30,양천구,8908,34106
2024-07-30,영등포구,13103,320713
2024-07-30,용산구,2643,0
2024-07-30,은평구,3423,120781
2024-07-30,종로구,5391,244236
2024-07-30,중구,3944,267457
2024-07-30,중랑구,4124,87396
2024-07-31,강남구,5072,398955
2024-07-31,강동구,6340,92341
2024-07-31,강북구,1929,46134
2024-07-31,강서구,18797,181910
2024-07-31,관악구,3320,154295
2024-07-31,광진구,6835,61325
2024-07-31,구로구,6076,123433
2024-07-31,금천구,2971,93381
2024-07-31,노원구,9183,158636
2024-07-31,도봉구,3231,89605
2024-07-31,동대문구,4464,97590
2024-07-31,동작구,2599,87633
2024-07-31,마포구,7428,280506
2024-07-31,서대문구,2651,89904
2024-07-31,서초구,4393,151996
2024-07-31,성동구,5505,120449
2024-07-31,성북구,2994,46541
2024-07-31,송파구,13272,201788
2024-07-31,양천구,8950,33887
2024-07-31,영등포구,12817,324990
2024-07-31,용산구,2670,0
2024-07-31,은평구,3381,121228
2024-07-31,종로구,5263,237711
2024-07-31,중구,3869,265366
2024-07-31,중랑구,4087,87635
2024-08-01,강남구,4726,393672
2024-08-01,강동구,6152,89024
2024-08-01,강북구,1954,44423
2024-08-01,강서구,18321,178371
2024-08-01,관악구,3174,151347
2024-08-01,광진구,6677,59006
2024-08-01,구로구,5618,118428
2024-08-01,금천구,2871,90665
2024-08-01,노원구,8678,152287
2024-08-01,도봉구,3205,86550
2024-08-01,동대문구,4523,94580
2024-08-01,동작구,2587,85464
2024-08-01,마포구,6392,262583
2024-08-01,서대문구,2640,88704
2024-08-01,서초구,4379,147563
2024-08-01,성동구,5531,118870
2024-08-01,성북구,2944,45331
2024-08-01,송파구,13148,197750
2024-08-01,양천구,8582,33088
2024-08-01,영등포구,12753,318175
2024-08-01,용산구,2488,0
2024-08-01,은평구,3523,117195
2024-08-01,종로구,4955,226420
2024-08-01,중구,3848,258023
2024-08-01,중랑구,4076,84720
2024-08-02,강남구,4484,390633
2024-08-02,강동구,6087,88593
2024-08-02,강북구,1813,44183
2024-08-02,강서구,17798,176077
2024-08-02,관악구,3177,152162
2024-08-02,광진구,6737,60997
2024-08-02,구로구,5598,116867
2024-08-02,금천구,2734,87238
2024-08-02,노원구,8643,151669
2024-08-02,도봉구,3022,86844
2024-08-02,동대문구,4190,95177
2024-08-02,동작구,2345,87193
2024-08-02,마포구,6316,268652
2024-08-02,서대문구,2522,89188
2024-08-02,서초구,4195,154885
2024-08-02,성동구,5099,118673
2024-08-02,성북구,2708,44296
2024-08-02,송파구,12772,190394
2024-08-02,양천구,8278,32769
2024-08-02,영등포구,12411,316291
2024-08-02,용산구,2392,0
2024-08-02,은평구,3214,116556
2024-08-02,종로구,4654,224184
2024-08-02,중구,3514,255369
2024-08-02,중랑구,3755,85515
2024-08-03,강남구,3043,214840
2024-08-03,강동구,4936,56894
2024-08-03,강북구,1602,34504
2024-08-03,강서구,11787,117307
2024-08-03,관악구,2794,113629
2024-08-03,광진구,5170,48782
2024-08-03,구로구,4087,76407
2024-08-03,금천구,1416,33600
2024-08-03,노원구,7143,111946
2024-08-03,도봉구,2591,65859
2024-08-03,동대문구,3165,67539
2024-08-03,동작구,2126,63324
2024-08-03,마포구,5478,225990
2024-08-03,서대문구,2015,68344
2024-08-03,서초구,2947,123817
2024-08-03,성동구,3314,74819
2024-08-03,성북구,2269,29614
2024-08-03,송파구,9788,133804
2024-08-03,양천구,6794,21131
2024-08-03,영등포구,8789,194680
2024-08-03,용산구,2078,0
2024-08-03,은평구,2905,86632
2024-08-03,종로구,2732,158329
2024-08-03,중구,1863,147278
2024-08-03,중랑구,3207,62299
2024-08-04,강남구,2562,131123
2024-08-04,강동구,4209,42353
2024-08-04,강북구,1360,27745
2024-08-04,강서구,9830,90152
2024-08-04,관악구,2476,83563
2024-08-04,광진구,4718,37305
2024-08-04,구로구,3453,55949
2024-08-04,금천구,1265,24123
2024-08-04,노원구,6289,84341
2024-08-04,도봉구,2237,51973
2024-08-04,동대문구,2629,51236
2024-08-04,동작구,1723,45425
2024-08-04,마포구,4215,157138
2024-08-04,서대문구,1746,50683
2024-08-04,서초구,2609,107689
2024-08-04,성동구,2791,55275
2024-08-04,성북구,1914,24103
2024-08-04,송파구,7997,99600
2024-08-04,양천구,6025,15171
2024-08-04,영등포구,7764,144928
2024-08-04,용산구,1775,0
2024-08-04,은평구,2384,65064
2024-08-04,종로구,2364,111318
2024-08-04,중구,1525,112728
2024-08-04,중랑구,2785,45743
2024-08-05,강남구,3756,378007
2024-08-05,강동구,5022,88300
2024-08-05,강북구,1266,42314
2024-08-05,강서구,17423,173856
2024-08-05,관악구,2665,141690
2024-08-05,광진구,5314,55954
2024-08-05,구로구,5331,116800
2024-08-05,금천구,2829,93506
2024-08-05,노원구,6673,147933
2024-08-05,도봉구,2457,83032
2024-08-05,동대문구,3221,91817
2024-08-05,동작구,2042,82699
2024-08-05,마포구,5628,243663
2024-08-05,서대문구,2175,84548
2024-08-05,서초구,3569,141928
2024-08-05,성동구,4236,111495
2024-08-05,성북구,2096,42411
2024-08-05,송파구,10771,178259
2024-08-05,양천구,8354,32649
2024-08-05,영등포구,11974,298498
2024-08-05,용산구,1973,0
2024-08-05,은평구,3074,114132
2024-08-05,종로구,3959,204987
