일자,자치구,총사용수,type
2024-01-11,노원구,164085,Subway
2024-01-11,도봉구,92243,Subway
2024-01-11,동대문구,103443,Subway
2024-01-11,동작구,92206,Subway
2024-01-11,마포구,266822,Subway
2024-01-11,서대문구,93998,Subway
2024-01-11,서초구,150138,Subway
2024-01-11,성동구,123209,Subway
2024-01-11,성북구,48515,Subway
2024-01-11,송파구,199344,Subway
2024-01-11,양천구,36884,Subway
2024-01-11,영등포구,330984,Subway
2024-01-11,은평구,124181,Subway
2024-01-11,종로구,247071,Subway
2024-01-11,중구,263690,Subway
2024-01-11,중랑구,65765,Subway
2024-01-12,강남구,425884,Subway
2024-01-12,강동구,97928,Subway
2024-01-12,강북구,47827,Subway
2024-01-12,강서구,192395,Subway
2024-01-12,관악구,165298,Subway
2024-01-12,광진구,66981,Subway
2024-01-12,구로구,132596,Subway
2024-01-12,금천구,103335,Subway
2024-01-12,노원구,169029,Subway
2024-01-12,도봉구,95576,Subway
2024-01-12,동대문구,106762,Subway
2024-01-12,동작구,97770,Subway
2024-01-12,마포구,277724,Subway
2024-01-12,서대문구,98251,Subway
2024-01-12,서초구,160645,Subway
2024-01-12,성동구,126947,Subway
2024-01-12,성북구,49127,Subway
2024-01-12,송파구,204400,Subway
2024-01-12,양천구,37408,Subway
2024-01-12,영등포구,343509,Subway
2024-01-12,은평구,127051,Subway
2024-01-12,종로구,251196,Subway
2024-01-12,중구,272056,Subway
2024-01-12,중랑구,67411,Subway
2024-01-13,강남구,246712,Subway
2024-01-13,강동구,65747,Subway
2024-01-13,강북구,39809,Subway
2024-01-13,강서구,132010,Subway
2024-01-13,관악구,133386,Subway
2024-01-13,광진구,57819,Subway
2024-01-13,구로구,88144,Subway
2024-01-13,금천구,40467,Subway
2024-01-13,노원구,128141,Subway
2024-01-13,도봉구,73743,Subway
2024-01-13,동대문구,79645,Subway
2024-01-13,동작구,75364,Subway
2024-01-13,마포구,232970,Subway
2024-01-13,서대문구,77495,Subway
2024-01-13,서초구,130672,Subway
2024-01-13,성동구,82744,Subway
2024-01-13,성북구,34826,Subway
2024-01-13,송파구,133844,Subway
2024-01-13,양천구,25233,Subway
2024-01-13,영등포구,226101,Subway
2024-01-13,은평구,94983,Subway
2024-01-13,종로구,191740,Subway
2024-01-13,중구,163713,Subway
2024-01-13,중랑구,50060,Subway
2024-01-14,강남구,137121,Subway
2024-01-14,강동구,43984,Subway
2024-01-14,강북구,25736,Subway
2024-01-14,강서구,92159,Subway
2024-01-14,관악구,88514,Subway
2024-01-14,광진구,39131,Subway
2024-01-14,구로구,58560,Subway
2024-01-14,금천구,25653,Subway
2024-01-14,노원구,86305,Subway
2024-01-14,도봉구,51087,Subway
2024-01-14,동대문구,50681,Subway
2024-01-14,동작구,47190,Subway
2024-01-14,마포구,162769,Subway
2024-01-14,서대문구,50788,Subway
2024-01-14,서초구,100787,Subway
2024-01-14,성동구,53446,Subway
2024-01-14,성북구,25291,Subway
2024-01-14,송파구,88886,Subway
2024-01-14,양천구,16331,Subway
2024-01-14,영등포구,152687,Subway
2024-01-14,은평구,63305,Subway
2024-01-14,종로구,115465,Subway
2024-01-14,중구,111533,Subway
2024-01-14,중랑구,45789,Subway
2024-01-15,강남구,402629,Subway
2024-01-15,강동구,92934,Subway
2024-01-15,강북구,44771,Subway
2024-01-15,강서구,182660,Subway
2024-01-15,관악구,147528,Subway
2024-01-15,광진구,60071,Subway
2024-01-15,구로구,125733,Subway
2024-01-15,금천구,101475,Subway
2024-01-15,노원구,157232,Subway
2024-01-15,도봉구,87790,Subway
2024-01-15,동대문구,98810,Subway
2024-01-15,동작구,88552,Subway
2024-01-15,마포구,254500,Subway
2024-01-15,서대문구,90184,Subway
2024-01-15,서초구,143109,Subway
2024-01-15,성동구,115680,Subway
2024-01-15,성북구,46260,Subway
2024-01-15,송파구,190818,Subway
2024-01-15,양천구,35124,Subway
2024-01-15,영등포구,316383,Subway
2024-01-15,은평구,119118,Subway
2024-01-15,종로구,228503,Subway
2024-01-15,중구,252520,Subway
2024-01-15,중랑구,86926,Subway
2024-01-16,강남구,416164,Subway
2024-01-16,강동구,95256,Subway
2024-01-16,강북구,45915,Subway
2024-01-16,강서구,186490,Subway
2024-01-16,관악구,152692,Subway
2024-01-16,광진구,61822,Subway
2024-01-16,구로구,129149,Subway
2024-01-16,금천구,102491,Subway
2024-01-16,노원구,161372,Subway
2024-01-16,도봉구,91711,Subway
2024-01-16,동대문구,100975,Subway
2024-01-16,동작구,90584,Subway
2024-01-16,마포구,259472,Subway
2024-01-16,서대문구,92725,Subway
2024-01-16,서초구,145702,Subway
2024-01-16,성동구,120779,Subway
2024-01-16,성북구,47284,Subway
2024-01-16,송파구,196755,Subway
2024-01-16,양천구,36661,Subway
2024-01-16,영등포구,324929,Subway
2024-01-16,은평구,122807,Subway
2024-01-16,종로구,238583,Subway
2024-01-16,중구,261593,Subway
2024-01-16,중랑구,89012,Subway
2024-01-17,강남구,419504,Subway
2024-01-17,강동구,96056,Subway
2024-01-17,강북구,45457,Subway
2024-01-17,강서구,186334,Subway
2024-01-17,관악구,153534,Subway
2024-01-17,광진구,62102,Subway
2024-01-17,구로구,128374,Subway
2024-01-17,금천구,102606,Subway
2024-01-17,노원구,162856,Subway
2024-01-17,도봉구,91026,Subway
2024-01-17,동대문구,102423,Subway
2024-01-17,동작구,90811,Subway
2024-01-17,마포구,262182,Subway
2024-01-17,서대문구,92470,Subway
2024-01-17,서초구,148839,Subway
2024-01-17,성동구,121518,Subway
2024-01-17,성북구,47569,Subway
2024-01-17,송파구,199792,Subway
2024-01-17,양천구,36025,Subway
2024-01-17,영등포구,330425,Subway
2024-01-17,은평구,121758,Subway
2024-01-17,종로구,247617,Subway
2024-01-17,중구,269372,Subway
2024-01-17,중랑구,88747,Subway
2024-01-18,강남구,418061,Subway
2024-01-18,강동구,96732,Subway
2024-01-18,강북구,46641,Subway
2024-01-18,강서구,189124,Subway
2024-01-18,관악구,156900,Subway
2024-01-18,광진구,63400,Subway
2024-01-18,구로구,130664,Subway
2024-01-18,금천구,103327,Subway
2024-01-18,노원구,163796,Subway
2024-01-18,도봉구,92370,Subway
2024-01-18,동대문구,104512,Subway
2024-01-18,동작구,92737,Subway
2024-01-18,마포구,266040,Subway
2024-01-18,서대문구,92541,Subway
2024-01-18,서초구,149178,Subway
2024-01-18,성동구,122706,Subway
2024-01-18,성북구,48340,Subway
2024-01-18,송파구,201658,Subway
2024-01-18,양천구,36927,Subway
2024-01-18,영등포구,332370,Subway
2024-01-18,은평구,123947,Subway
2024-01-18,종로구,248113,Subway
2024-01-18,중구,266273,Subway
2024-01-18,중랑구,90307,Subway
2024-01-19,강남구,423334,Subway
2024-01-19,강동구,98106,Subway
2024-01-19,강북구,48409,Subway
2024-01-19,강서구,193018,Subway
2024-01-19,관악구,165728,Subway
2024-01-19,광진구,66669,Subway
2024-01-19,구로구,132852,Subway
2024-01-19,금천구,102872,Subway
2024-01-19,노원구,169206,Subway
2024-01-19,도봉구,97062,Subway
2024-01-19,동대문구,108136,Subway
2024-01-19,동작구,97732,Subway
2024-01-19,마포구,278352,Subway
2024-01-19,서대문구,95210,Subway
2024-01-19,서초구,160615,Subway
2024-01-19,성동구,126083,Subway
2024-01-19,성북구,49302,Subway
2024-01-19,송파구,209673,Subway
2024-01-19,양천구,37410,Subway
2024-01-19,영등포구,341143,Subway
2024-01-19,은평구,127589,Subway
2024-01-19,종로구,256136,Subway
2024-01-19,중구,272411,Subway
2024-01-19,중랑구,92887,Subway
2024-01-20,강남구,242404,Subway
2024-01-20,강동구,66809,Subway
2024-01-20,강북구,38354,Subway
2024-01-20,강서구,130443,Subway
2024-01-20,관악구,131719,Subway
2024-01-20,광진구,56575,Subway
2024-01-20,구로구,86210,Subway
2024-01-20,금천구,39490,Subway
2024-01-20,노원구,125377,Subway
2024-01-20,도봉구,72002,Subway
2024-01-20,동대문구,78253,Subway
2024-01-20,동작구,73505,Subway
2024-01-20,마포구,226328,Subway
2024-01-20,서대문구,75191,Subway
2024-01-20,서초구,130066,Subway
2024-01-20,성동구,81779,Subway
2024-01-20,성북구,34700,Subway
2024-01-20,송파구,133525,Subway
2024-01-20,양천구,24664,Subway
2024-01-20,영등포구,221245,Subway
2024-01-20,은평구,93202,Subway
2024-01-20,종로구,193011,Subway
2024-01-20,중구,164044,Subway
2024-01-20,중랑구,68557,Subway
2024-01-21,강남구,141832,Subway
2024-01-21,강동구,46052,Subway
2024-01-21,강북구,28249,Subway
2024-01-21,강서구,97032,Subway
2024-01-21,관악구,91368,Subway
2024-01-21,광진구,42140,Subway
2024-01-21,구로구,62505,Subway
2024-01-21,금천구,27297,Subway
2024-01-21,노원구,91447,Subway
2024-01-21,도봉구,54939,Subway
2024-01-21,동대문구,58858,Subway
2024-01-21,동작구,49823,Subway
2024-01-21,마포구,166887,Subway
2024-01-21,서대문구,52945,Subway
2024-01-21,서초구,102436,Subway
2024-01-21,성동구,56876,Subway
2024-01-21,성북구,26253,Subway
2024-01-21,송파구,90484,Subway
2024-01-21,양천구,17085,Subway
2024-01-21,영등포구,157266,Subway
2024-01-21,은평구,66914,Subway
2024-01-21,종로구,126410,Subway
2024-01-21,중구,118594,Subway
2024-01-21,중랑구,49138,Subway
2024-01-22,강남구,393290,Subway
2024-01-22,강동구,91928,Subway
2024-01-22,강북구,43371,Subway
2024-01-22,강서구,178071,Subway
2024-01-22,관악구,142320,Subway
2024-01-22,광진구,58918,Subway
2024-01-22,구로구,122055,Subway
2024-01-22,금천구,99877,Subway
2024-01-22,노원구,154248,Subway
2024-01-22,도봉구,85310,Subway
2024-01-22,동대문구,95471,Subway
2024-01-22,동작구,85412,Subway
2024-01-22,마포구,243047,Subway
2024-01-22,서대문구,85463,Subway
2024-01-22,서초구,139246,Subway
2024-01-22,성동구,113018,Subway
2024-01-22,성북구,45204,Subway
2024-01-22,송파구,188793,Subway
2024-01-22,양천구,34369,Subway
2024-01-22,영등포구,310728,Subway
2024-01-22,은평구,116108,Subway
2024-01-22,종로구,222472,Subway
2024-01-22,중구,248966,Subway
2024-01-22,중랑구,84319,Subway
2024-01-23,강남구,392819,Subway
2024-01-23,강동구,88248,Subway
2024-01-23,강북구,42022,Subway
2024-01-23,강서구,168704,Subway
2024-01-23,관악구,141975,Subway
2024-01-23,광진구,57140,Subway
2024-01-23,구로구,119308,Subway
2024-01-23,금천구,97479,Subway
2024-01-23,노원구,148058,Subway
2024-01-23,도봉구,81828,Subway
2024-01-23,동대문구,91324,Subway
2024-01-23,동작구,83181,Subway
2024-01-23,마포구,237540,Subway
2024-01-23,서대문구,83134,Subway
2024-01-23,서초구,133987,Subway
2024-01-23,성동구,110858,Subway
2024-01-23,성북구,43703,Subway
2024-01-23,송파구,183130,Subway
2024-01-23,양천구,33713,Subway
2024-01-23,영등포구,305813,Subway
2024-01-23,은평구,112207,Subway
2024-01-23,종로구,217643,Subway
2024-01-23,중구,248163,Subway
2024-01-23,중랑구,81920,Subway
2024-01-24,강남구,399175,Subway
2024-01-24,강동구,91849,Subway
2024-01-24,강북구,44315,Subway
2024-01-24,강서구,181270,Subway
2024-01-24,관악구,147255,Subway
2024-01-24,광진구,60412,Subway
2024-01-24,구로구,123203,Subway
2024-01-24,금천구,99338,Subway
2024-01-24,노원구,154428,Subway
2024-01-24,도봉구,85699,Subway
2024-01-24,동대문구,96189,Subway
2024-01-24,동작구,86099,Subway
2024-01-24,마포구,247047,Subway
2024-01-24,서대문구,86456,Subway
2024-01-24,서초구,141156,Subway
2024-01-24,성동구,116004,Subway
2024-01-24,성북구,45656,Subway
2024-01-24,송파구,189983,Subway
2024-01-24,양천구,34376,Subway
2024-01-24,영등포구,316671,Subway
2024-01-24,은평구,117266,Subway
2024-01-24,종로구,228891,Subway
2024-01-24,중구,255950,Subway
2024-01-24,중랑구,84973,Subway
2024-01-25,강남구,409951,Subway
2024-01-25,강동구,94479,Subway
2024-01-25,강북구,46426,Subway
2024-01-25,강서구,185414,Subway
2024-01-25,관악구,152541,Subway
2024-01-25,광진구,62439,Subway
2024-01-25,구로구,126229,Subway
2024-01-25,금천구,101133,Subway
2024-01-25,노원구,159859,Subway
2024-01-25,도봉구,89583,Subway
2024-01-25,동대문구,101402,Subway
2024-01-25,동작구,89331,Subway
2024-01-25,마포구,259492,Subway
2024-01-25,서대문구,89542,Subway
2024-01-25,서초구,146147,Subway
2024-01-25,성동구,119475,Subway
2024-01-25,성북구,47299,Subway
2024-01-25,송파구,194733,Subway
2024-01-25,양천구,35854,Subway
2024-01-25,영등포구,326084,Subway
2024-01-25,은평구,122099,Subway
2024-01-25,종로구,240775,Subway
2024-01-25,중구,264186,Subway
2024-01-25,중랑구,88312,Subway
2024-01-26,강남구,419327,Subway
2024-01-26,강동구,97391,Subway
2024-01-26,강북구,47783,Subway
2024-01-26,강서구,190196,Subway
2024-01-26,관악구,163337,Subway
2024-01-26,광진구,65848,Subway
2024-01-26,구로구,130567,Subway
2024-01-26,금천구,101960,Subway
2024-01-26,노원구,168231,Subway
2024-01-26,도봉구,95141,Subway
2024-01-26,동대문구,107431,Subway
2024-01-26,동작구,95913,Subway
2024-01-26,마포구,276076,Subway
2024-01-26,서대문구,93845,Subway
2024-01-26,서초구,159694,Subway
2024-01-26,성동구,123688,Subway
2024-01-26,성북구,48750,Subway
2024-01-26,송파구,202451,Subway
2024-01-26,양천구,37187,Subway
2024-01-26,영등포구,340155,Subway
2024-01-26,은평구,126390,Subway
2024-01-26,종로구,249579,Subway
2024-01-26,중구,270050,Subway
2024-01-26,중랑구,92427,Subway
2024-01-27,강남구,240276,Subway
2024-01-27,강동구,65031,Subway
2024-01-27,강북구,38247,Subway
2024-01-27,강서구,132259,Subway
2024-01-27,관악구,129615,Subway
2024-01-27,광진구,56446,Subway
2024-01-27,구로구,86292,Subway
2024-01-27,금천구,40033,Subway
2024-01-27,노원구,126127,Subway
2024-01-27,도봉구,73374,Subway
2024-01-27,동대문구,81384,Subway
2024-01-27,동작구,72313,Subway
2024-01-27,마포구,227026,Subway
2024-01-27,서대문구,75003,Subway
2024-01-27,서초구,129335,Subway
2024-01-27,성동구,81417,Subway
2024-01-27,성북구,34453,Subway
2024-01-27,송파구,137231,Subway
2024-01-27,양천구,24931,Subway
2024-01-27,영등포구,221909,Subway
2024-01-27,은평구,93957,Subway
2024-01-27,종로구,190179,Subway
2024-01-27,중구,169067,Subway
2024-01-27,중랑구,69035,Subway
2024-01-28,강남구,140990,Subway
2024-01-28,강동구,46107,Subway
2024-01-28,강북구,28195,Subway
2024-01-28,강서구,97073,Subway
2024-01-28,관악구,92458,Subway
2024-01-28,광진구,41038,Subway
2024-01-28,구로구,61708,Subway
2024-01-28,금천구,27882,Subway
2024-01-28,노원구,92084,Subway
2024-01-28,도봉구,56510,Subway
2024-01-28,동대문구,60451,Subway
2024-01-28,동작구,49949,Subway
2024-01-28,마포구,170536,Subway
2024-01-28,서대문구,53859,Subway
2024-01-28,서초구,102991,Subway
2024-01-28,성동구,59252,Subway
2024-01-28,성북구,26689,Subway
2024-01-28,송파구,96176,Subway
2024-01-28,양천구,17219,Subway
2024-01-28,영등포구,158372,Subway
2024-01-28,은평구,68221,Subway
2024-01-28,종로구,128909,Subway
2024-01-28,중구,123826,Subway
2024-01-28,중랑구,49066,Subway
2024-01-29,강남구,399904,Subway
2024-01-29,강동구,94065,Subway
2024-01-29,강북구,46036,Subway
2024-01-29,강서구,184555,Subway
2024-01-29,관악구,147230,Subway
2024-01-29,광진구,60423,Subway
2024-01-29,구로구,127051,Subway
2024-01-29,금천구,102475,Subway
2024-01-29,노원구,159515,Subway
2024-01-29,도봉구,90513,Subway
2024-01-29,동대문구,101693,Subway
2024-01-29,동작구,88359,Subway
2024-01-29,마포구,251133,Subway
2024-01-29,서대문구,87545,Subway
2024-01-29,서초구,143867,Subway
2024-01-29,성동구,117625,Subway
2024-01-29,성북구,46555,Subway
2024-01-29,송파구,192901,Subway
2024-01-29,양천구,35662,Subway
2024-01-29,영등포구,319624,Subway
2024-01-29,은평구,120931,Subway
2024-01-29,종로구,231199,Subway
2024-01-29,중구,256388,Subway
2024-01-29,중랑구,87891,Subway
2024-01-30,강남구,414361,Subway
2024-01-30,강동구,95688,Subway
2024-01-30,강북구,47634,Subway
2024-01-30,강서구,188151,Subway
2024-01-30,관악구,152950,Subway
2024-01-30,광진구,61165,Subway
2024-01-30,구로구,129661,Subway
2024-01-30,금천구,103751,Subway
2024-01-30,노원구,162465,Subway
2024-01-30,도봉구,93402,Subway
2024-01-30,동대문구,103927,Subway
2024-01-30,동작구,90873,Subway
2024-01-30,마포구,257990,Subway
2024-01-30,서대문구,89823,Subway
2024-01-30,서초구,146284,Subway
2024-01-30,성동구,121344,Subway
2024-01-30,성북구,47513,Subway
2024-01-30,송파구,199828,Subway
2024-01-30,양천구,36605,Subway
2024-01-30,영등포구,328744,Subway
2024-01-30,은평구,124659,Subway
2024-01-30,종로구,242247,Subway
2024-01-30,중구,265213,Subway
2024-01-30,중랑구,90139,Subway
2024-01-31,강남구,414729,Subway
2024-01-31,강동구,96256,Subway
2024-01-31,강북구,47802,Subway
2024-01-31,강서구,189055,Subway
2024-01-31,관악구,153684,Subway
2024-01-31,광진구,62498,Subway
2024-01-31,구로구,130307,Subway
2024-01-31,금천구,103293,Subway
2024-01-31,노원구,164685,Subway
2024-01-31,도봉구,93559,Subway
2024-01-31,동대문구,104793,Subway
2024-01-31,동작구,91216,Subway
2024-01-31,마포구,259310,Subway
2024-01-31,서대문구,90587,Subway
2024-01-31,서초구,145964,Subway
2024-01-31,성동구,121632,Subway
2024-01-31,성북구,47908,Subway
2024-01-31,송파구,200270,Subway
2024-01-31,양천구,36686,Subway
2024-01-31,영등포구,330328,Subway
2024-01-31,은평구,124552,Subway
2024-01-31,종로구,245040,Subway
2024-01-31,중구,268699,Subway
2024-01-31,중랑구,90186,Subway
2024-02-01,강남구,421121,Subway
2024-02-01,강동구,96783,Subway
2024-02-01,강북구,47236,Subway
2024-02-01,강서구,189906,Subway
2024-02-01,관악구,154930,Subway
2024-02-01,광진구,62390,Subway
2024-02-01,구로구,130564,Subway
2024-02-01,금천구,102998,Subway
2024-02-01,노원구,163578,Subway
2024-02-01,도봉구,92852,Subway
2024-02-01,동대문구,105522,Subway
2024-02-01,동작구,91077,Subway
2024-02-01,마포구,264588,Subway
2024-02-01,서대문구,90990,Subway
2024-02-01,서초구,146870,Subway
2024-02-01,성동구,123033,Subway
2024-02-01,성북구,48199,Subway
2024-02-01,송파구,201063,Subway
2024-02-01,양천구,36730,Subway
2024-02-01,영등포구,329463,Subway
2024-02-01,은평구,124595,Subway
2024-02-01,종로구,243700,Subway
2024-02-01,중구,266490,Subway
2024-02-01,중랑구,89898,Subway
2024-02-02,강남구,427310,Subway
2024-02-02,강동구,99659,Subway
2024-02-02,강북구,49158,Subway
2024-02-02,강서구,193862,Subway
2024-02-02,관악구,161416,Subway
2024-02-02,광진구,65290,Subway
2024-02-02,구로구,132947,Subway
2024-02-02,금천구,102831,Subway
2024-02-02,노원구,169098,Subway
2024-02-02,도봉구,96073,Subway
2024-02-02,동대문구,108773,Subway
2024-02-02,동작구,95636,Subway
2024-02-02,마포구,274839,Subway
2024-02-02,서대문구,95636,Subway
2024-02-02,서초구,156932,Subway
2024-02-02,성동구,127491,Subway
2024-02-02,성북구,49420,Subway
2024-02-02,송파구,206142,Subway
2024-02-02,양천구,37545,Subway
2024-02-02,영등포구,340197,Subway
2024-02-02,은평구,128289,Subway
2024-02-02,종로구,250820,Subway
2024-02-02,중구,278480,Subway
2024-02-02,중랑구,93127,Subway
2024-02-03,강남구,238294,Subway
2024-02-03,강동구,64563,Subway
2024-02-03,강북구,37297,Subway
2024-02-03,강서구,129787,Subway
2024-02-03,관악구,124680,Subway
2024-02-03,광진구,54210,Subway
2024-02-03,구로구,85349,Subway
2024-02-03,금천구,38627,Subway
2024-02-03,노원구,122821,Subway
2024-02-03,도봉구,72706,Subway
2024-02-03,동대문구,80710,Subway
2024-02-03,동작구,70251,Subway
2024-02-03,마포구,224948,Subway
2024-02-03,서대문구,73439,Subway
2024-02-03,서초구,123117,Subway
2024-02-03,성동구,83769,Subway
2024-02-03,성북구,33241,Subway
2024-02-03,송파구,131831,Subway
2024-02-03,양천구,24109,Subway
2024-02-03,영등포구,216200,Subway
2024-02-03,은평구,92099,Subway
2024-02-03,종로구,178541,Subway
2024-02-03,중구,157290,Subway
2024-02-03,중랑구,67784,Subway
2024-02-04,강남구,143589,Subway
2024-02-04,강동구,47789,Subway
2024-02-04,강북구,30546,Subway
2024-02-04,강서구,97434,Subway
2024-02-04,관악구,91584,Subway
2024-02-04,광진구,41729,Subway
2024-02-04,구로구,63659,Subway
2024-02-04,금천구,28370,Subway
2024-02-04,노원구,94118,Subway
2024-02-04,도봉구,59760,Subway
2024-02-04,동대문구,62623,Subway
2024-02-04,동작구,50704,Subway
2024-02-04,마포구,176157,Subway
2024-02-04,서대문구,54323,Subway
2024-02-04,서초구,98902,Subway
2024-02-04,성동구,63308,Subway
2024-02-04,성북구,27773,Subway
2024-02-04,송파구,94131,Subway
2024-02-04,양천구,17681,Subway
2024-02-04,영등포구,160397,Subway
2024-02-04,은평구,70186,Subway
2024-02-04,종로구,129640,Subway
2024-02-04,중구,121040,Subway
2024-02-04,중랑구,50645,Subway
2024-02-05,강남구,405984,Subway
2024-02-05,강동구,96109,Subway
2024-02-05,강북구,45541,Subway
2024-02-05,강서구,184797,Subway
2024-02-05,관악구,146331,Subway
2024-02-05,광진구,60722,Subway
2024-02-05,구로구,126257,Subway
2024-02-05,금천구,102515,Subway
2024-02-05,노원구,160249,Subway
2024-02-05,도봉구,89697,Subway
2024-02-05,동대문구,100643,Subway
2024-02-05,동작구,88791,Subway
2024-02-05,마포구,254513,Subway
2024-02-05,서대문구,88995,Subway
2024-02-05,서초구,143702,Subway
2024-02-05,성동구,119501,Subway
2024-02-05,성북구,46920,Subway
2024-02-05,송파구,195458,Subway
2024-02-05,양천구,35178,Subway
2024-02-05,영등포구,321896,Subway
2024-02-05,은평구,120596,Subway
2024-02-05,종로구,231454,Subway
2024-02-05,중구,260564,Subway
2024-02-05,중랑구,88273,Subway
2024-02-06,강남구,419928,Subway
2024-02-06,강동구,98148,Subway
2024-02-06,강북구,47507,Subway
2024-02-06,강서구,190528,Subway
2024-02-06,관악구,153667,Subway
2024-02-06,광진구,62820,Subway
2024-02-06,구로구,130642,Subway
2024-02-06,금천구,105114,Subway
2024-02-06,노원구,165422,Subway
2024-02-06,도봉구,93699,Subway
2024-02-06,동대문구,106489,Subway
2024-02-06,동작구,91870,Subway
2024-02-06,마포구,261675,Subway
2024-02-06,서대문구,93062,Subway
2024-02-06,서초구,147633,Subway
2024-02-06,성동구,122832,Subway
2024-02-06,성북구,48431,Subway
2024-02-06,송파구,203107,Subway
2024-02-06,양천구,36837,Subway
2024-02-06,영등포구,330748,Subway
2024-02-06,은평구,126152,Subway
2024-02-06,종로구,239947,Subway
2024-02-06,중구,264955,Subway
2024-02-06,중랑구,91842,Subway
2024-02-07,강남구,412778,Subway
2024-02-07,강동구,98249,Subway
2024-02-07,강북구,47773,Subway
2024-02-07,강서구,190615,Subway
2024-02-07,관악구,155626,Subway
2024-02-07,광진구,63722,Subway
2024-02-07,구로구,130844,Subway
2024-02-07,금천구,103548,Subway
2024-02-07,노원구,166118,Subway
2024-02-07,도봉구,94555,Subway
2024-02-07,동대문구,106619,Subway
2024-02-07,동작구,92523,Subway
2024-02-07,마포구,262742,Subway
2024-02-07,서대문구,92428,Subway
2024-02-07,서초구,147256,Subway
2024-02-07,성동구,121314,Subway
2024-02-07,성북구,48708,Subway
2024-02-07,송파구,201563,Subway
2024-02-07,양천구,36597,Subway
2024-02-07,영등포구,331029,Subway
2024-02-07,은평구,126140,Subway
2024-02-07,종로구,238771,Subway
2024-02-07,중구,262388,Subway
2024-02-07,중랑구,91772,Subway
2024-02-08,강남구,380613,Subway
2024-02-08,강동구,92454,Subway
2024-02-08,강북구,46222,Subway
2024-02-08,강서구,184594,Subway
2024-02-08,관악구,149831,Subway
2024-02-08,광진구,63847,Subway
2024-02-08,구로구,126351,Subway
2024-02-08,금천구,94435,Subway
2024-02-08,노원구,160790,Subway
2024-02-08,도봉구,91787,Subway
2024-02-08,동대문구,102588,Subway
2024-02-08,동작구,91274,Subway
2024-02-08,마포구,256880,Subway
2024-02-08,서대문구,90370,Subway
2024-02-08,서초구,143208,Subway
2024-02-08,성동구,116698,Subway
2024-02-08,성북구,46994,Subway
2024-02-08,송파구,187190,Subway
2024-02-08,양천구,35346,Subway
2024-02-08,영등포구,316341,Subway
2024-02-08,은평구,123235,Subway
2024-02-08,종로구,224454,Subway
2024-02-08,중구,240096,Subway
2024-02-08,중랑구,90334,Subway
2024-02-09,강남구,102831,Subway
2024-02-09,강동구,36475,Subway
2024-02-09,강북구,22804,Subway
2024-02-09,강서구,83036,Subway
2024-02-09,관악구,69142,Subway
2024-02-09,광진구,31458,Subway
2024-02-09,구로구,50936,Subway
2024-02-09,금천구,25670,Subway
2024-02-09,노원구,72325,Subway
2024-02-09,도봉구,43863,Subway
2024-02-09,동대문구,45251,Subway
2024-02-09,동작구,44511,Subway
2024-02-09,마포구,124543,Subway
2024-02-09,서대문구,40893,Subway
2024-02-09,서초구,59439,Subway
2024-02-09,성동구,43403,Subway
2024-02-09,성북구,20569,Subway
2024-02-09,송파구,68126,Subway
2024-02-09,양천구,14013,Subway
2024-02-09,영등포구,106367,Subway
2024-02-09,은평구,58147,Subway
2024-02-09,종로구,100944,Subway
2024-02-09,중구,91399,Subway
2024-02-09,중랑구,41995,Subway
2024-02-10,강남구,59757,Subway
2024-02-10,강동구,26839,Subway
2024-02-10,강북구,21793,Subway
2024-02-10,강서구,65890,Subway
2024-02-10,관악구,50430,Subway
2024-02-10,광진구,22817,Subway
2024-02-10,구로구,41399,Subway
2024-02-10,금천구,20317,Subway
2024-02-10,노원구,62704,Subway
2024-02-10,도봉구,38694,Subway
2024-02-10,동대문구,31991,Subway
2024-02-10,동작구,30911,Subway
2024-02-10,마포구,93706,Subway
2024-02-10,서대문구,29173,Subway
2024-02-10,서초구,57197,Subway
2024-02-10,성동구,29361,Subway
2024-02-10,성북구,18192,Subway
2024-02-10,송파구,46961,Subway
2024-02-10,양천구,11133,Subway
2024-02-10,영등포구,81667,Subway
2024-02-10,은평구,46893,Subway
2024-02-10,종로구,94073,Subway
2024-02-10,중구,87321,Subway
2024-02-10,중랑구,35389,Subway
2024-02-11,강남구,89821,Subway
2024-02-11,강동구,37013,Subway
2024-02-11,강북구,25698,Subway
2024-02-11,강서구,83985,Subway
2024-02-11,관악구,67776,Subway
2024-02-11,광진구,31929,Subway
2024-02-11,구로구,51809,Subway
2024-02-11,금천구,24804,Subway
2024-02-11,노원구,78333,Subway
2024-02-11,도봉구,49098,Subway
2024-02-11,동대문구,41612,Subway
2024-02-11,동작구,37909,Subway
2024-02-11,마포구,137340,Subway
2024-02-11,서대문구,39686,Subway
2024-02-11,서초구,111249,Subway
2024-02-11,성동구,46059,Subway
2024-02-11,성북구,21931,Subway
2024-02-11,송파구,69519,Subway
2024-02-11,양천구,14689,Subway
2024-02-11,영등포구,124249,Subway
2024-02-11,은평구,60024,Subway
2024-02-11,종로구,126152,Subway
2024-02-11,중구,118284,Subway
2024-02-11,중랑구,40926,Subway
2024-02-12,강남구,118871,Subway
2024-02-12,강동구,40662,Subway
2024-02-12,강북구,27837,Subway
2024-02-12,강서구,91272,Subway
2024-02-12,관악구,76573,Subway
2024-02-12,광진구,36676,Subway
2024-02-12,구로구,55893,Subway
2024-02-12,금천구,27362,Subway
2024-02-12,노원구,86006,Subway
