일자,자치구,총사용수,type
2024-04-13,성북구,3583,Bike
2024-04-13,송파구,16803,Bike
2024-04-13,양천구,9307,Bike
2024-04-13,영등포구,13732,Bike
2024-04-13,용산구,4743,Bike
2024-04-13,은평구,4458,Bike
2024-04-13,종로구,4521,Bike
2024-04-13,중구,2913,Bike
2024-04-13,중랑구,4894,Bike
2024-04-14,강남구,5106,Bike
2024-04-14,강동구,6944,Bike
2024-04-14,강북구,2098,Bike
2024-04-14,강서구,14060,Bike
2024-04-14,관악구,3540,Bike
2024-04-14,광진구,8170,Bike
2024-04-14,구로구,5410,Bike
2024-04-14,금천구,1769,Bike
2024-04-14,노원구,8855,Bike
2024-04-14,도봉구,3253,Bike
2024-04-14,동대문구,4771,Bike
2024-04-14,동작구,3607,Bike
2024-04-14,마포구,9376,Bike
2024-04-14,서대문구,3266,Bike
2024-04-14,서초구,4920,Bike
2024-04-14,성동구,6606,Bike
2024-04-14,성북구,3281,Bike
2024-04-14,송파구,15284,Bike
2024-04-14,양천구,8619,Bike
2024-04-14,영등포구,12945,Bike
2024-04-14,용산구,4470,Bike
2024-04-14,은평구,3921,Bike
2024-04-14,종로구,3931,Bike
2024-04-14,중구,2502,Bike
2024-04-14,중랑구,4310,Bike
2024-04-15,강남구,2238,Bike
2024-04-15,강동구,3285,Bike
2024-04-15,강북구,838,Bike
2024-04-15,강서구,7614,Bike
2024-04-15,관악구,1258,Bike
2024-04-15,광진구,3483,Bike
2024-04-15,구로구,2485,Bike
2024-04-15,금천구,1113,Bike
2024-04-15,노원구,3864,Bike
2024-04-15,도봉구,1467,Bike
2024-04-15,동대문구,2311,Bike
2024-04-15,동작구,1201,Bike
2024-04-15,마포구,2434,Bike
2024-04-15,서대문구,1239,Bike
2024-04-15,서초구,1853,Bike
2024-04-15,성동구,2377,Bike
2024-04-15,성북구,1366,Bike
2024-04-15,송파구,6078,Bike
2024-04-15,양천구,3781,Bike
2024-04-15,영등포구,5155,Bike
2024-04-15,용산구,1082,Bike
2024-04-15,은평구,1450,Bike
2024-04-15,종로구,1996,Bike
2024-04-15,중구,1541,Bike
2024-04-15,중랑구,1980,Bike
2024-04-16,강남구,4602,Bike
2024-04-16,강동구,5523,Bike
2024-04-16,강북구,1704,Bike
2024-04-16,강서구,14120,Bike
2024-04-16,관악구,2594,Bike
2024-04-16,광진구,6587,Bike
2024-04-16,구로구,4706,Bike
2024-04-16,금천구,1923,Bike
2024-04-16,노원구,8369,Bike
2024-04-16,도봉구,2892,Bike
2024-04-16,동대문구,4137,Bike
2024-04-16,동작구,2312,Bike
2024-04-16,마포구,5731,Bike
2024-04-16,서대문구,2489,Bike
2024-04-16,서초구,4125,Bike
2024-04-16,성동구,4901,Bike
2024-04-16,성북구,2755,Bike
2024-04-16,송파구,11296,Bike
2024-04-16,양천구,7024,Bike
2024-04-16,영등포구,9940,Bike
2024-04-16,용산구,2367,Bike
2024-04-16,은평구,2945,Bike
2024-04-16,종로구,4346,Bike
2024-04-16,중구,3098,Bike
2024-04-16,중랑구,3754,Bike
2024-04-17,강남구,6201,Bike
2024-04-17,강동구,7275,Bike
2024-04-17,강북구,2151,Bike
2024-04-17,강서구,19700,Bike
2024-04-17,관악구,3252,Bike
2024-04-17,광진구,8371,Bike
2024-04-17,구로구,6544,Bike
2024-04-17,금천구,2846,Bike
2024-04-17,노원구,10362,Bike
2024-04-17,도봉구,3562,Bike
2024-04-17,동대문구,5531,Bike
2024-04-17,동작구,3146,Bike
2024-04-17,마포구,7669,Bike
2024-04-17,서대문구,3408,Bike
2024-04-17,서초구,5186,Bike
2024-04-17,성동구,6393,Bike
2024-04-17,성북구,3752,Bike
2024-04-17,송파구,15050,Bike
2024-04-17,양천구,9686,Bike
2024-04-17,영등포구,14086,Bike
2024-04-17,용산구,3319,Bike
2024-04-17,은평구,4060,Bike
2024-04-17,종로구,5770,Bike
2024-04-17,중구,4269,Bike
2024-04-17,중랑구,4753,Bike
2024-04-18,강남구,6367,Bike
2024-04-18,강동구,7732,Bike
2024-04-18,강북구,2367,Bike
2024-04-18,강서구,20193,Bike
2024-04-18,관악구,3430,Bike
2024-04-18,광진구,8842,Bike
2024-04-18,구로구,6843,Bike
2024-04-18,금천구,3126,Bike
2024-04-18,노원구,10414,Bike
2024-04-18,도봉구,3731,Bike
2024-04-18,동대문구,5701,Bike
2024-04-18,동작구,3281,Bike
2024-04-18,마포구,8198,Bike
2024-04-18,서대문구,3525,Bike
2024-04-18,서초구,5391,Bike
2024-04-18,성동구,6801,Bike
2024-04-18,성북구,3860,Bike
2024-04-18,송파구,16105,Bike
2024-04-18,양천구,9781,Bike
2024-04-18,영등포구,14275,Bike
2024-04-18,용산구,3362,Bike
2024-04-18,은평구,4139,Bike
2024-04-18,종로구,6211,Bike
2024-04-18,중구,4454,Bike
2024-04-18,중랑구,5092,Bike
2024-04-19,강남구,6826,Bike
2024-04-19,강동구,8027,Bike
2024-04-19,강북구,2278,Bike
2024-04-19,강서구,20794,Bike
2024-04-19,관악구,3496,Bike
2024-04-19,광진구,8193,Bike
2024-04-19,구로구,6956,Bike
2024-04-19,금천구,3221,Bike
2024-04-19,노원구,11002,Bike
2024-04-19,도봉구,3869,Bike
2024-04-19,동대문구,5803,Bike
2024-04-19,동작구,3386,Bike
2024-04-19,마포구,8606,Bike
2024-04-19,서대문구,3679,Bike
2024-04-19,서초구,5673,Bike
2024-04-19,성동구,7231,Bike
2024-04-19,성북구,3905,Bike
2024-04-19,송파구,16597,Bike
2024-04-19,양천구,10439,Bike
2024-04-19,영등포구,14964,Bike
2024-04-19,용산구,3652,Bike
2024-04-19,은평구,4418,Bike
2024-04-19,종로구,6312,Bike
2024-04-19,중구,4557,Bike
2024-04-19,중랑구,5252,Bike
2024-04-20,강남구,1236,Bike
2024-04-20,강동구,2136,Bike
2024-04-20,강북구,710,Bike
2024-04-20,강서구,4788,Bike
2024-04-20,관악구,1064,Bike
2024-04-20,광진구,2200,Bike
2024-04-20,구로구,1604,Bike
2024-04-20,금천구,553,Bike
2024-04-20,노원구,2829,Bike
2024-04-20,도봉구,1023,Bike
2024-04-20,동대문구,1478,Bike
2024-04-20,동작구,854,Bike
2024-04-20,마포구,2077,Bike
2024-04-20,서대문구,900,Bike
2024-04-20,서초구,1080,Bike
2024-04-20,성동구,1459,Bike
2024-04-20,성북구,1043,Bike
2024-04-20,송파구,3720,Bike
2024-04-20,양천구,2906,Bike
2024-04-20,영등포구,2998,Bike
2024-04-20,용산구,832,Bike
2024-04-20,은평구,1308,Bike
2024-04-20,종로구,1153,Bike
2024-04-20,중구,673,Bike
2024-04-20,중랑구,1386,Bike
2024-04-21,강남구,4457,Bike
2024-04-21,강동구,6290,Bike
2024-04-21,강북구,1983,Bike
2024-04-21,강서구,12797,Bike
2024-04-21,관악구,3204,Bike
2024-04-21,광진구,6705,Bike
2024-04-21,구로구,4963,Bike
2024-04-21,금천구,1680,Bike
2024-04-21,노원구,8505,Bike
2024-04-21,도봉구,3145,Bike
2024-04-21,동대문구,4259,Bike
2024-04-21,동작구,2922,Bike
2024-04-21,마포구,7398,Bike
2024-04-21,서대문구,2766,Bike
2024-04-21,서초구,4375,Bike
2024-04-21,성동구,5637,Bike
2024-04-21,성북구,2876,Bike
2024-04-21,송파구,13443,Bike
2024-04-21,양천구,7665,Bike
2024-04-21,영등포구,10659,Bike
2024-04-21,용산구,3541,Bike
2024-04-21,은평구,3561,Bike
2024-04-21,종로구,3511,Bike
2024-04-21,중구,2325,Bike
2024-04-21,중랑구,3835,Bike
2024-04-22,강남구,6800,Bike
2024-04-22,강동구,7866,Bike
2024-04-22,강북구,2409,Bike
2024-04-22,강서구,21226,Bike
2024-04-22,관악구,3545,Bike
2024-04-22,광진구,8472,Bike
2024-04-22,구로구,7204,Bike
2024-04-22,금천구,3331,Bike
2024-04-22,노원구,10828,Bike
2024-04-22,도봉구,3835,Bike
2024-04-22,동대문구,5698,Bike
2024-04-22,동작구,3495,Bike
2024-04-22,마포구,8471,Bike
2024-04-22,서대문구,3755,Bike
2024-04-22,서초구,5883,Bike
2024-04-22,성동구,7166,Bike
2024-04-22,성북구,3699,Bike
2024-04-22,송파구,16650,Bike
2024-04-22,양천구,10096,Bike
2024-04-22,영등포구,15673,Bike
2024-04-22,용산구,3669,Bike
2024-04-22,은평구,4326,Bike
2024-04-22,종로구,5983,Bike
2024-04-22,중구,4489,Bike
2024-04-22,중랑구,5155,Bike
2024-04-23,강남구,5577,Bike
2024-04-23,강동구,7097,Bike
2024-04-23,강북구,2124,Bike
2024-04-23,강서구,19039,Bike
2024-04-23,관악구,3029,Bike
2024-04-23,광진구,7187,Bike
2024-04-23,구로구,6180,Bike
2024-04-23,금천구,2836,Bike
2024-04-23,노원구,9796,Bike
2024-04-23,도봉구,3359,Bike
2024-04-23,동대문구,5124,Bike
2024-04-23,동작구,2759,Bike
2024-04-23,마포구,6859,Bike
2024-04-23,서대문구,3086,Bike
2024-04-23,서초구,4632,Bike
2024-04-23,성동구,6037,Bike
2024-04-23,성북구,3423,Bike
2024-04-23,송파구,14263,Bike
2024-04-23,양천구,8695,Bike
2024-04-23,영등포구,12791,Bike
2024-04-23,용산구,2643,Bike
2024-04-23,은평구,3594,Bike
2024-04-23,종로구,5507,Bike
2024-04-23,중구,3896,Bike
2024-04-23,중랑구,4459,Bike
2024-04-24,강남구,3727,Bike
2024-04-24,강동구,4829,Bike
2024-04-24,강북구,1539,Bike
2024-04-24,강서구,14242,Bike
2024-04-24,관악구,2395,Bike
2024-04-24,광진구,5424,Bike
2024-04-24,구로구,4525,Bike
2024-04-24,금천구,1678,Bike
2024-04-24,노원구,7290,Bike
2024-04-24,도봉구,2527,Bike
2024-04-24,동대문구,3739,Bike
2024-04-24,동작구,2023,Bike
2024-04-24,마포구,5407,Bike
2024-04-24,서대문구,2164,Bike
2024-04-24,서초구,3388,Bike
2024-04-24,성동구,4090,Bike
2024-04-24,성북구,2574,Bike
2024-04-24,송파구,9763,Bike
2024-04-24,양천구,6779,Bike
2024-04-24,영등포구,8644,Bike
2024-04-24,용산구,2249,Bike
2024-04-24,은평구,2885,Bike
2024-04-24,종로구,3731,Bike
2024-04-24,중구,2509,Bike
2024-04-24,중랑구,3310,Bike
2024-04-25,강남구,6183,Bike
2024-04-25,강동구,7796,Bike
2024-04-25,강북구,2371,Bike
2024-04-25,강서구,20338,Bike
2024-04-25,관악구,3499,Bike
2024-04-25,광진구,8315,Bike
2024-04-25,구로구,6891,Bike
2024-04-25,금천구,3152,Bike
2024-04-25,노원구,11031,Bike
2024-04-25,도봉구,3709,Bike
2024-04-25,동대문구,5697,Bike
2024-04-25,동작구,3384,Bike
2024-04-25,마포구,8325,Bike
2024-04-25,서대문구,3372,Bike
2024-04-25,서초구,5487,Bike
2024-04-25,성동구,6737,Bike
2024-04-25,성북구,3911,Bike
2024-04-25,송파구,16290,Bike
2024-04-25,양천구,9645,Bike
2024-04-25,영등포구,14368,Bike
2024-04-25,용산구,3341,Bike
2024-04-25,은평구,4242,Bike
2024-04-25,종로구,5945,Bike
2024-04-25,중구,4290,Bike
2024-04-25,중랑구,5095,Bike
2024-04-26,강남구,6461,Bike
2024-04-26,강동구,7988,Bike
2024-04-26,강북구,2310,Bike
2024-04-26,강서구,21485,Bike
2024-04-26,관악구,3644,Bike
2024-04-26,광진구,8576,Bike
2024-04-26,구로구,7444,Bike
2024-04-26,금천구,3244,Bike
2024-04-26,노원구,11429,Bike
2024-04-26,도봉구,3899,Bike
2024-04-26,동대문구,5925,Bike
2024-04-26,동작구,3565,Bike
2024-04-26,마포구,9019,Bike
2024-04-26,서대문구,3512,Bike
2024-04-26,서초구,5763,Bike
2024-04-26,성동구,7373,Bike
2024-04-26,성북구,4045,Bike
2024-04-26,송파구,17439,Bike
2024-04-26,양천구,10719,Bike
2024-04-26,영등포구,15793,Bike
2024-04-26,용산구,3891,Bike
2024-04-26,은평구,4394,Bike
2024-04-26,종로구,5948,Bike
2024-04-26,중구,4462,Bike
2024-04-26,중랑구,5251,Bike
2024-04-27,강남구,5414,Bike
2024-04-27,강동구,7550,Bike
2024-04-27,강북구,2301,Bike
2024-04-27,강서구,16099,Bike
2024-04-27,관악구,3791,Bike
2024-04-27,광진구,8830,Bike
2024-04-27,구로구,5976,Bike
2024-04-27,금천구,2025,Bike
2024-04-27,노원구,10449,Bike
2024-04-27,도봉구,3726,Bike
2024-04-27,동대문구,5047,Bike
2024-04-27,동작구,3673,Bike
2024-04-27,마포구,9588,Bike
2024-04-27,서대문구,3325,Bike
2024-04-27,서초구,5149,Bike
2024-04-27,성동구,6694,Bike
2024-04-27,성북구,3409,Bike
2024-04-27,송파구,17952,Bike
2024-04-27,양천구,9778,Bike
2024-04-27,영등포구,13556,Bike
2024-04-27,용산구,4745,Bike
2024-04-27,은평구,4418,Bike
2024-04-27,종로구,4218,Bike
2024-04-27,중구,2749,Bike
2024-04-27,중랑구,4750,Bike
2024-04-28,강남구,5198,Bike
2024-04-28,강동구,6986,Bike
2024-04-28,강북구,2048,Bike
2024-04-28,강서구,14216,Bike
2024-04-28,관악구,3611,Bike
2024-04-28,광진구,8052,Bike
2024-04-28,구로구,5396,Bike
2024-04-28,금천구,1756,Bike
2024-04-28,노원구,9237,Bike
2024-04-28,도봉구,3462,Bike
2024-04-28,동대문구,4629,Bike
2024-04-28,동작구,3361,Bike
2024-04-28,마포구,9431,Bike
2024-04-28,서대문구,3420,Bike
2024-04-28,서초구,4967,Bike
2024-04-28,성동구,6207,Bike
2024-04-28,성북구,3188,Bike
2024-04-28,송파구,15470,Bike
2024-04-28,양천구,8509,Bike
2024-04-28,영등포구,12802,Bike
2024-04-28,용산구,4490,Bike
2024-04-28,은평구,3822,Bike
2024-04-28,종로구,4209,Bike
2024-04-28,중구,2573,Bike
2024-04-28,중랑구,4417,Bike
2024-04-29,강남구,6934,Bike
2024-04-29,강동구,7986,Bike
2024-04-29,강북구,2416,Bike
2024-04-29,강서구,21295,Bike
2024-04-29,관악구,3711,Bike
2024-04-29,광진구,9241,Bike
2024-04-29,구로구,7267,Bike
2024-04-29,금천구,3418,Bike
2024-04-29,노원구,11545,Bike
2024-04-29,도봉구,3959,Bike
2024-04-29,동대문구,6004,Bike
2024-04-29,동작구,3465,Bike
2024-04-29,마포구,8678,Bike
2024-04-29,서대문구,3569,Bike
2024-04-29,서초구,5603,Bike
2024-04-29,성동구,7215,Bike
2024-04-29,성북구,4055,Bike
2024-04-29,송파구,16976,Bike
2024-04-29,양천구,10255,Bike
2024-04-29,영등포구,15853,Bike
2024-04-29,용산구,3581,Bike
2024-04-29,은평구,4283,Bike
2024-04-29,종로구,6152,Bike
2024-04-29,중구,4489,Bike
2024-04-29,중랑구,5346,Bike
2024-04-30,강남구,6685,Bike
2024-04-30,강동구,8287,Bike
2024-04-30,강북구,2432,Bike
2024-04-30,강서구,22056,Bike
2024-04-30,관악구,3698,Bike
2024-04-30,광진구,9198,Bike
2024-04-30,구로구,7645,Bike
2024-04-30,금천구,3387,Bike
2024-04-30,노원구,11900,Bike
2024-04-30,도봉구,3948,Bike
2024-04-30,동대문구,6119,Bike
2024-04-30,동작구,3409,Bike
2024-04-30,마포구,8639,Bike
2024-04-30,서대문구,3677,Bike
2024-04-30,서초구,5758,Bike
2024-04-30,성동구,7165,Bike
2024-04-30,성북구,4018,Bike
2024-04-30,송파구,17520,Bike
2024-04-30,양천구,10359,Bike
2024-04-30,영등포구,15705,Bike
2024-04-30,용산구,3577,Bike
2024-04-30,은평구,4407,Bike
2024-04-30,종로구,6439,Bike
2024-04-30,중구,4480,Bike
2024-04-30,중랑구,5457,Bike
2024-05-01,강남구,6070,Bike
2024-05-01,강동구,8032,Bike
2024-05-01,강북구,2600,Bike
2024-05-01,강서구,18291,Bike
2024-05-01,관악구,4336,Bike
2024-05-01,광진구,10260,Bike
2024-05-01,구로구,6780,Bike
2024-05-01,금천구,2370,Bike
2024-05-01,노원구,12130,Bike
2024-05-01,도봉구,4377,Bike
2024-05-01,동대문구,5995,Bike
2024-05-01,동작구,4075,Bike
2024-05-01,마포구,10491,Bike
2024-05-01,서대문구,3711,Bike
2024-05-01,서초구,5504,Bike
2024-05-01,성동구,7478,Bike
2024-05-01,성북구,4206,Bike
2024-05-01,송파구,18964,Bike
2024-05-01,양천구,10612,Bike
2024-05-01,영등포구,15232,Bike
2024-05-01,용산구,4769,Bike
2024-05-01,은평구,4690,Bike
2024-05-01,종로구,5360,Bike
2024-05-01,중구,3664,Bike
2024-05-01,중랑구,5334,Bike
2024-05-02,강남구,7112,Bike
2024-05-02,강동구,8023,Bike
2024-05-02,강북구,2433,Bike
2024-05-02,강서구,22211,Bike
2024-05-02,관악구,3864,Bike
2024-05-02,광진구,8996,Bike
2024-05-02,구로구,7749,Bike
2024-05-02,금천구,3497,Bike
2024-05-02,노원구,12333,Bike
2024-05-02,도봉구,4089,Bike
2024-05-02,동대문구,5952,Bike
2024-05-02,동작구,3496,Bike
2024-05-02,마포구,8844,Bike
2024-05-02,서대문구,3660,Bike
2024-05-02,서초구,5830,Bike
2024-05-02,성동구,7460,Bike
2024-05-02,성북구,3809,Bike
2024-05-02,송파구,17585,Bike
2024-05-02,양천구,10632,Bike
2024-05-02,영등포구,16696,Bike
2024-05-02,용산구,4022,Bike
2024-05-02,은평구,4423,Bike
2024-05-02,종로구,6308,Bike
2024-05-02,중구,4650,Bike
2024-05-02,중랑구,5652,Bike
2024-05-03,강남구,7030,Bike
2024-05-03,강동구,8319,Bike
2024-05-03,강북구,2507,Bike
2024-05-03,강서구,22808,Bike
2024-05-03,관악구,3795,Bike
2024-05-03,광진구,9217,Bike
2024-05-03,구로구,7783,Bike
2024-05-03,금천구,3554,Bike
2024-05-03,노원구,11888,Bike
2024-05-03,도봉구,4117,Bike
2024-05-03,동대문구,6183,Bike
2024-05-03,동작구,3597,Bike
2024-05-03,마포구,9672,Bike
2024-05-03,서대문구,3731,Bike
2024-05-03,서초구,6122,Bike
2024-05-03,성동구,7708,Bike
2024-05-03,성북구,3964,Bike
2024-05-03,송파구,18455,Bike
2024-05-03,양천구,11320,Bike
2024-05-03,영등포구,17055,Bike
2024-05-03,용산구,4135,Bike
2024-05-03,은평구,4600,Bike
2024-05-03,종로구,6045,Bike
2024-05-03,중구,4502,Bike
2024-05-03,중랑구,5662,Bike
2024-05-04,강남구,5372,Bike
2024-05-04,강동구,7191,Bike
2024-05-04,강북구,2363,Bike
2024-05-04,강서구,15462,Bike
2024-05-04,관악구,3593,Bike
2024-05-04,광진구,8162,Bike
2024-05-04,구로구,5672,Bike
2024-05-04,금천구,2101,Bike
2024-05-04,노원구,10004,Bike
2024-05-04,도봉구,3723,Bike
2024-05-04,동대문구,4840,Bike
2024-05-04,동작구,3669,Bike
2024-05-04,마포구,10366,Bike
2024-05-04,서대문구,3287,Bike
2024-05-04,서초구,5060,Bike
2024-05-04,성동구,6524,Bike
2024-05-04,성북구,3277,Bike
2024-05-04,송파구,15938,Bike
2024-05-04,양천구,9167,Bike
2024-05-04,영등포구,13663,Bike
2024-05-04,용산구,4502,Bike
2024-05-04,은평구,4273,Bike
2024-05-04,종로구,4171,Bike
2024-05-04,중구,2815,Bike
2024-05-04,중랑구,4918,Bike
2024-05-05,강남구,447,Bike
2024-05-05,강동구,671,Bike
2024-05-05,강북구,308,Bike
2024-05-05,강서구,1345,Bike
2024-05-05,관악구,483,Bike
2024-05-05,광진구,938,Bike
2024-05-05,구로구,521,Bike
2024-05-05,금천구,195,Bike
2024-05-05,노원구,1040,Bike
2024-05-05,도봉구,341,Bike
2024-05-05,동대문구,553,Bike
2024-05-05,동작구,334,Bike
2024-05-05,마포구,801,Bike
2024-05-05,서대문구,301,Bike
2024-05-05,서초구,373,Bike
2024-05-05,성동구,483,Bike
2024-05-05,성북구,353,Bike
2024-05-05,송파구,1259,Bike
2024-05-05,양천구,778,Bike
2024-05-05,영등포구,1089,Bike
2024-05-05,용산구,370,Bike
2024-05-05,은평구,422,Bike
2024-05-05,종로구,376,Bike
2024-05-05,중구,262,Bike
2024-05-05,중랑구,570,Bike
2024-05-06,강남구,818,Bike
2024-05-06,강동구,1025,Bike
2024-05-06,강북구,342,Bike
2024-05-06,강서구,3179,Bike
2024-05-06,관악구,539,Bike
2024-05-06,광진구,1537,Bike
2024-05-06,구로구,1032,Bike
2024-05-06,금천구,302,Bike
2024-05-06,노원구,1558,Bike
2024-05-06,도봉구,551,Bike
2024-05-06,동대문구,794,Bike
2024-05-06,동작구,440,Bike
2024-05-06,마포구,1559,Bike
2024-05-06,서대문구,701,Bike
2024-05-06,서초구,685,Bike
2024-05-06,성동구,941,Bike
2024-05-06,성북구,609,Bike
2024-05-06,송파구,2027,Bike
2024-05-06,양천구,2169,Bike
2024-05-06,영등포구,2475,Bike
2024-05-06,용산구,435,Bike
2024-05-06,은평구,707,Bike
2024-05-06,종로구,693,Bike
2024-05-06,중구,476,Bike
2024-05-06,중랑구,663,Bike
2024-05-07,강남구,2313,Bike
2024-05-07,강동구,3977,Bike
2024-05-07,강북구,1383,Bike
2024-05-07,강서구,7591,Bike
2024-05-07,관악구,1141,Bike
2024-05-07,광진구,4418,Bike
2024-05-07,구로구,2171,Bike
2024-05-07,금천구,908,Bike
2024-05-07,노원구,6735,Bike
2024-05-07,도봉구,2271,Bike
2024-05-07,동대문구,3185,Bike
2024-05-07,동작구,1058,Bike
2024-05-07,마포구,2862,Bike
2024-05-07,서대문구,1321,Bike
2024-05-07,서초구,1750,Bike
2024-05-07,성동구,3328,Bike
2024-05-07,성북구,2189,Bike
2024-05-07,송파구,6661,Bike
2024-05-07,양천구,3872,Bike
2024-05-07,영등포구,5014,Bike
2024-05-07,용산구,1149,Bike
2024-05-07,은평구,1830,Bike
2024-05-07,종로구,2873,Bike
2024-05-07,중구,2090,Bike
2024-05-07,중랑구,2741,Bike
2024-05-08,강남구,6727,Bike
2024-05-08,강동구,7897,Bike
2024-05-08,강북구,2378,Bike
2024-05-08,강서구,21117,Bike
2024-05-08,관악구,3612,Bike
2024-05-08,광진구,8696,Bike
2024-05-08,구로구,7142,Bike
2024-05-08,금천구,3440,Bike
2024-05-08,노원구,11510,Bike
2024-05-08,도봉구,4055,Bike
2024-05-08,동대문구,5928,Bike
2024-05-08,동작구,3335,Bike
2024-05-08,마포구,8342,Bike
2024-05-08,서대문구,3512,Bike
2024-05-08,서초구,5616,Bike
2024-05-08,성동구,7201,Bike
2024-05-08,성북구,4009,Bike
2024-05-08,송파구,16574,Bike
2024-05-08,양천구,10075,Bike
2024-05-08,영등포구,15576,Bike
2024-05-08,용산구,3698,Bike
2024-05-08,은평구,4351,Bike
2024-05-08,종로구,6191,Bike
2024-05-08,중구,4595,Bike
2024-05-08,중랑구,4960,Bike
2024-05-09,강남구,6672,Bike
2024-05-09,강동구,8035,Bike
2024-05-09,강북구,2283,Bike
2024-05-09,강서구,21693,Bike
2024-05-09,관악구,3552,Bike
2024-05-09,광진구,8879,Bike
2024-05-09,구로구,7266,Bike
2024-05-09,금천구,3471,Bike
2024-05-09,노원구,11571,Bike
2024-05-09,도봉구,3925,Bike
2024-05-09,동대문구,6148,Bike
2024-05-09,동작구,3482,Bike
2024-05-09,마포구,8189,Bike
2024-05-09,서대문구,3631,Bike
2024-05-09,서초구,5733,Bike
2024-05-09,성동구,6871,Bike
2024-05-09,성북구,3980,Bike
2024-05-09,송파구,16882,Bike
2024-05-09,양천구,10072,Bike
2024-05-09,영등포구,15591,Bike
2024-05-09,용산구,3689,Bike
2024-05-09,은평구,4343,Bike
2024-05-09,종로구,6076,Bike
2024-05-09,중구,4407,Bike
2024-05-09,중랑구,5004,Bike
2024-05-10,강남구,7118,Bike
2024-05-10,강동구,8460,Bike
2024-05-10,강북구,2429,Bike
2024-05-10,강서구,22707,Bike
2024-05-10,관악구,3786,Bike
2024-05-10,광진구,9299,Bike
2024-05-10,구로구,7544,Bike
2024-05-10,금천구,3533,Bike
2024-05-10,노원구,11795,Bike
2024-05-10,도봉구,4207,Bike
2024-05-10,동대문구,6137,Bike
2024-05-10,동작구,3806,Bike
2024-05-10,마포구,9401,Bike
2024-05-10,서대문구,3629,Bike
2024-05-10,서초구,6189,Bike
2024-05-10,성동구,7602,Bike
2024-05-10,성북구,4032,Bike
2024-05-10,송파구,17719,Bike
2024-05-10,양천구,11130,Bike
2024-05-10,영등포구,16931,Bike
2024-05-10,용산구,4225,Bike
2024-05-10,은평구,4720,Bike
2024-05-10,종로구,6192,Bike
2024-05-10,중구,4493,Bike
2024-05-10,중랑구,5371,Bike
2024-05-11,강남구,2170,Bike
2024-05-11,강동구,3329,Bike
2024-05-11,강북구,992,Bike
2024-05-11,강서구,6691,Bike
2024-05-11,관악구,1604,Bike
2024-05-11,광진구,3357,Bike
2024-05-11,구로구,2460,Bike
2024-05-11,금천구,838,Bike
2024-05-11,노원구,4318,Bike
2024-05-11,도봉구,1623,Bike
2024-05-11,동대문구,2170,Bike
2024-05-11,동작구,1457,Bike
2024-05-11,마포구,2755,Bike
2024-05-11,서대문구,1318,Bike
2024-05-11,서초구,1888,Bike
2024-05-11,성동구,2268,Bike
2024-05-11,성북구,1486,Bike
2024-05-11,송파구,6347,Bike
2024-05-11,양천구,3851,Bike
2024-05-11,영등포구,4861,Bike
2024-05-11,용산구,1190,Bike
2024-05-11,은평구,1728,Bike
2024-05-11,종로구,1576,Bike
2024-05-11,중구,954,Bike
2024-05-11,중랑구,2061,Bike
2024-05-12,강남구,5051,Bike
2024-05-12,강동구,6424,Bike
2024-05-12,강북구,2094,Bike
2024-05-12,강서구,14115,Bike
2024-05-12,관악구,3428,Bike
2024-05-12,광진구,7869,Bike
2024-05-12,구로구,5293,Bike
2024-05-12,금천구,1808,Bike
2024-05-12,노원구,9527,Bike
2024-05-12,도봉구,3348,Bike
2024-05-12,동대문구,4633,Bike
2024-05-12,동작구,3622,Bike
2024-05-12,마포구,8900,Bike
2024-05-12,서대문구,3203,Bike
2024-05-12,서초구,5292,Bike
2024-05-12,성동구,6567,Bike
2024-05-12,성북구,3262,Bike
2024-05-12,송파구,15582,Bike
2024-05-12,양천구,8429,Bike
2024-05-12,영등포구,13001,Bike
2024-05-12,용산구,4799,Bike
2024-05-12,은평구,3780,Bike
2024-05-12,종로구,4241,Bike
2024-05-12,중구,2714,Bike
2024-05-12,중랑구,4444,Bike
2024-05-13,강남구,7063,Bike
2024-05-13,강동구,8192,Bike
2024-05-13,강북구,2391,Bike
2024-05-13,강서구,21813,Bike
2024-05-13,관악구,3751,Bike
2024-05-13,광진구,9248,Bike
2024-05-13,구로구,7424,Bike
2024-05-13,금천구,3469,Bike
2024-05-13,노원구,11557,Bike
2024-05-13,도봉구,3985,Bike
2024-05-13,동대문구,5890,Bike
2024-05-13,동작구,3652,Bike
2024-05-13,마포구,8663,Bike
2024-05-13,서대문구,3486,Bike
2024-05-13,서초구,5978,Bike
2024-05-13,성동구,7331,Bike
2024-05-13,성북구,4085,Bike
2024-05-13,송파구,17373,Bike
2024-05-13,양천구,10482,Bike
2024-05-13,영등포구,16158,Bike
2024-05-13,용산구,3796,Bike
2024-05-13,은평구,4255,Bike
2024-05-13,종로구,6244,Bike
2024-05-13,중구,4633,Bike
2024-05-13,중랑구,5164,Bike
2024-05-14,강남구,7192,Bike
2024-05-14,강동구,8392,Bike
2024-05-14,강북구,2528,Bike
2024-05-14,강서구,23002,Bike
2024-05-14,관악구,3749,Bike
2024-05-14,광진구,9726,Bike
2024-05-14,구로구,7706,Bike
2024-05-14,금천구,3618,Bike
2024-05-14,노원구,12540,Bike
2024-05-14,도봉구,4228,Bike
2024-05-14,동대문구,6166,Bike
2024-05-14,동작구,3861,Bike
2024-05-14,마포구,9142,Bike
