사용일자,자치구,승차총승객수
20240314,동작구,98419
20240314,마포구,280063
20240314,서대문구,108203
20240314,서초구,163302
20240314,성동구,138955
20240314,성북구,55149
20240314,송파구,212268
20240314,양천구,38974
20240314,영등포구,340361
20240314,은평구,131876
20240314,종로구,261618
20240314,중구,295089
20240314,중랑구,97749
20240315,강남구,432946
20240315,강동구,102971
20240315,강북구,52079
20240315,강서구,200050
20240315,관악구,171856
20240315,광진구,71743
20240315,구로구,137856
20240315,금천구,105101
20240315,노원구,179600
20240315,도봉구,102123
20240315,동대문구,117654
20240315,동작구,101868
20240315,마포구,294435
20240315,서대문구,108159
20240315,서초구,175300
20240315,성동구,141286
20240315,성북구,54352
20240315,송파구,216374
20240315,양천구,39446
20240315,영등포구,351997
20240315,은평구,137832
20240315,종로구,267189
20240315,중구,297301
20240315,중랑구,100040
20240316,강남구,263768
20240316,강동구,71473
20240316,강북구,42755
20240316,강서구,143918
20240316,관악구,143065
20240316,광진구,64503
20240316,구로구,94474
20240316,금천구,44282
20240316,노원구,138384
20240316,도봉구,82071
20240316,동대문구,90106
20240316,동작구,79181
20240316,마포구,259457
20240316,서대문구,86659
20240316,서초구,147355
20240316,성동구,105896
20240316,성북구,38148
20240316,송파구,149814
20240316,양천구,27249
20240316,영등포구,243572
20240316,은평구,103594
20240316,종로구,219294
20240316,중구,193337
20240316,중랑구,76355
20240317,강남구,161306
20240317,강동구,50186
20240317,강북구,31604
20240317,강서구,105520
20240317,관악구,101400
20240317,광진구,48190
20240317,구로구,68981
20240317,금천구,31562
20240317,노원구,100268
20240317,도봉구,61737
20240317,동대문구,70021
20240317,동작구,54174
20240317,마포구,189509
20240317,서대문구,61541
20240317,서초구,118091
20240317,성동구,76450
20240317,성북구,28022
20240317,송파구,135054
20240317,양천구,19150
20240317,영등포구,175822
20240317,은평구,75375
20240317,종로구,150757
20240317,중구,146390
20240317,중랑구,54228
20240318,강남구,403998
20240318,강동구,99081
20240318,강북구,48959
20240318,강서구,190347
20240318,관악구,154557
20240318,광진구,65648
20240318,구로구,133894
20240318,금천구,105438
20240318,노원구,174310
20240318,도봉구,100278
20240318,동대문구,111287
20240318,동작구,95285
20240318,마포구,265505
20240318,서대문구,103949
20240318,서초구,148520
20240318,성동구,133583
20240318,성북구,55403
20240318,송파구,202570
20240318,양천구,37709
20240318,영등포구,325051
20240318,은평구,128226
20240318,종로구,245333
20240318,중구,285371
20240318,중랑구,95029
20240319,강남구,415132
20240319,강동구,99896
20240319,강북구,49753
20240319,강서구,191139
20240319,관악구,159558
20240319,광진구,66911
20240319,구로구,133587
20240319,금천구,105592
20240319,노원구,172646
20240319,도봉구,96999
20240319,동대문구,111174
20240319,동작구,96597
20240319,마포구,270195
20240319,서대문구,106218
20240319,서초구,156433
20240319,성동구,136490
20240319,성북구,53528
20240319,송파구,208725
20240319,양천구,38481
20240319,영등포구,333408
20240319,은평구,128184
20240319,종로구,250639
20240319,중구,290310
20240319,중랑구,94676
20240320,강남구,413597
20240320,강동구,100680
20240320,강북구,51167
20240320,강서구,192530
20240320,관악구,161095
20240320,광진구,67303
20240320,구로구,135795
20240320,금천구,104589
20240320,노원구,177049
20240320,도봉구,98767
20240320,동대문구,114458
20240320,동작구,98121
20240320,마포구,274495
20240320,서대문구,107406
20240320,서초구,156382
20240320,성동구,136971
20240320,성북구,54511
20240320,송파구,205621
20240320,양천구,38570
20240320,영등포구,338907
20240320,은평구,130962
20240320,종로구,260129
20240320,중구,295400
20240320,중랑구,96272
20240321,강남구,424316
20240321,강동구,101663
20240321,강북구,51579
20240321,강서구,196271
20240321,관악구,165917
20240321,광진구,68504
20240321,구로구,136974
20240321,금천구,105462
20240321,노원구,176778
20240321,도봉구,100573
20240321,동대문구,116444
20240321,동작구,98538
20240321,마포구,296065
20240321,서대문구,109982
20240321,서초구,162223
20240321,성동구,139697
20240321,성북구,55148
20240321,송파구,210971
20240321,양천구,38609
20240321,영등포구,342559
20240321,은평구,132628
20240321,종로구,262576
20240321,중구,297716
20240321,중랑구,97429
20240322,강남구,431844
20240322,강동구,101644
20240322,강북구,50536
20240322,강서구,196560
20240322,관악구,168965
20240322,광진구,70571
20240322,구로구,134635
20240322,금천구,103440
20240322,노원구,176353
20240322,도봉구,99548
20240322,동대문구,115536
20240322,동작구,101335
20240322,마포구,287291
20240322,서대문구,109290
20240322,서초구,173012
20240322,성동구,140721
20240322,성북구,54066
20240322,송파구,211595
20240322,양천구,38589
20240322,영등포구,350411
20240322,은평구,130603
20240322,종로구,266013
20240322,중구,296891
20240322,중랑구,98271
20240323,강남구,265088
20240323,강동구,70400
20240323,강북구,42199
20240323,강서구,140343
20240323,관악구,140047
20240323,광진구,64141
20240323,구로구,92873
20240323,금천구,43629
20240323,노원구,137465
20240323,도봉구,80611
20240323,동대문구,89121
20240323,동작구,80886
20240323,마포구,250783
20240323,서대문구,85858
20240323,서초구,146940
20240323,성동구,108124
20240323,성북구,38059
20240323,송파구,158414
20240323,양천구,26462
20240323,영등포구,241196
20240323,은평구,102312
20240323,종로구,212310
20240323,중구,190116
20240323,중랑구,75851
20240324,강남구,156817
20240324,강동구,51055
20240324,강북구,32466
20240324,강서구,106030
20240324,관악구,101694
20240324,광진구,48077
20240324,구로구,68193
20240324,금천구,32340
20240324,노원구,102469
20240324,도봉구,64644
20240324,동대문구,66792
20240324,동작구,55368
20240324,마포구,186544
20240324,서대문구,61014
20240324,서초구,123046
20240324,성동구,82905
20240324,성북구,28282
20240324,송파구,114461
20240324,양천구,19594
20240324,영등포구,178202
20240324,은평구,76236
20240324,종로구,152313
20240324,중구,144300
20240324,중랑구,55517
20240325,강남구,402817
20240325,강동구,98370
20240325,강북구,48304
20240325,강서구,189237
20240325,관악구,152024
20240325,광진구,63873
20240325,구로구,130551
20240325,금천구,103780
20240325,노원구,168145
20240325,도봉구,93775
20240325,동대문구,108767
20240325,동작구,94203
20240325,마포구,261510
20240325,서대문구,101235
20240325,서초구,154210
20240325,성동구,131235
20240325,성북구,53289
20240325,송파구,202121
20240325,양천구,37239
20240325,영등포구,327117
20240325,은평구,126103
20240325,종로구,245328
20240325,중구,285230
20240325,중랑구,93606
20240326,강남구,413607
20240326,강동구,100139
20240326,강북구,50503
20240326,강서구,192137
20240326,관악구,159138
20240326,광진구,66965
20240326,구로구,133108
20240326,금천구,105157
20240326,노원구,172798
20240326,도봉구,97171
20240326,동대문구,112710
20240326,동작구,96420
20240326,마포구,272192
20240326,서대문구,106461
20240326,서초구,154813
20240326,성동구,136874
20240326,성북구,53543
20240326,송파구,213457
20240326,양천구,38497
20240326,영등포구,332987
20240326,은평구,129198
20240326,종로구,252810
20240326,중구,298488
20240326,중랑구,95649
20240327,강남구,421423
20240327,강동구,101126
20240327,강북구,51996
20240327,강서구,196974
20240327,관악구,164637
20240327,광진구,69351
20240327,구로구,137186
20240327,금천구,106435
20240327,노원구,179835
20240327,도봉구,101959
20240327,동대문구,119177
20240327,동작구,99203
20240327,마포구,280006
20240327,서대문구,108837
20240327,서초구,157943
20240327,성동구,141993
20240327,성북구,55282
20240327,송파구,220038
20240327,양천구,39079
20240327,영등포구,342133
20240327,은평구,133927
20240327,종로구,270926
20240327,중구,303481
20240327,중랑구,98783
20240328,강남구,440891
20240328,강동구,106327
20240328,강북구,63512
20240328,강서구,209368
20240328,관악구,170317
20240328,광진구,73213
20240328,구로구,144879
20240328,금천구,112983
20240328,노원구,182870
20240328,도봉구,106189
20240328,동대문구,129440
20240328,동작구,105918
20240328,마포구,301546
20240328,서대문구,129937
20240328,서초구,167958
20240328,성동구,145968
20240328,성북구,66974
20240328,송파구,232406
20240328,양천구,45740
20240328,영등포구,353936
20240328,은평구,147085
20240328,종로구,276503
20240328,중구,314527
20240328,중랑구,106893
20240329,강남구,432392
20240329,강동구,100911
20240329,강북구,50364
20240329,강서구,197562
20240329,관악구,168751
20240329,광진구,72408
20240329,구로구,135284
20240329,금천구,103148
20240329,노원구,173963
20240329,도봉구,97778
20240329,동대문구,115127
20240329,동작구,101234
20240329,마포구,295667
20240329,서대문구,108829
20240329,서초구,171461
20240329,성동구,145778
20240329,성북구,54100
20240329,송파구,225171
20240329,양천구,38401
20240329,영등포구,351108
20240329,은평구,129888
20240329,종로구,265803
20240329,중구,303380
20240329,중랑구,98382
20240330,강남구,256969
20240330,강동구,69622
20240330,강북구,41731
20240330,강서구,142586
20240330,관악구,136573
20240330,광진구,63652
20240330,구로구,92594
20240330,금천구,43241
20240330,노원구,134291
20240330,도봉구,79060
20240330,동대문구,86398
20240330,동작구,78010
20240330,마포구,253971
20240330,서대문구,86718
20240330,서초구,144244
20240330,성동구,110089
20240330,성북구,37596
20240330,송파구,155262
20240330,양천구,27021
20240330,영등포구,246032
20240330,은평구,100651
20240330,종로구,218125
20240330,중구,201746
20240330,중랑구,74327
20240331,강남구,157703
20240331,강동구,51823
20240331,강북구,32482
20240331,강서구,108029
20240331,관악구,101189
20240331,광진구,48211
20240331,구로구,69570
20240331,금천구,32008
20240331,노원구,100518
20240331,도봉구,63713
20240331,동대문구,65944
20240331,동작구,54707
20240331,마포구,191833
20240331,서대문구,62140
20240331,서초구,121951
20240331,성동구,84766
20240331,성북구,28583
20240331,송파구,116676
20240331,양천구,19477
20240331,영등포구,188231
20240331,은평구,76779
20240331,종로구,151008
20240331,중구,148099
20240331,중랑구,55572
20240401,강남구,403104
20240401,강동구,98350
20240401,강북구,50661
20240401,강서구,191808
20240401,관악구,152921
20240401,광진구,66093
20240401,구로구,132693
20240401,금천구,105492
20240401,노원구,171546
20240401,도봉구,97606
20240401,동대문구,111387
20240401,동작구,96398
20240401,마포구,273507
20240401,서대문구,106270
20240401,서초구,149759
20240401,성동구,141444
20240401,성북구,52775
20240401,송파구,202557
20240401,양천구,37725
20240401,영등포구,331018
20240401,은평구,128234
20240401,종로구,248592
20240401,중구,290412
20240401,중랑구,94899
20240402,강남구,415958
20240402,강동구,101490
20240402,강북구,52132
20240402,강서구,195129
20240402,관악구,160535
20240402,광진구,67979
20240402,구로구,135824
20240402,금천구,106926
20240402,노원구,176953
20240402,도봉구,100607
20240402,동대문구,114381
20240402,동작구,98218
20240402,마포구,280127
20240402,서대문구,109150
20240402,서초구,159346
20240402,성동구,145507
20240402,성북구,54965
20240402,송파구,216148
20240402,양천구,39384
20240402,영등포구,344876
20240402,은평구,132086
20240402,종로구,259068
20240402,중구,296731
20240402,중랑구,98027
20240403,강남구,410659
20240403,강동구,100224
20240403,강북구,50434
20240403,강서구,192846
20240403,관악구,158846
20240403,광진구,66723
20240403,구로구,134206
20240403,금천구,105252
20240403,노원구,174330
20240403,도봉구,97523
20240403,동대문구,112970
20240403,동작구,97739
20240403,마포구,278157
20240403,서대문구,106346
20240403,서초구,155030
20240403,성동구,140220
20240403,성북구,54255
20240403,송파구,211641
20240403,양천구,38337
20240403,영등포구,339820
20240403,은평구,130323
20240403,종로구,255404
20240403,중구,294728
20240403,중랑구,96124
20240404,강남구,417509
20240404,강동구,101448
20240404,강북구,51928
20240404,강서구,197013
20240404,관악구,164381
20240404,광진구,70020
20240404,구로구,136045
20240404,금천구,106662
20240404,노원구,176421
20240404,도봉구,99736
20240404,동대문구,115993
20240404,동작구,98831
20240404,마포구,289111
20240404,서대문구,112125
20240404,서초구,163163
20240404,성동구,147556
20240404,성북구,55028
20240404,송파구,223100
20240404,양천구,39027
20240404,영등포구,353821
20240404,은평구,133187
20240404,종로구,262300
20240404,중구,301856
20240404,중랑구,98638
20240405,강남구,423105
20240405,강동구,102883
20240405,강북구,52440
20240405,강서구,201290
20240405,관악구,170227
20240405,광진구,72885
20240405,구로구,137409
20240405,금천구,104909
20240405,노원구,177807
20240405,도봉구,101861
20240405,동대문구,117879
20240405,동작구,103914
20240405,마포구,301920
20240405,서대문구,112352
20240405,서초구,177190
20240405,성동구,155598
20240405,성북구,54789
20240405,송파구,225548
20240405,양천구,39511
20240405,영등포구,369395
20240405,은평구,136515
20240405,종로구,270101
20240405,중구,305363
20240405,중랑구,100757
20240406,강남구,249932
20240406,강동구,71894
20240406,강북구,43279
20240406,강서구,145020
20240406,관악구,140762
20240406,광진구,66287
20240406,구로구,94037
20240406,금천구,46253
20240406,노원구,135930
20240406,도봉구,82180
20240406,동대문구,88547
20240406,동작구,81754
20240406,마포구,262034
20240406,서대문구,89934
20240406,서초구,150773
20240406,성동구,130259
20240406,성북구,39017
20240406,송파구,166012
20240406,양천구,28197
20240406,영등포구,280114
20240406,은평구,109365
20240406,종로구,212547
20240406,중구,201742
20240406,중랑구,77230
20240407,강남구,153051
20240407,강동구,51733
20240407,강북구,33650
20240407,강서구,110705
20240407,관악구,104169
20240407,광진구,49682
20240407,구로구,70178
20240407,금천구,33970
20240407,노원구,102043
20240407,도봉구,64698
20240407,동대문구,67281
20240407,동작구,57457
20240407,마포구,191331
20240407,서대문구,64708
20240407,서초구,128409
20240407,성동구,95710
20240407,성북구,28802
20240407,송파구,119283
20240407,양천구,20311
20240407,영등포구,209021
20240407,은평구,78988
20240407,종로구,150535
20240407,중구,149814
20240407,중랑구,57002
20240408,강남구,400097
20240408,강동구,98586
20240408,강북구,50107
20240408,강서구,191103
20240408,관악구,155300
20240408,광진구,65407
20240408,구로구,132914
20240408,금천구,105061
20240408,노원구,171505
20240408,도봉구,97056
20240408,동대문구,111145
20240408,동작구,95835
20240408,마포구,263823
20240408,서대문구,103771
20240408,서초구,154306
20240408,성동구,136400
20240408,성북구,52657
20240408,송파구,204613
20240408,양천구,37977
20240408,영등포구,333887
20240408,은평구,127726
20240408,종로구,242192
20240408,중구,280016
20240408,중랑구,95499
20240409,강남구,423672
20240409,강동구,103505
20240409,강북구,54158
20240409,강서구,199929
20240409,관악구,170579
20240409,광진구,71145
20240409,구로구,139772
20240409,금천구,107858
20240409,노원구,181125
20240409,도봉구,104248
20240409,동대문구,116946
20240409,동작구,103364
20240409,마포구,283952
20240409,서대문구,111241
20240409,서초구,165863
20240409,성동구,146226
20240409,성북구,56089
20240409,송파구,231383
20240409,양천구,40180
20240409,영등포구,349456
20240409,은평구,134873
20240409,종로구,265671
20240409,중구,299265
20240409,중랑구,100496
20240410,강남구,171749
20240410,강동구,56299
20240410,강북구,35684
20240410,강서구,113965
20240410,관악구,108612
20240410,광진구,52980
20240410,구로구,73725
20240410,금천구,36022
20240410,노원구,110950
20240410,도봉구,66913
20240410,동대문구,69038
20240410,동작구,63415
20240410,마포구,193025
20240410,서대문구,67220
20240410,서초구,103911
20240410,성동구,95732
20240410,성북구,31222
20240410,송파구,124189
20240410,양천구,21296
20240410,영등포구,182345
20240410,은평구,83537
20240410,종로구,174041
20240410,중구,148697
20240410,중랑구,62655
20240411,강남구,409732
20240411,강동구,99060
20240411,강북구,50869
20240411,강서구,189076
20240411,관악구,159578
20240411,광진구,66327
20240411,구로구,134071
20240411,금천구,103617
20240411,노원구,172716
20240411,도봉구,97260
20240411,동대문구,111495
20240411,동작구,96769
20240411,마포구,270475
20240411,서대문구,105562
20240411,서초구,158685
20240411,성동구,137975
20240411,성북구,53224
20240411,송파구,219045
20240411,양천구,38049
20240411,영등포구,328937
20240411,은평구,128153
20240411,종로구,251735
20240411,중구,285569
20240411,중랑구,96265
20240412,강남구,424169
20240412,강동구,101996
20240412,강북구,52528
20240412,강서구,194880
20240412,관악구,169606
20240412,광진구,70369
20240412,구로구,137576
20240412,금천구,103891
20240412,노원구,178604
20240412,도봉구,101852
20240412,동대문구,115223
20240412,동작구,102135
20240412,마포구,285745
20240412,서대문구,108180
20240412,서초구,173680
20240412,성동구,146136
20240412,성북구,54079
20240412,송파구,231981
20240412,양천구,39066
20240412,영등포구,344970
20240412,은평구,134412
20240412,종로구,267443
20240412,중구,292871
20240412,중랑구,100704
20240413,강남구,247958
20240413,강동구,69593
20240413,강북구,42289
20240413,강서구,139745
20240413,관악구,137690
20240413,광진구,60499
20240413,구로구,92401
20240413,금천구,43366
20240413,노원구,137647
20240413,도봉구,81569
20240413,동대문구,84816
20240413,동작구,79769
20240413,마포구,242256
20240413,서대문구,84462
20240413,서초구,147570
20240413,성동구,114105
20240413,성북구,37350
20240413,송파구,163725
20240413,양천구,26429
20240413,영등포구,238230
20240413,은평구,101222
20240413,종로구,206877
20240413,중구,191590
20240413,중랑구,75463
20240414,강남구,148070
20240414,강동구,50394
20240414,강북구,32234
20240414,강서구,106636
20240414,관악구,100252
20240414,광진구,44547
20240414,구로구,67357
20240414,금천구,31437
20240414,노원구,98360
20240414,도봉구,63122
20240414,동대문구,62893
20240414,동작구,55039
20240414,마포구,174970
20240414,서대문구,59258
20240414,서초구,121049
20240414,성동구,81061
20240414,성북구,27934
20240414,송파구,121183
20240414,양천구,19315
20240414,영등포구,172538
20240414,은평구,72646
20240414,종로구,139006
20240414,중구,133898
20240414,중랑구,54417
20240415,강남구,396332
20240415,강동구,95686
20240415,강북구,45833
20240415,강서구,184880
20240415,관악구,150313
20240415,광진구,60745
20240415,구로구,128508
20240415,금천구,101679
20240415,노원구,162357
20240415,도봉구,89976
20240415,동대문구,103991
20240415,동작구,91617
20240415,마포구,251685
20240415,서대문구,98324
20240415,서초구,150850
20240415,성동구,126711
20240415,성북구,50176
20240415,송파구,196803
20240415,양천구,36642
20240415,영등포구,314266
20240415,은평구,121904
20240415,종로구,229007
20240415,중구,268577
20240415,중랑구,90821
20240416,강남구,414684
20240416,강동구,100260
20240416,강북구,50961
20240416,강서구,193482
20240416,관악구,160464
20240416,광진구,65756
20240416,구로구,135052
20240416,금천구,105917
20240416,노원구,174534
20240416,도봉구,98118
20240416,동대문구,111364
20240416,동작구,96670
20240416,마포구,268409
20240416,서대문구,105712
20240416,서초구,155502
20240416,성동구,138151
20240416,성북구,54225
20240416,송파구,216787
20240416,양천구,39379
20240416,영등포구,336001
20240416,은평구,130788
20240416,종로구,250102
20240416,중구,288870
20240416,중랑구,96781
20240417,강남구,415967
20240417,강동구,101931
20240417,강북구,51775
20240417,강서구,196715
20240417,관악구,162139
20240417,광진구,66022
20240417,구로구,137226
20240417,금천구,105081
20240417,노원구,177708
20240417,도봉구,100686
20240417,동대문구,114635
20240417,동작구,99253
20240417,마포구,269854
20240417,서대문구,105049
20240417,서초구,157426
20240417,성동구,139005
20240417,성북구,54550
20240417,송파구,218114
20240417,양천구,39155
20240417,영등포구,341711
20240417,은평구,133416
20240417,종로구,256884
20240417,중구,289820
20240417,중랑구,98905
20240418,강남구,417315
20240418,강동구,101469
20240418,강북구,52891
20240418,강서구,195113
20240418,관악구,163390
20240418,광진구,65620
20240418,구로구,136092
20240418,금천구,105568
20240418,노원구,176771
20240418,도봉구,100572
20240418,동대문구,114045
20240418,동작구,98755
20240418,마포구,272420
20240418,서대문구,105597
20240418,서초구,160736
20240418,성동구,139934
20240418,성북구,54761
20240418,송파구,218870
20240418,양천구,39034
20240418,영등포구,340073
20240418,은평구,132124
20240418,종로구,256157
20240418,중구,290775
20240418,중랑구,97671
20240419,강남구,422201
20240419,강동구,101981
20240419,강북구,52119
20240419,강서구,198939
20240419,관악구,169937
20240419,광진구,68191
20240419,구로구,136800
20240419,금천구,103803
20240419,노원구,179030
20240419,도봉구,102324
20240419,동대문구,114705
20240419,동작구,101664
20240419,마포구,283818
20240419,서대문구,104698
20240419,서초구,171865
20240419,성동구,144709
20240419,성북구,54225
20240419,송파구,218903
20240419,양천구,39364
20240419,영등포구,348408
20240419,은평구,134343
20240419,종로구,266558
20240419,중구,296800
20240419,중랑구,99340
20240420,강남구,234046
20240420,강동구,65651
20240420,강북구,37712
20240420,강서구,131125
20240420,관악구,130272
20240420,광진구,54071
20240420,구로구,86821
20240420,금천구,40363
20240420,노원구,125578
20240420,도봉구,72523
20240420,동대문구,77022
20240420,동작구,72954
20240420,마포구,221168
20240420,서대문구,77143
20240420,서초구,138106
20240420,성동구,92140
20240420,성북구,35254
20240420,송파구,132118
20240420,양천구,24807
20240420,영등포구,226437
20240420,은평구,93462
20240420,종로구,186427
20240420,중구,170073
20240420,중랑구,69837
20240421,강남구,144264
20240421,강동구,48426
20240421,강북구,30351
20240421,강서구,101156
20240421,관악구,96618
20240421,광진구,40819
20240421,구로구,66840
20240421,금천구,30780
20240421,노원구,97783
20240421,도봉구,61259
20240421,동대문구,60849
20240421,동작구,52216
20240421,마포구,166145
20240421,서대문구,55930
20240421,서초구,112388
20240421,성동구,75260
20240421,성북구,27085
20240421,송파구,102621
20240421,양천구,18120
20240421,영등포구,168146
20240421,은평구,72051
20240421,종로구,134068
20240421,중구,131490
20240421,중랑구,53081
20240422,강남구,393996
20240422,강동구,98265
20240422,강북구,49878
20240422,강서구,191028
20240422,관악구,153737
20240422,광진구,62116
20240422,구로구,132552
20240422,금천구,104513
20240422,노원구,172530
20240422,도봉구,96730
20240422,동대문구,108856
20240422,동작구,94912
20240422,마포구,256283
20240422,서대문구,97235
20240422,서초구,152191
20240422,성동구,130053
20240422,성북구,52077
20240422,송파구,199787
20240422,양천구,37492
20240422,영등포구,323797
20240422,은평구,128128
20240422,종로구,238786
20240422,중구,276362
20240422,중랑구,94568
20240423,강남구,410978
20240423,강동구,100377
20240423,강북구,51065
20240423,강서구,192964
20240423,관악구,159870
20240423,광진구,64244
20240423,구로구,134852
20240423,금천구,106590
20240423,노원구,176565
20240423,도봉구,99359
20240423,동대문구,110774
20240423,동작구,97044
20240423,마포구,265709
20240423,서대문구,102456
20240423,서초구,153245
20240423,성동구,136049
20240423,성북구,53520
20240423,송파구,211138
20240423,양천구,38901
20240423,영등포구,334865
20240423,은평구,130734
20240423,종로구,249347
20240423,중구,285288
20240423,중랑구,96940
20240424,강남구,406016
20240424,강동구,99026
20240424,강북구,50080
20240424,강서구,192436
20240424,관악구,159454
20240424,광진구,64289
20240424,구로구,134212
20240424,금천구,104038
20240424,노원구,174053
20240424,도봉구,95818
20240424,동대문구,109421
20240424,동작구,95846
20240424,마포구,262929
20240424,서대문구,100560
20240424,서초구,153343
20240424,성동구,131707
20240424,성북구,53092
20240424,송파구,209461
20240424,양천구,37953
20240424,영등포구,334016
20240424,은평구,129473
20240424,종로구,248508
20240424,중구,283261
20240424,중랑구,95541
20240425,강남구,414747
20240425,강동구,102610
20240425,강북구,52734
20240425,강서구,196078
20240425,관악구,166423
20240425,광진구,66925
20240425,구로구,136871
20240425,금천구,105858
20240425,노원구,180398
20240425,도봉구,101607
20240425,동대문구,115711
20240425,동작구,98719
20240425,마포구,277922
20240425,서대문구,103417
20240425,서초구,161764
20240425,성동구,139697
20240425,성북구,54920
20240425,송파구,214948
20240425,양천구,38718
20240425,영등포구,341431
20240425,은평구,134325
20240425,종로구,259640
20240425,중구,293280
20240425,중랑구,98829
20240426,강남구,426434
20240426,강동구,103218
20240426,강북구,53180
20240426,강서구,202245
20240426,관악구,173499
20240426,광진구,72734
20240426,구로구,138505
20240426,금천구,104473
20240426,노원구,182933
20240426,도봉구,104118
20240426,동대문구,117309
20240426,동작구,104013
20240426,마포구,298618
20240426,서대문구,107581
20240426,서초구,179039
20240426,성동구,149476
20240426,성북구,54675
20240426,송파구,227402
20240426,양천구,39675
20240426,영등포구,354783
20240426,은평구,136773
20240426,종로구,271718
20240426,중구,300204
20240426,중랑구,100595
20240427,강남구,255176
20240427,강동구,72359
20240427,강북구,43840
20240427,강서구,144718
20240427,관악구,142755
20240427,광진구,65357
20240427,구로구,96469
20240427,금천구,45174
20240427,노원구,144398
20240427,도봉구,84275
20240427,동대문구,88140
20240427,동작구,80737
20240427,마포구,267587
20240427,서대문구,90017
20240427,서초구,151720
20240427,성동구,113265
20240427,성북구,38914
20240427,송파구,171879
20240427,양천구,27753
20240427,영등포구,246841
20240427,은평구,106749
20240427,종로구,211269
20240427,중구,195710
20240427,중랑구,78747
20240428,강남구,157807
20240428,강동구,50759
20240428,강북구,32273
20240428,강서구,108974
20240428,관악구,104340
20240428,광진구,46799
20240428,구로구,70629
20240428,금천구,32277
20240428,노원구,105280
20240428,도봉구,65217
20240428,동대문구,66296
20240428,동작구,55788
20240428,마포구,210974
20240428,서대문구,62519
20240428,서초구,129217
20240428,성동구,82121
20240428,성북구,28726
20240428,송파구,118619
20240428,양천구,19750
20240428,영등포구,191264
20240428,은평구,77936
20240428,종로구,147736
20240428,중구,148726
20240428,중랑구,55803
20240429,강남구,402342
20240429,강동구,99516
20240429,강북구,51078
20240429,강서구,193450
20240429,관악구,156130
20240429,광진구,66607
20240429,구로구,133519
20240429,금천구,105337
20240429,노원구,175208
20240429,도봉구,97875
20240429,동대문구,111478
20240429,동작구,97019
20240429,마포구,275882
20240429,서대문구,105528
20240429,서초구,155982
20240429,성동구,137609
20240429,성북구,53586
20240429,송파구,203993
20240429,양천구,37834
20240429,영등포구,332006
20240429,은평구,130898
20240429,종로구,250970
20240429,중구,292159
20240429,중랑구,95759
20240430,강남구,423022
20240430,강동구,103077
20240430,강북구,53123
20240430,강서구,199308
20240430,관악구,169745
20240430,광진구,71190
20240430,구로구,140269
20240430,금천구,108176
20240430,노원구,183409
20240430,도봉구,103651
20240430,동대문구,116789
20240430,동작구,102016
20240430,마포구,291034
20240430,서대문구,112602
20240430,서초구,163822
20240430,성동구,146284
20240430,성북구,55490
20240430,송파구,226243
20240430,양천구,39788
20240430,영등포구,349074
20240430,은평구,136048
20240430,종로구,262202
20240430,중구,304549
20240430,중랑구,100407
20240501,강남구,218027
20240501,강동구,70573
20240501,강북구,43746
20240501,강서구,132325
20240501,관악구,120724
20240501,광진구,59850
20240501,구로구,87713
20240501,금천구,42673
20240501,노원구,139503
20240501,도봉구,83059
20240501,동대문구,86434
20240501,동작구,74962
20240501,마포구,221081
20240501,서대문구,87207
20240501,서초구,120756
20240501,성동구,106942
20240501,성북구,39632
20240501,송파구,148828
20240501,양천구,26705
20240501,영등포구,206417
20240501,은평구,102030
20240501,종로구,215646
20240501,중구,211231
20240501,중랑구,70914
20240502,강남구,421472
20240502,강동구,101757
20240502,강북구,52822
20240502,강서구,197106
20240502,관악구,163713
20240502,광진구,69871
20240502,구로구,138785
20240502,금천구,105743
20240502,노원구,182421
20240502,도봉구,102083
20240502,동대문구,116887
20240502,동작구,99101
20240502,마포구,290628
20240502,서대문구,112519
20240502,서초구,163788
20240502,성동구,145301
20240502,성북구,55439
20240502,송파구,223104
20240502,양천구,39501
20240502,영등포구,345197
20240502,은평구,132852
20240502,종로구,266061
20240502,중구,302018
20240502,중랑구,97900
20240503,강남구,430685
20240503,강동구,102672
20240503,강북구,53566
20240503,강서구,203500
20240503,관악구,169954
20240503,광진구,73706
20240503,구로구,139981
20240503,금천구,105000
20240503,노원구,186233
20240503,도봉구,104371
20240503,동대문구,118888
20240503,동작구,103837
20240503,마포구,309146
20240503,서대문구,114467
20240503,서초구,183898
20240503,성동구,150839
20240503,성북구,55177
20240503,송파구,228940
20240503,양천구,39754
20240503,영등포구,359660
20240503,은평구,136193
20240503,종로구,282398
20240503,중구,309505
20240503,중랑구,101854
20240504,강남구,239982
20240504,강동구,68872
20240504,강북구,42298
20240504,강서구,141016
20240504,관악구,130755
20240504,광진구,60668
20240504,구로구,93464
20240504,금천구,43008
20240504,노원구,134804
20240504,도봉구,80080
20240504,동대문구,85129
20240504,동작구,77792
20240504,마포구,276262
20240504,서대문구,88978
20240504,서초구,150951
20240504,성동구,111781
20240504,성북구,37396
20240504,송파구,154932
20240504,양천구,25937
20240504,영등포구,230496
20240504,은평구,102924
20240504,종로구,216949
20240504,중구,205731
20240504,중랑구,74992
20240505,강남구,138952
20240505,강동구,43309
20240505,강북구,25242
20240505,강서구,92378
20240505,관악구,83431
20240505,광진구,39928
20240505,구로구,58932
20240505,금천구,24799
20240505,노원구,84080
20240505,도봉구,48236
20240505,동대문구,51180
20240505,동작구,45487
20240505,마포구,172135
20240505,서대문구,55125
20240505,서초구,110404
