사용일자,역명,승차총승객수
20240101,애오개,2130
20240101,정부과천청사,3320
20240101,인덕원,8264
20240101,평촌,4908
20240101,범계,10865
20240101,선릉,2195
20240101,한티,5244
20240101,도곡,2351
20240101,구룡,932
20240101,개포동,1530
20240101,대모산입구,2019
20240101,수서,8031
20240101,수원,5796
20240101,서울숲,4907
20240101,압구정로데오,6451
20240101,강남구청,1853
20240101,선정릉,1391
20240101,가천대,2642
20240101,태평,6660
20240101,모란,8925
20240101,야탑,10794
20240101,서현,11784
20240101,수내,3988
20240101,정자,5328
20240101,미금,6037
20240101,오리,4008
20240101,이매,2256
20240101,보정,874
20240101,죽전,5195
20240101,구성,1838
20240101,신갈,1480
20240101,기흥,4012
20240101,상갈,2339
20240101,청명,1523
20240101,영통,3975
20240101,망포,5209
20240101,매탄권선,2233
20240101,수원시청,6921
20240101,매교,2019
20240101,김포공항,2859
20240101,원종,2386
20240101,부천종합운동장,977
20240101,고색,1694
20240101,오목천,1617
20240101,어천,836
20240101,야목,189
20240101,사리,2612
20240101,달월,65
20240101,월곶,1509
20240101,소래포구,4086
20240101,인천논현,2539
20240101,호구포,1475
20240101,남동인더스파크,478
20240101,당곡,2018
20240101,정왕,5624
20240101,오이도,5529
20240101,수리산,1734
20240101,북한산우이,3508
20240101,솔밭공원,1287
20240101,4.19민주묘지,1584
20240101,가오리,2120
20240101,화계,1858
20240101,삼양,1013
20240101,삼양사거리,1294
20240101,솔샘,2465
20240101,북한산보국문,3041
20240101,지평,54
20240101,백석,4740
20240101,마두,2778
20240101,정발산,3618
20240101,주엽,4160
20240101,대화,4859
20240101,신길온천,1224
20240101,덕정,2801
20240101,덕계,2408
20240101,양주,4031
20240101,녹양,2185
20240101,원덕,272
20240101,양평,2162
20240101,오빈,188
20240101,아신,398
20240101,국수,425
20240101,신원,113
20240101,양수,1395
20240101,운길산,711
20240101,팔당,872
20240101,도심,1015
20240101,덕소,2683
20240101,양정,246
20240101,도농,4365
20240101,구리,5909
20240101,양원,1098
20240101,망우,3771
20240101,상봉(시외버스터미널),2937
20240101,중랑,2598
20240101,회기,11385
20240101,신창(순천향대),825
20240101,온양온천,4222
20240101,배방,773
20240101,탕정,854
20240101,아산,3740
20240101,안산,10189
20240101,초지,2235
20240101,고잔,3611
20240101,중앙,10609
20240101,한대앞,4290
20240101,상록수,7466
20240101,반월,2062
20240101,대야미,2678
20240101,산본,7583
20240101,관악산(서울대),2461
20240101,서울대벤처타운,4823
20240101,서원,1656
20240101,신림,923
20240101,정릉,2276
20240101,성신여대입구(돈암),2011
20240101,보문,839
20240101,신설동,1094
20240101,원흥,4574
20240101,지축,1
20240101,삼송,9608
20240101,원당,4938
20240101,화정,8005
20240101,대곡,1255
20240101,복정,1
20240101,용문,1674
20240101,동두천중앙,1952
20240101,봉명,570
20240101,쌍용(나사렛대),1304
20240101,지행,3978
20240101,보라매병원,2038
20240101,보라매공원,812
20240101,보라매,1581
20240101,서울지방병무청,1222
20240101,대방,1229
20240101,샛강,705
20240101,인천,1182
20240101,신포,1062
20240101,숭의,1963
20240101,인하대,2765
20240101,송도,1421
20240101,연수,2622
20240101,원인재,2391
20240101,갈매,1103
20240101,별내,1451
20240101,퇴계원,1796
20240101,사릉,905
20240101,금곡,675
20240101,평내호평,2665
20240101,천마산,881
20240101,마석,2014
20240101,대성리,490
20240101,청평,1406
20240101,상천,179
20240101,가평,1663
20240101,굴봉산,122
20240101,백양리,353
20240101,강촌,421
20240101,김유정,346
20240101,남춘천,2499
20240101,춘천,1749
20240101,서울역,12273
20240101,공덕,1516
20240101,홍대입구,11502
20240101,디지털미디어시티,3408
20240101,마곡나루(서울식물원),2654
20240101,김포공항,8510
20240101,계양,5578
20240101,검암,3092
20240101,청라국제도시,3282
20240101,운서,6908
20240101,공항화물청사,941
20240101,인천공항1터미널,13616
20240101,인천공항2터미널,6663
20240101,영종,2746
20240101,선바위,2578
20240101,경마공원,345
20240101,간석,2824
20240101,부개,4209
20240101,소사,3940
20240101,구일,2573
20240101,인천,3957
20240101,동인천,7609
20240101,제물포,4386
20240101,주안,10057
20240101,동암,8454
20240101,백운,3519
20240101,부평,19621
20240101,송내,10213
20240101,부천,19559
20240101,역곡,11483
20240101,오류동,5729
20240101,개봉,9617
20240101,계양,1
20240101,운천,2
20240101,임진강,49
20240101,문산,3352
20240101,파주,619
20240101,월롱,690
20240101,대공원,2569
20240101,금촌,4092
20240101,금릉,2756
20240101,운정,3219
20240101,야당,5224
20240101,탄현,3725
20240101,일산,4784
20240101,풍산,3097
20240101,백마,2952
20240101,곡산,302
20240101,능곡,2294
20240101,행신,3858
20240101,강매,1176
20240101,화전,656
20240101,수색,1035
20240101,디지털미디어시티,1251
20240101,가좌,2336
20240101,홍대입구,1401
20240101,서강대,943
20240101,공덕,1775
20240101,효창공원앞,1109
20240101,도원,1339
20240101,신촌,257
20240101,서울역,1122
20240101,연천,2296
20240101,전곡,1286
20240101,초성리,157
20240101,소요산,2302
20240101,동두천,968
20240101,보산,1160
20240101,가능,3276
20240101,의정부,10974
20240101,회룡,5999
20240101,망월사,3410
20240101,도봉산,6631
20240101,도봉,2726
20240101,방학,4861
20240101,녹천,1920
20240101,월계,2962
20240101,광운대,3646
20240101,석계,3880
20240101,신이문,3915
20240101,외대앞,3986
20240101,청량리(서울시립대입구),13463
20240101,왕십리(성동구청),9279
20240101,응봉,1542
20240101,옥수,74
20240101,한남,1534
20240101,서빙고,851
20240101,이촌(국립중앙박물관),1647
20240101,광명,3105
20240101,서동탄,661
20240101,당정,2386
20240101,천안,6676
20240101,두정,4421
20240101,직산,532
20240101,성환,2487
20240101,평택,11494
20240101,평택지제,3279
20240101,서정리,4462
20240101,송탄,3204
20240101,진위,808
20240101,오산,7635
20240101,오산대,1960
20240101,세마,1664
20240101,병점,8238
20240101,세류,2001
20240101,독산,4800
20240101,수원,33612
20240101,화서,3866
20240101,성균관대,6845
20240101,의왕,3366
20240101,군포,2457
20240101,금정,11662
20240101,명학,2344
20240101,안양,10944
20240101,관악,3593
20240101,석수,3928
20240101,금천구청,4756
20240101,가산디지털단지,4249
20240101,구로,8331
20240101,신길,3601
20240101,신도림,1516
20240101,영등포,28155
20240101,대방,3701
20240101,노량진,5712
20240101,용산,37168
20240101,남영,3428
20240101,서울역,11806
20240101,여주,2377
20240101,세종대왕릉,263
20240101,부발,1306
20240101,이천,1969
20240101,신둔도예촌,760
20240101,곤지암,1440
20240101,초월,1478
20240101,고속터미널,10854
20240101,신반포,1325
20240101,구반포,263
20240101,동작(현충원),1537
20240101,흑석(중앙대입구),3243
20240101,노들,2207
20240101,노량진,12172
20240101,샛강,1821
20240101,여의도,5476
20240101,국회의사당,3696
20240101,당산,6972
20240101,선유도,2637
20240101,신목동,1507
20240101,염창,6585
20240101,등촌,4140
20240101,증미,2033
20240101,가양,7913
20240101,양천향교,3279
20240101,마곡나루(서울식물원),4387
20240101,신방화,2823
20240101,공항시장,1325
20240101,김포공항,6179
20240101,개화,967
20240101,남위례,2420
20240101,모란,2614
20240101,수진,2395
20240101,신흥,2612
20240101,단대오거리,4854
20240101,남한산성입구(성남법원.검찰청),5174
20240101,산성,2969
20240101,복정,2961
20240101,장지,7633
20240101,문정,3831
20240101,가락시장,2665
20240101,송파,3493
20240101,석촌,3390
20240101,잠실(송파구청),10394
20240101,몽촌토성(평화의문),4125
20240101,강동구청,3718
20240101,천호(풍납토성),6713
20240101,온수(성공회대입구),2923
20240101,암사,7218
20240101,온수(성공회대입구),3022
20240101,천왕,4019
20240101,광명사거리,9745
20240101,철산,8100
20240101,가산디지털단지,8121
20240101,남구로,5994
20240101,대림(구로구청),7624
20240101,신풍,4446
20240101,보라매,2529
20240101,신대방삼거리,5981
20240101,장승배기,3440
20240101,상도,4283
20240101,숭실대입구(살피재),4385
20240101,남성,4306
20240101,이수,6263
20240101,내방,3725
20240101,고속터미널,15279
20240101,반포,2528
20240101,논현,4501
20240101,학동,3494
20240101,강남구청,3136
20240101,청담,4870
20240101,뚝섬유원지,5967
20240101,건대입구,6622
20240101,어린이대공원(세종대),5634
20240101,군자(능동),6410
20240101,중곡,4265
20240101,용마산(용마폭포공원),2643
20240101,사가정,7164
20240101,면목,6170
20240101,상봉(시외버스터미널),7419
20240101,중화,4348
20240101,먹골,4317
20240101,태릉입구,3755
20240101,공릉(서울과학기술대),5031
20240101,하계,6851
20240101,중계,5328
20240101,노원,10499
20240101,마들,5259
20240101,수락산,5661
20240101,도봉산,3706
20240101,장암,887
20240101,봉화산(서울의료원),3199
20240101,화랑대(서울여대입구),3802
20240101,태릉입구,2653
20240101,석계,5112
20240101,돌곶이,5024
20240101,상월곡(한국과학기술연구원),2398
20240101,월곡(동덕여대),4176
20240101,고려대(종암),3093
20240101,안암(고대병원앞),3567
20240101,보문,3002
20240101,창신,1242
20240101,동묘앞,4720
20240101,신당,3880
20240101,청구,1474
20240101,약수,1416
20240101,버티고개,983
20240101,한강진,5159
20240101,이태원,12392
20240101,녹사평(용산구청),2968
20240101,삼각지,2810
20240101,효창공원앞,2507
20240101,공덕,6413
20240101,대흥(서강대앞),2810
20240101,광흥창(서강),3262
20240101,상수,7060
20240101,합정,7455
20240101,망원,7629
20240101,마포구청,5572
20240101,월드컵경기장(성산),4337
20240101,디지털미디어시티,4597
20240101,증산(명지대앞),4441
20240101,새절(신사),5232
20240101,구산,3335
20240101,독바위,1186
20240101,불광,2416
20240101,역촌,1729
20240101,응암,7803
20240101,하남검단산,4442
20240101,하남시청(덕풍·신장),3675
20240101,하남풍산,2053
20240101,미사,8422
20240101,강일,2389
20240101,마천,3027
20240101,거여,3594
20240101,개롱,2362
20240101,오금,1135
20240101,방이,2766
20240101,올림픽공원(한국체대),1812
20240101,둔촌동,3320
20240101,상일동,5217
20240101,고덕,3758
20240101,명일,3605
20240101,굽은다리(강동구민회관앞),4622
20240101,길동,3714
20240101,강동,6910
20240101,천호(풍납토성),9424
20240101,광나루(장신대),6954
20240101,아차산(어린이대공원후문),11259
20240101,군자(능동),5139
20240101,장한평,6339
20240101,답십리,6081
20240101,마장,2394
20240101,왕십리(성동구청),2213
20240101,행당,3180
20240101,신금호,2501
20240101,청구,1460
20240101,동대문역사문화공원(DDP),914
20240101,을지로4가,1798
20240101,종로3가,9771
20240101,광화문(세종문화회관),16418
20240101,서대문,4596
20240101,충정로(경기대입구),954
20240101,공덕,3987
20240101,마포,4737
20240101,여의나루,5288
20240101,여의도,5073
20240101,신길,2005
20240101,영등포시장,4535
20240101,영등포구청,1248
20240101,양평,2052
20240101,오목교(목동운동장앞),7888
20240101,목동,6056
20240101,신정(은행정),5164
20240101,까치산,12489
20240101,화곡,11693
20240101,우장산,5515
20240101,발산,8268
20240101,마곡,3039
20240101,송정,3013
20240101,김포공항,7067
20240101,개화산,2633
20240101,방화,3784
20240101,남태령,543
20240101,사당,11389
20240101,총신대입구(이수),7880
20240101,동작(현충원),1087
20240101,이촌(국립중앙박물관),2940
20240101,신용산,8870
20240101,삼각지,2422
20240101,숙대입구(갈월),5462
20240101,서울역,4909
20240101,회현(남대문시장),8389
20240101,명동,26822
20240101,충무로,10096
20240101,동대문역사문화공원(DDP),11310
20240101,동대문,7052
20240101,혜화,19137
20240101,한성대입구(삼선교),5882
20240101,성신여대입구(돈암),10415
20240101,길음,8192
20240101,미아사거리,12197
20240101,미아(서울사이버대학),6425
20240101,수유(강북구청),16724
20240101,쌍문,12198
20240101,창동,12118
20240101,노원,14015
20240101,상계,8544
20240101,당고개,4693
20240101,오금,1891
20240101,경찰병원,2405
20240101,가락시장,3069
20240101,수서,9614
20240101,일원,3065
20240101,대청,3438
20240101,학여울,615
20240101,대치,4769
20240101,도곡,1435
20240101,매봉,3089
20240101,양재(서초구청),8624
20240101,남부터미널(예술의전당),12778
20240101,교대(법원.검찰청),3499
20240101,고속터미널,39392
20240101,잠원,1963
20240101,신사,9592
20240101,압구정,9048
20240101,옥수,4231
20240101,금호,3367
20240101,약수,5513
20240101,동대입구,4848
20240101,을지로3가,4079
20240101,종로3가,4274
20240101,안국,13015
20240101,경복궁(정부서울청사),13817
20240101,독립문,3412
20240101,무악재,1939
20240101,홍제,8039
20240101,녹번,5701
20240101,불광,7949
20240101,연신내,16079
20240101,구파발,9917
20240101,지축,2933
20240101,용두(동대문구청),1053
20240101,신정네거리,4035
20240101,양천구청,2547
20240101,도림천,584
20240101,신설동,1921
20240101,신답,555
20240101,용답,1458
20240101,충정로(경기대입구),2948
20240101,아현,4194
20240101,이대,5924
20240101,신촌,17879
20240101,홍대입구,57431
20240101,합정,16463
20240101,당산,6537
20240101,영등포구청,5801
20240101,문래,5888
20240101,신도림,18902
20240101,대림(구로구청),13116
20240101,구로디지털단지,19846
20240101,신대방,11980
20240101,신림,25838
20240101,봉천,9719
20240101,서울대입구(관악구청),18147
20240101,낙성대(강감찬),10878
20240101,사당,16793
20240101,방배,4205
20240101,서초,4351
20240101,교대(법원.검찰청),6702
20240101,강남,24251
20240101,역삼,7963
20240101,선릉,10400
20240101,삼성(무역센터),17423
20240101,종합운동장,3648
20240101,잠실새내,9717
20240101,잠실(송파구청),43246
20240101,잠실나루,4279
20240101,강변(동서울터미널),21831
20240101,구의(광진구청),9541
20240101,건대입구,24720
20240101,성수,15653
20240101,뚝섬,9066
20240101,한양대,1858
20240101,왕십리(성동구청),6835
20240101,상왕십리,5483
20240101,신당,6584
20240101,동대문역사문화공원(DDP),9009
20240101,을지로4가,4494
20240101,을지로3가,9320
20240101,을지로입구,20268
20240101,시청,8417
20240101,동묘앞,8266
20240101,청량리(서울시립대입구),12108
20240101,제기동,8669
20240101,신설동,6055
20240101,동대문,8418
20240101,종로5가,11167
20240101,종로3가,14238
20240101,종각,16327
20240101,시청,10985
20240101,서울역,35982
20240101,경기광주,3364
20240101,삼동,867
20240101,이매,543
20240101,판교,2327
20240101,중앙보훈병원,3475
20240101,둔촌오륜,316
20240101,올림픽공원(한국체대),2813
20240101,한성백제,1737
20240101,송파나루,2490
20240101,석촌,3906
20240101,석촌고분,2996
20240101,삼전,3230
20240101,종합운동장,2248
20240101,봉은사,10082
20240101,삼성중앙,1767
20240101,과천,2887
20240101,선정릉,2110
20240101,언주,2393
20240101,신논현,12311
20240101,사평,1479
20240101,중동,4184
20240101,도화,2032
20240101,신내,836
20240102,과천,6497
20240102,정부과천청사,12229
20240102,송파,9663
20240102,인덕원,25169
20240102,평촌,18791
20240102,범계,27496
20240102,선릉,14858
20240102,한티,16572
20240102,도곡,7773
20240102,구룡,3009
20240102,개포동,4757
20240102,대모산입구,6184
20240102,수서,14983
20240102,복정,3
20240102,석촌,8197
20240102,잠실(송파구청),15935
20240102,몽촌토성(평화의문),6861
20240102,강동구청,10808
20240102,천호(풍납토성),15378
20240102,암사,19289
20240102,온수(성공회대입구),10002
20240102,수원,7750
20240102,서울숲,11437
20240102,압구정로데오,19499
20240102,강남구청,10280
20240102,가락시장,7454
20240102,선정릉,8533
20240102,가천대,7400
20240102,천왕,12059
20240102,광명사거리,20682
20240102,철산,22069
20240102,가산디지털단지,50224
20240102,남구로,16972
20240102,대림(구로구청),8925
20240102,신풍,11435
20240102,보라매,6879
20240102,양천향교,10320
20240102,마곡나루(서울식물원),13691
20240102,신방화,7199
20240102,공항시장,3023
20240102,김포공항,7171
20240102,개화,3094
20240102,남위례,7092
20240102,모란,4663
20240102,수진,5510
20240102,신흥,5257
20240102,단대오거리,12362
20240102,남한산성입구(성남법원.검찰청),13225
20240102,산성,6223
20240102,복정,9117
20240102,장지,17058
20240102,문정,23622
20240102,홍대입구,12672
20240102,공덕,2863
20240102,서울역,12848
20240102,춘천,1104
20240102,남춘천,2554
20240102,김유정,319
20240102,강촌,285
20240102,백양리,330
20240102,굴봉산,87
20240102,가평,1682
20240102,상천,228
20240102,청평,1773
20240102,대성리,427
20240102,마석,3770
20240102,천마산,1507
20240102,평내호평,6126
20240102,금곡,1518
20240102,사릉,2144
20240102,퇴계원,3701
20240102,별내,3272
20240102,갈매,3134
20240102,신내,2483
20240102,도화,4140
20240102,중동,9293
20240102,온수(성공회대입구),6033
20240102,도원,2666
20240102,간석,5939
20240102,부개,8727
20240102,소사,7547
20240102,구일,6038
20240102,인천,3225
20240102,동인천,13657
20240102,용답,2818
20240102,서울역,57475
20240102,시청,27622
20240102,종각,41918
20240102,종로3가,24979
20240102,종로5가,24384
20240102,동대문,9837
20240102,신설동,13796
20240102,제기동,16777
20240102,청량리(서울시립대입구),21759
20240102,동묘앞,7587
20240102,시청,28231
20240102,을지로입구,51427
20240102,을지로3가,26465
20240102,을지로4가,14524
20240102,동대문역사문화공원(DDP),12902
20240102,신당,14025
20240102,상왕십리,14512
20240102,왕십리(성동구청),14421
20240102,한양대,8763
20240102,뚝섬,25396
20240102,성수,43629
20240102,건대입구,34625
20240102,구의(광진구청),25055
20240102,강변(동서울터미널),31706
20240102,잠실나루,16650
20240102,잠실(송파구청),73053
20240102,잠실새내,23077
20240102,종합운동장,7016
20240102,삼성(무역센터),55219
20240102,선릉,61827
20240102,역삼,56107
20240102,강남,82697
20240102,교대(법원.검찰청),31309
20240102,서초,21820
20240102,방배,15922
20240102,사당,36497
20240102,낙성대(강감찬),26709
20240102,서울대입구(관악구청),44293
20240102,봉천,24065
20240102,신림,52993
20240102,신대방,25141
20240102,구로디지털단지,60976
20240102,대림(구로구청),24665
20240102,신도림,48528
20240102,문래,23860
20240102,영등포구청,23310
20240102,당산,17861
20240102,합정,30987
20240102,홍대입구,62819
20240102,신촌,36716
20240102,이대,14694
20240102,아현,10509
20240102,충정로(경기대입구),10758
20240102,신답,1669
20240102,신설동,3132
20240102,도림천,1332
20240102,양천구청,7044
20240102,신정네거리,10544
20240102,용두(동대문구청),2543
20240102,지축,7306
20240102,구파발,21950
20240102,연신내,34585
20240102,불광,16283
20240102,독립문,7122
20240102,경복궁(정부서울청사),21585
20240102,안국,22806
20240102,종로3가,10785
20240102,을지로3가,12632
20240102,충무로,2
20240102,동대입구,9281
20240102,약수,12910
20240102,금호,8154
20240102,옥수,8616
20240102,압구정,33105
20240102,신사,29344
20240102,잠원,5118
20240102,고속터미널,44167
20240102,교대(법원.검찰청),16011
20240102,남부터미널(예술의전당),30701
20240102,양재(서초구청),38317
20240102,매봉,13521
20240102,도곡,5210
20240102,대치,13244
20240102,학여울,1903
20240102,대청,10637
20240102,일원,11774
20240102,수서,18033
20240102,가락시장,8718
20240102,경찰병원,7983
20240102,오금,7028
20240102,당고개,9456
20240102,상계,19770
20240102,노원,29470
20240102,창동,26396
20240102,쌍문,29642
20240102,수유(강북구청),33956
20240102,미아(서울사이버대학),15210
20240102,미아사거리,26785
20240102,길음,21060
20240102,성신여대입구(돈암),20087
20240102,한성대입구(삼선교),12696
20240102,혜화,32014
20240102,동대문,17666
20240102,동대문역사문화공원(DDP),17708
20240102,충무로,30629
20240102,명동,30450
20240102,회현(남대문시장),26725
20240102,서울역,13265
20240102,숙대입구(갈월),13469
20240102,삼각지,5849
20240102,신용산,19657
20240102,이촌(국립중앙박물관),8503
20240102,동작(현충원),1219
20240102,총신대입구(이수),19031
20240102,사당,24185
20240102,남태령,1259
20240102,방화,7086
20240102,개화산,6151
20240102,김포공항,9550
20240102,송정,6417
20240102,마곡,12928
20240102,발산,23569
20240102,우장산,14889
20240102,화곡,29388
20240102,역촌,3739
20240102,응암,17970
20240102,하남검단산,6297
20240102,하남시청(덕풍·신장),8023
20240102,하남풍산,4681
20240102,미사,17637
20240102,강일,5757
20240102,마천,7834
20240102,거여,10464
20240102,개롱,6602
20240102,오금,3982
20240102,방이,7581
20240102,제물포,10375
20240102,주안,18246
20240102,동암,15551
20240102,백운,7390
20240102,부평,28250
20240102,까치산,28698
20240102,신정(은행정),14131
20240102,목동,17090
20240102,오목교(목동운동장앞),21988
20240102,양평,8217
20240102,영등포구청,5002
20240102,영등포시장,11525
20240102,신길,4936
20240102,여의도,31627
20240102,여의나루,11810
20240102,마포,15694
20240102,공덕,14977
20240102,애오개,7064
20240102,충정로(경기대입구),5044
20240102,불광,4592
20240102,독바위,2797
20240102,연신내,1
20240102,구산,8015
20240102,새절(신사),12762
20240102,증산(명지대앞),9848
20240102,디지털미디어시티,15760
20240102,월드컵경기장(성산),3902
20240102,마포구청,14607
20240102,망원,14104
20240102,합정,13089
20240102,상수,8875
20240102,광흥창(서강),9402
20240102,대흥(서강대앞),8542
20240102,공덕,19935
20240102,효창공원앞,7340
20240102,삼각지,7115
20240102,녹사평(용산구청),4644
20240102,이태원,10585
20240102,한강진,8225
20240102,버티고개,2179
20240102,약수,3775
20240102,청구,3751
20240102,신당,7089
20240102,동묘앞,7150
20240102,창신,3602
20240102,보문,7631
20240102,안암(고대병원앞),11611
20240102,고려대(종암),8004
20240102,월곡(동덕여대),11698
20240102,상월곡(한국과학기술연구원),6265
20240102,돌곶이,9999
20240102,석계,12137
20240102,태릉입구,5707
20240102,화랑대(서울여대입구),11832
20240102,봉화산(서울의료원),9493
20240102,장암,2548
20240102,도봉산,8800
20240102,수락산,12255
20240102,마들,13185
20240102,노원,25479
20240102,중계,14727
20240102,하계,18324
20240102,공릉(서울과학기술대),12098
20240102,태릉입구,8315
20240102,먹골,10469
20240102,중화,10869
20240102,상봉(시외버스터미널),17165
20240102,면목,15025
20240102,사가정,16199
20240102,용마산(용마폭포공원),5896
20240102,중곡,11275
20240102,군자(능동),15312
20240102,가양,22748
20240102,삼성중앙,8363
20240102,봉은사,20016
20240102,종합운동장,4653
20240102,삼전,7690
20240102,석촌고분,6971
20240102,석촌,9179
20240102,송파나루,5432
20240102,한성백제,2951
20240102,올림픽공원(한국체대),5995
20240102,둔촌오륜,1014
20240102,중앙보훈병원,13117
20240102,판교,6462
20240102,이매,1242
20240102,삼동,2688
20240102,경기광주,8202
20240102,초월,3532
20240102,곤지암,2355
20240102,신둔도예촌,1466
20240102,이천,2768
20240102,부발,2027
20240102,여주,2442
20240102,서울역,10737
20240102,남영,9609
20240102,용산,38472
20240102,노량진,8066
20240102,대방,10824
20240102,영등포,39171
20240102,신도림,3846
20240102,신길,8932
20240102,구로,17947
20240102,가산디지털단지,18637
20240102,금천구청,11409
20240102,석수,8993
20240102,관악,7429
20240102,안양,20922
20240102,명학,9106
20240102,금정,27864
20240102,군포,7561
20240102,의왕,8189
20240102,성균관대,14423
20240102,화서,8991
20240102,수원,34540
20240102,독산,18636
20240102,세류,3343
20240102,병점,13958
20240102,세마,3080
20240102,오산대,3463
20240102,올림픽공원(한국체대),4314
20240102,둔촌동,8714
20240102,상일동,15168
20240102,고덕,11029
20240102,명일,8890
20240102,굽은다리(강동구민회관앞),9724
20240102,길동,8274
20240102,강동,18618
20240102,천호(풍납토성),19113
20240102,광나루(장신대),13372
20240102,아차산(어린이대공원후문),13802
20240102,군자(능동),11453
20240102,장한평,19527
20240102,답십리,16698
20240102,마장,5757
20240102,왕십리(성동구청),4525
20240102,행당,8388
20240102,신금호,6648
20240102,청구,3933
20240102,동대문역사문화공원(DDP),3474
20240102,을지로4가,7015
20240102,종로3가,12980
20240102,광화문(세종문화회관),35472
20240102,서대문,21614
20240102,무악재,4457
20240102,홍제,18140
20240102,녹번,16019
20240102,오산,9531
20240102,진위,1797
20240102,송탄,4246
20240102,서정리,8269
20240102,평택지제,4950
20240102,평택,12730
20240102,성환,3853
20240102,직산,818
20240102,두정,5978
20240102,천안,5512
20240102,당정,5968
20240102,서동탄,1489
20240102,광명,4093
20240102,이촌(국립중앙박물관),3951
20240102,서빙고,2111
20240102,한남,4303
20240102,옥수,50
20240102,응봉,1873
20240102,왕십리(성동구청),15237
20240102,청량리(서울시립대입구),16596
20240102,외대앞,8548
20240102,신이문,8635
20240102,석계,7170
20240102,광운대,7578
20240102,월계,6457
20240102,녹천,4445
20240102,방학,9911
20240102,도봉,5863
20240102,도봉산,6935
20240102,망월사,7115
20240102,회룡,13028
20240102,의정부,18157
20240102,가능,6415
20240102,녹양,4274
20240102,가좌,6034
20240102,디지털미디어시티,2786
20240102,수색,3614
20240102,화전,2024
20240102,강매,3450
20240102,행신,8302
20240102,태평,13530
20240102,모란,19499
20240102,야탑,26104
20240102,서현,25911
20240102,수내,14804
20240102,정자,18585
20240102,미금,16089
20240102,오리,11903
20240102,이매,5850
20240102,보정,2681
20240102,죽전,13028
20240102,구성,5042
20240102,신갈,5054
20240102,기흥,10306
20240102,상갈,5512
20240102,청명,4659
20240102,영통,8765
20240102,망포,15789
20240102,매탄권선,5264
20240102,수원시청,13706
20240102,매교,5391
20240102,김포공항,2904
20240102,원종,4321
20240102,부천종합운동장,2531
20240102,고색,5558
20240102,오목천,3655
20240102,어천,1120
20240102,야목,395
20240102,사리,5094
20240102,달월,119
20240102,월곶,2720
20240102,소래포구,4452
20240102,인천논현,5283
20240102,호구포,3897
20240102,남동인더스파크,2266
20240102,원인재,4330
20240102,연수,4455
20240102,송도,2370
20240102,인하대,6143
20240102,숭의,4240
20240102,신포,1754
20240102,인천,871
20240102,샛강,3212
20240102,대방,2651
20240102,서울지방병무청,3044
20240102,보라매,4108
20240102,보라매공원,2138
20240102,보라매병원,8325
20240102,당곡,4486
20240102,신림,1701
20240102,서원,3454
20240102,서울대벤처타운,9205
20240102,관악산(서울대),2443
20240102,산본,16452
20240102,대야미,4951
20240102,반월,4239
20240102,상록수,14917
20240102,한대앞,8881
20240102,중앙,18335
20240102,고잔,9275
20240102,초지,5045
20240102,안산,12159
20240102,신길온천,1978
20240102,정왕,8500
20240102,오이도,7547
20240102,수리산,4028
20240102,북한산우이,2526
20240102,솔밭공원,2603
20240102,4.19민주묘지,2766
20240102,가오리,4379
20240102,화계,3514
20240102,삼양,2032
20240102,삼양사거리,2651
20240102,솔샘,6201
20240102,북한산보국문,6166
20240102,정릉,4605
20240102,성신여대입구(돈암),3434
20240102,보문,1573
20240102,신설동,2279
20240102,원흥,11554
20240102,지축,1
20240102,삼송,19640
20240102,송내,27281
20240102,부천,30987
20240102,역곡,26123
20240102,오류동,11170
20240102,개봉,21689
20240102,신대방삼거리,15253
20240102,지평,48
20240102,용문,1773
20240102,원덕,285
20240102,양평,3040
20240102,오빈,237
20240102,아신,545
20240102,국수,732
20240102,신원,171
20240102,양수,1700
20240102,운길산,505
20240102,운천,7
20240102,임진강,2
20240102,문산,5276
20240102,파주,1272
20240102,월롱,1972
20240102,금촌,6636
20240102,금릉,5456
20240102,운정,7414
20240102,야당,8716
20240102,탄현,8127
20240102,일산,10852
20240102,풍산,6058
20240102,백마,7716
20240102,곡산,608
20240102,능곡,4891
20240102,원당,11194
20240102,홍대입구,1876
20240102,서강대,2215
20240102,공덕,4160
20240102,효창공원앞,3241
20240102,신촌,1013
20240102,서울역,5261
20240102,연천,1713
20240102,전곡,1101
20240102,초성리,108
20240102,팔당,749
20240102,도심,2409
20240102,덕소,5382
20240102,양정,492
20240102,도농,11282
20240102,구리,13317
20240102,양원,3074
20240102,망우,7346
20240102,상봉(시외버스터미널),5835
20240102,중랑,5405
20240102,회기,23629
20240102,소요산,1661
20240102,동두천,1732
20240102,보산,1506
20240102,동두천중앙,3098
20240102,지행,6441
20240102,덕정,5757
20240102,덕계,4991
20240102,양주,7010
20240102,선정릉,10852
20240102,언주,12323
20240102,신논현,31230
20240102,사평,4120
20240102,고속터미널,13813
20240102,신창(순천향대),1094
20240102,신반포,3986
20240102,구반포,1187
20240102,동작(현충원),1887
20240102,흑석(중앙대입구),8842
20240102,노들,4678
20240102,노량진,24887
20240102,샛강,6977
20240102,여의도,31029
20240102,국회의사당,18151
20240102,당산,18950
20240102,온양온천,4350
20240102,배방,1120
20240102,탕정,1420
20240102,아산,3876
20240102,쌍용(나사렛대),2171
20240102,봉명,1438
20240102,대화,13140
20240102,주엽,9882
20240102,정발산,7079
20240102,마두,8192
